INC_dominion_11th_ADJ;Canadian;;;;;;;;;;;;;
INC_dominion_12th;Vizekönigreich Kanada;;;;;;;;;;;;;
INC_dominion_12th_ADJ;Kanadisch;;;;;;;;;;;;;
INC_dominion_13th;Vicereame del Canada;;;;;;;;;;;;;
INC_dominion_13th_ADJ;Canadese;;;;;;;;;;;;;
INC_dominion_14th;Estado do Canada;;;;;;;;;;;;;
INC_dominion_14th_ADJ;Canadense;;;;;;;;;;;;;
INC_dominion_15th;Protectorat du Canada;;;;;;;;;;;;;
INC_dominion_15th_ADJ;Canadien;;;;;;;;;;;;;
INC_dominion_16th;Kanada Shu;;;;;;;;;;;;;
INC_dominion_16th_ADJ;Kanadahito;;;;;;;;;;;;;
INC_dominion_17th;Virreinato de Canadá;;;;;;;;;;;;;
INC_dominion_17th_ADJ;Canadiense;;;;;;;;;;;;;
INC_dominion_18th;Vicekungadömet Kanada;;;;;;;;;;;;;
INC_dominion_18th_ADJ;Kanadensare;;;;;;;;;;;;;
INC_dominion_19th;Canadisk Selvstyre;;;;;;;;;;;;;
INC_dominion_19th_ADJ;Canadisk;;;;;;;;;;;;;
SRI_dominion_5th;Tseylonskaya Koloniya;;;;;;;;;;;;;
SRI_dominion_5th_ADJ;Tseylon;;;;;;;;;;;;;
SRI_dominion_6th;Ceylon Kolonie;;;;;;;;;;;;;
SRI_dominion_6th_ADJ;Ceylon;;;;;;;;;;;;;
SRI_dominion_7th;Ceylon and its Dependencies;;;;;;;;;;;;;
SRI_dominion_7th_ADJ;Ceylon;;;;;;;;;;;;;
SRI_dominion_8th;Deutsch-Ceylon;;;;;;;;;;;;;
SRI_dominion_8th_ADJ;Deutsch-Ceylon;;;;;;;;;;;;;
SRI_dominion_9th;Xi Lán Zhímíndì;;;;;;;;;;;;;
SRI_dominion_9th_ADJ;Xi Lán Zhímíndì;;;;;;;;;;;;;
SRI_dominion_10th;Colonie de Ceylan;;;;;;;;;;;;;
SRI_dominion_10th_ADJ;Ceylan;;;;;;;;;;;;;
SRI_dominion_11th;Ceylon;;;;;;;;;;;;;
SRI_dominion_11th_ADJ;Ceylon;;;;;;;;;;;;;
SRI_dominion_12th;Österreichischen Ceylon;;;;;;;;;;;;;
SRI_dominion_12th_ADJ;Österreichischen;;;;;;;;;;;;;
SRI_dominion_13th;Colonia di Ceylon;;;;;;;;;;;;;
SRI_dominion_13th_ADJ;Ceylon;;;;;;;;;;;;;
SRI_dominion_14th;Colônia Ceilão;;;;;;;;;;;;;
SRI_dominion_14th_ADJ;Ceilão;;;;;;;;;;;;;
SRI_dominion_15th;Ceylon du Belge;;;;;;;;;;;;;
SRI_dominion_15th_ADJ;Ceylon du Belge;;;;;;;;;;;;;
SRI_dominion_16th;Seiron Republic;;;;;;;;;;;;;
SRI_dominion_16th_ADJ;Seiron;;;;;;;;;;;;;
SRI_dominion_17th;Colonia de Ceilán;;;;;;;;;;;;;
SRI_dominion_17th_ADJ;Ceilán;;;;;;;;;;;;;
SRI_dominion_18th;Ceylon koloni;;;;;;;;;;;;;
SRI_dominion_18th_ADJ;Ceylon;;;;;;;;;;;;;
SRI_dominion_19th;Dansk Ceylon;;;;;;;;;;;;;
SRI_dominion_19th_ADJ;Ceylon;;;;;;;;;;;;;
