EVTNAME99005;Attack on Foreigners in $STATENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC99005;Throughout all of $STATENAME$, the Boxers are attacking western influence. Smugglers, missionaries, opium peddlers? anyone they can apprehend is being slain or forced to flee for their lives. We have a choice: either look the other way, risking anger from the great powers for these 'atrocities', or send in forces to suppress the Boxers and risk the anger of our own people.;;;;;;;;;;;;x,,,,,,,,
EVTNAME99006;Boxer Atrocities in $FROMCOUNTRY$;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC99006;A group of Chinese nationalists known as the 'Boxers', intent on driving all western influence out of $FROMCOUNTRY$, have attacked a group of $COUNTRY_ADJ$ citizens. Several were slain, while others were forced to flee for their lives. Worse, the Qing government has done nothing about it. They are looking the other way while these atrocities are being committed upon our people.;;;;;;;;;;;;x,,,,,,,,,
EVTNAME99010;Boxers Attack Legation Quarter!;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC99010;The Boxers have reached the capital of $COUNTRY$, streaming into $CAPITAL$ to attack foreigners-- and, far more noteworthy, they have laid siege to the Legation Quarter. Hundreds of foreign dignitaries and merchants reside within. If we do not step in to protect them, it will be seen as a declaration of support for the Boxers and an act of war against the great powers. If we do, the Boxers will see it as a betrayal of their cause and perhaps even rise up in rebellion against us. They have forced our hand now, however, and we have no choice but to act.;;;;;;;;;;;;x,,,,,,
EVTNAME99011;Boxers Attack $COUNTRY_ADJ$ Legation;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC99011;The Boxer situation in $FROMCOUNTRY$ has reached a head: the Chinese nationalists have entered Peking, laying siege to the Legation Quarter and putting the lives of dozes of $COUNTRY_ADJ$ merchants and dignitaries at risk. The Qing government has looked the other way, an act that is seen by the $COUNTRY_ADJ$ government as a declaration of war. Many are calling upon us to intervene in order to protect $COUNTRY_ADJ$ citizens from these barbarians.;;;;;;;;;;;;x,,,,,,,,,,,
EVTNAME99015;The Boxer Protocol;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC99015;We are forced to submit to the foreign demands, signing a treaty with the $FROMCOUNTRY_ADJ$ generals and representatives from all the great powers. The Righteous Harmony Society will be forcibly disbanded, its leaders executed or imprisoned, and our government is once again humiliated.;;;;;;;;;;;;x,,,,,,,,,,
EVTDESC99016;$FROMCOUNTRY$ has submitted to the intervening powers, signing a treaty that promises to forcibly dismantle the Boxers and pay reparations for the atrocities committed in their name-- and explicitly supported by the $FROMCOUNTRY_ADJ$ government.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME900640;The Cyprus Convention;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC900640;An idea has arisen within the $COUNTRY_ADJ$ government: could we perhaps offer our support to the Ottomans in the upcoming Congress, in exchange for a lease on Cyprus? Our support could make a great deal of difference for them... and the island's proximity to Suez makes it of strategic importance. The Ottomans could use all the support they can get, after all.;;;;;;;;;;;;x,,,,,,,,,,,
EVTDESC900641;The $FROMCOUNTRY_ADJ$ government has approached us with a proposal: they will lend their support to us in the upcoming Congress, in exchange for Cyprus. The island's proximity to Suez makes it of strategic importance, after all, and while some might consider the offer an insult there are others who suggest that without this offer it's just as likely the island will be offered to Greece. $FROMCOUNTRY$ could ensure it isn't... and we could use all the allies in the Congress we can get.;;;;;;;;;;;;x,,,,,,,,,,
EVTNAME900645;The Bosnian Issue;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC900645;$COUNTRY$ has a reasonable issue to bring before the upcoming Congress: while it seems beyond question that the Bosnians will be given independence, we could make a case for $COUNTRY_ADJ$ stewardship over Bosnia at the Congress and it seems likely we would be heeded... though it would, without a doubt, upset the Russians.;;;;;;;;;;;;x,,,,,,,,,,
EVTNAME900646;The Croatian Issue;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC900646;$COUNTRY$ has a reasonable issue to bring before the upcoming Congress: while it seems beyond question that the Croatians will be given independence, we could make a case for $COUNTRY_ADJ$ stewardship over Croatia at the Congress and it seems likely we would be heeded... though it would, without a doubt, upset the Russians.;;;;;;;;;;;;x,,,,,,,,,,
EVTDESC900710;$FROMCOUNTRY$ received a great deal of benefit from the recent Congress of great powers, and it was decided that $COUNTRY$ deserves great influence in $FROMCOUNTRY$ as compensation-- if we want it.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTDESC900711;$FROMCOUNTRY$ received a great deal of benefit from the recent Congress of great powers, and it was decided that $COUNTRY$ deserves considerable influence in $FROMCOUNTRY$ as compensation-- if we want it.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTDESC900712;$FROMCOUNTRY$ received a great deal of benefit from the recent Congress of great powers, and it was decided that $COUNTRY$ deserves considerable some small influence in $FROMCOUNTRY$ as compensation-- if we want it.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME900715;Legacy of the Congress;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC900715;$COUNTRY_ADJ$ delegates were sent to the recent Congress-- reasonable considering it was the fate of our country and the entire Balkans that was being decided, or so we thought. As it turns out, the great powers of Europe decided what was to become of $COUNTRY$ without our participation, and while we received some benefit it has come to us at a price.;;;;;;;;;;;;x,,,,,,,,,,
EVTNAME1316089;The $FROMCOUNTRY_ADJ$ Victory;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC1316089;$FROMCOUNTRY$ has won its war against us. Now their generals walk into $CAPITAL$, gloating with their superiority. It seems that, should they force us to the negotiating table to demand yet more concessions, we will have little choice but to comply.;;;;;;;;;;;;x,,,,,,,,,,
EVTNAME1316090;The Treaty of Shimonoseki;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC1316090;We have won a great victory against $FROMCOUNTRY$. Now we must consider-- do we negotiate with them, perhaps promising the return of some of their land in exchange for the island of Formosa and reparations? Or do we stay our current course and perhaps alarm the Western nations at our advances into $FROMCOUNTRY_ADJ$ territory?;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME1316091;The Unequal Treaty;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC1316091;We have won a great war against $FROMCOUNTRY$. Now we are faced with a dilemma: do we force the $FROMCOUNTRY_ADJ$ government to the negotiating table, perhaps promising the return of some of their land in exchange for a treaty port and reparations? Or do we stay our current course and perhaps alarm the other great powers at our advances into $FROMCOUNTRY_ADJ$ territory?;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME1316092;The Unequal Treaty;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC1316092;As we thought, the $FROMCOUNTRY_ADJ$ infidels have forced a so-called 'treaty' upon us, demanding a great deal of reparations and land concession-- in return for land they currently possess but have no more right to.;;;;;;;;;;;;x,,,,,,,,,,,
north_borneo_company_title;Lease North Borneo;;;;;;;;;;;;x,,,,,,,,,,,,,
north_borneo_company_desc;Rights to trading ports along the northern coast of Borneo have been granted to several companies through treaties-- and have recently fallen to Alfred Dent of London. Through him, we may conduct a new treaty that turns these rights into colonial concessions. Considering that the control of the local sultans over these areas is murky at best, and more than one has sometimes granted rights to the same areas, it truly seems as if we are obtaining clearance for the creation of a British North Borneo Company rather than wresting land from the natives.;;;;;;;;;;;;x,,,,,,,,,,
treaties_of_velasco;Treaties of Velasco;;;;;;;;;;;;x,,,,,,,,,,,,,
treaties_of_velasco_desc;The treaties may be worth less than the paper they're printed on, but they supposedly offer us a guarantee of independence from Mexico. We shall see if they last.;;;;;;;;;;;;x,,,,,,,,,,,,
league_of_three_emperors2_title;The League of Three Emperors;;;;;;;;;;;;x,,,,,,,,,,,,,
league_of_three_emperors2_desc;After the defeat of Napoleon, a Holy Alliance was once formed between Prussia, Austria and Russia. Perhaps the time has come to resurrect that alliance, a common front between our three monarchies to stand against the wave of revolution and change and Europe?;;;;;;;;;;;;x,,,,,,,,,,
reorganize_indonesia_title;Claim Indonesia;;;;;;;;;;;;;x,,,,,,,,,,,,,
reorganize_indonesia_desc;Now that we have taken possession of this East Indies colony, we should reorganize its structure to make it truly part of our greater colonial administration.;;;;;;;;;;;;;x,,,,,,,,,,,,
reorganize_south_africa_title;Claim South Africa;;;;;;;;;;;;;x,,,,,,,,,,,,,
reorganize_south_africa_desc;Now that we have taken possession of the Cape Colony, we should reorganize its structure to make it truly part of our greater colonial administration.;;;;;;;;;;;;;x,,,,,,,,,,,,
recent_crisis;Recent Crisis;;;;;;;;;;;;x,,,,,,,,,,,,,
recent_crisis_desc;We have been the instigators in a recent crisis. Until memories fade, the world will likely tend to overlook any further demands we make for our territories.;;;;;;;;;;;;x,,,,,,,,,,,,
total_war_in_satsuma_title;Total War in Satsuma;;;;;;;;;;;;x,,,,,,,,,,,,,
total_war_in_satsuma_desc;The rebellion for all that is honorable and traditional in Japan is now upon us. We must call upon all our citizens to fight, lest our cause die before it has even achieved the first step towards victory.;;;;;;;;;;;;x,,,,,,,,,,,,
end_of_transcaucasia_GEO_title;The End of Transcaucasia;;;;;;;;;;;;;x,,,,,,,,,,,,,
end_of_transcaucasia_GEO_desc;The Transcaucasian union has been sundered. It is time to bring it to an end.;;;;;;;;;;;;;x,,,,,,,,,,,,,
end_of_transcaucasia_AZB_title;The End of Transcaucasia;;;;;;;;;;;;;x,,,,,,,,,,,,,
end_of_transcaucasia_AZB_desc;The Transcaucasian union has been sundered. It is time to bring it to an end.;;;;;;;;;;;;;x,,,,,,,,,,,,,
end_of_transcaucasia_ARM_title;The End of Transcaucasia;;;;;;;;;;;;;x,,,,,,,,,,,,,
end_of_transcaucasia_ARM_desc;The Transcaucasian union has been sundered. It is time to bring it to an end.;;;;;;;;;;;;;x,,,,,,,,,,,,,
japanese_sakhalin_title;Japanese Sakhalin;;;;;;;;;;;;;x,,,,,,,,,,,,,
japanese_sakhalin_desc;With Japan now in full control of Sakhalin and the Kurils, the world must recognize that these islands are essentially part of the Japanese archipelago and know them by their Japanese names.;;;;;;;;;;;;;x,,,,,,,,,,,,
russian_sakhalin_title;Russian Sakhalin;;;;;;;;;;;;;x,,,,,,,,,,,,,
russian_sakhalin_desc;With the hated Japanese finally driven out of Sakhalin and Russia in full control of the islands, Russian administration and names can at last be restored.;;;;;;;;;;;;;x,,,,,,,,,,,,
claim_sakhalin_title;Claim Sakhalin;;;;;;;;;;;;;x,,,,,,,,,,,,,
claim_sakhalin_desc;Russia has ruled lands on Sakhalin Island for some time now, and much of the archipelago's population is Russian. It's time we let the world know that we consider these lands to be a core Russian territory, which we will defend to the last!;;;;;;;;;;;;;x,,,,,,,,,,,
putiatin_mission_title;The Putiatin Mission;;;;;;;;;;;;x,,,,,,,,,,,,,
putiatin_mission_desc;The Japanese islands have only recently begun to communicate with the larger world. Considering the border we share in the Kurils, it might be prudent to send a mission to open up formal diplomatic ties with the Japanese and work out an arrangement to avoid future conflict over the islands.;;;;;;;;;;;;x,,,,,,,,,,,,
french_language_schooling_title;French Language Schooling;;;;;;;;;;;;x,,,,,,,,,,,,,
french_language_schooling_desc;A motion has been put forward by the minister Jules Ferry, namely that not only should schooling in France be free-- but that it must be solely in French. Langues d'oc and other forms of patois must be stamped out so that France has cultural unity. That, he says, will give our nation the strength it needs to fully modernize.;;;;;;;;;;;;x,,,,,,,,,,
french_cultural_unity;French Cultural Unity;;;;;;;;;;;;x,,,,,,,,,,,,,
french_cultural_unity_desc;New schooling policies are slowly assimilating patois-speaking Frenchmen.;;;;;;;;;;;;x,,,,,,,,,,,,,
rebel_cell_discovered;Rebel Cell Discovered;;;;;;;;;;;;x,,,,,,,,,,,,,
rebel_cell_discovered_desc;With one rebel cell uncovered, it's only a matter of time before we discover the rest and stamp them out!;;;;;;;;;;;;x,,,,,,,,,,,,
refute_manifest_destiny_title;Refute Manifest Destiny;;;;;;;;;;;;x,,,,,,,,,,,,,
refute_manifest_destiny_desc;The American claims to our frontier have proven to be little more than empty air and bluster. Those lands belong to Mexico, and no other.;;;;;;;;;;;;x,,,,,,,,,,,,
begin_book_burn_title;Start a Book Burn;;;;;;;;;;;;x,,,,,,,,,,,,,
begin_book_burn_desc;Dangerous ideas are spreading through books preaching false beliefs. We must rid our society of these elements by starting a book burn where every citizen is encouraged to throw a malicious book into a fire. This will surely hurt our prestige as we are destroying our very own literature but it will help us curtail our population in the future.;;;;;;;;;;;;x,,,,,,,,,,
begin_relentless_progress_title;Start a Societal Revolution;;;;;;;;;;;;x,,,,,,,,,,,,,
begin_relentless_progress_desc;Our people need our hand to guide them, and we must use every means possible to help them. We must start a revolution in our society where we enitrely change our ways of life, in accordance with socialist values. Progress must be made, no matter the cost.;;;;;;;;;;;;x,,,,,,,,,,
