Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
nimes;Forest;;;;Bosque;;;;;;;;;
sonoma;Forest Hills;;;;Colinas Boscosas;;;;;;;;;
truro;Forest;;;;Bosque;;;;;;;;;
versailles;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
yongshun;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
datong;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
guangxing;Forest Hills;;;;Colinas Boscosas;;;;;;;;;
hengzhou;Floodplain Farmlands;;;;Tierras de Cultivo Aluviales;;;;;;;;;
jiading;Forest;;;;Bosque;;;;;;;;;
jianning;Montane Forest;;;;Montañas Boscosas;;;;;;;;;
pingyang;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
shangzhou;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
hangzhou;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
shaozhou;Montane Forest;;;;Montañas Boscosas;;;;;;;;;
bahia_blanca;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
godthab;Alpine Tundra;;;;Tundra Alpina;;;;;;;;;
hail;Desert;;;;Desierto;;;;;;;;;
luang_prabang;Jungle Mountains;Montagnes Jungle;Dschungel Berge;;Montañas Junglosas;;;;;;;;;
doha;Coastal Desert;;;;Desierto;;;;;;;;;
mzizima;Savanna;;;;Savana;;;;;;;;;
bishkek;Semi-Desert Mountains;;;;Montañas Semidesérticas;;;;;;;;;
luanda;Jungle Farmlands;Terres Arables Jungle;Dschungel Ackerland;;Tierras de Cultivo Junglosas;;;;;;;;;
pristina;Forest Hills;;;;Colinas Boscosas;;;;;;;;;
tahiti;Island;;;;Isla;;;;;;;;;
jujuy;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
edo;Floodplain Farmlands;;;;Tierras de Cultivo Aluviales;;;;;;;;;
canton;Floodplain Farmlands;;;;Tierras de Cultivo Aluviales;;;;;;;;;
annecy;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
kassel;Grassland;;;;Praderas;;;;;;;;;
nagasaki;Floodplain Farmlands;;;;Tierras de Cultivo Aluviales;;;;;;;;;
koblenz;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
rouen;Grassland;;;;Praderas;;;;;;;;;
lubeck;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
pozan;Grassland;;;;Praderas;;;;;;;;;
braunschweig;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
linz;Forest;;;;Bosque;;;;;;;;;
catania;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
chemnitz;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
stjohn;Taiga;;;;Taiga;;;;;;;;;
berlin;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
paris;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
puebla;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
durango;Grassland;;;;Praderas;;;;;;;;;
guanajuato;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
zacatecas;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
ciudadvictoria;Grassland;;;;Praderas;;;;;;;;;
morelia;Forest;;;;Bosque;;;;;;;;;
campeche;Jungle;;;;Selva;;;;;;;;;
tapachula;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
slp;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
slc;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
santafe;Steppe;;;;Estepa;;;;;;;;;
lasvegas;Desert;;;;Desierto;;;;;;;;;
london;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
stpetersburg;Grassland;;;;Praderas;;;;;;;;;
vienna;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
newyork;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
rome;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
madrid;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
stockholm;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
istanbul;Grassland;;;;Praderas;;;;;;;;;
warsaw;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
athens;Grassland;;;;Praderas;;;;;;;;;
lisbon;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
amsterdam;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
brussels;Grassland;;;;Praderas;;;;;;;;;
copenhagen;Grassland;;;;Praderas;;;;;;;;;
helsinki;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
munich;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
hanover;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
dublin;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
belgrade;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
turin;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
naples;Grassland;;;;Praderas;;;;;;;;;
bern;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
pest;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
bukarest;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
cairo;Floodplain Farmlands;;;;Tierras de Cultivo Aluviales;;;;;;;;;
prague;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
cologne;Grassland;;;;Praderas;;;;;;;;;
mexicocity;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
barcelona;Grassland;;;;Praderas;;;;;;;;;
edinburgh;Grassland;;;;Praderas;;;;;;;;;
hanseong;Forest;;;;Bosque;;;;;;;;;
aguascalientes;Grassland;;;;Praderas;;;;;;;;;
minatitlan;Grassland;;;;Praderas;;;;;;;;;
peking;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
shanghai;Grassland;;;;Praderas;;;;;;;;;
hongkong;Urban;;;;Urbano;;;;;;;;;
macao;Urban;;;;Urbano;;;;;;;;;
kiev;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
riga;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
moscow;Forest;;;;Bosque;;;;;;;;;
lyon;Grassland;;;;Praderas;;;;;;;;;
dc;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
chicago;Mining District;;;;Distrito Minero;;;;;;;;;
sanfrancisco;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
hamburg;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
dresden;Forest;;;;Bosque;;;;;;;;;
boston;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
sofia;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
herat;Dry Grassland Hills;;;;Praderas Escarpadas Áridas;;;;;;;;;
rennes;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
marseille;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
bordeaux;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
toulouse;Grassland;;;;Praderas;;;;;;;;;
bilbao;Montane Forest;;;;Montañas Boscosas;;;;;;;;;
milan;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
luxemburg;Forest;;;;Bosque;;;;;;;;;
venice;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
zagreb;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
ankara;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
verona;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
utrecht;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
uppsala;Mining District;;;;Distrito Minero;;;;;;;;;
ufa;Montane Forest;;;;Montañas Boscosas;;;;;;;;;
tours;Forest;;;;Bosque;;;;;;;;;
temesvar;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
tacna;Semi-Desert Mountains;;;;Montañas Semidesérticas;;;;;;;;;
szeged;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
surabaya;Jungle Farmlands;Terres Arables Jungle;Dschungel Ackerland;;Tierras de Cultivo Junglosas;;;;;;;;;
subotica;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
st_barths;Island;;;;Isla;;;;;;;;;
siegen;Forest Hills;;;;Colinas Boscosas;;;;;;;;;
semarang;Jungle Farmlands;Terres Arables Jungle;Dschungel Ackerland;;Tierras de Cultivo Junglosas;;;;;;;;;
salzburg;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
salisbury;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
saint_louis;Coastal Desert;;;;Desierto;;;;;;;;;
sacramento;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
saarbrucken;Mining District;;;;Distrito Minero;;;;;;;;;
rugen;Island;;;;Isla;;;;;;;;;
reims;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
preanger;Jungle Farmlands;Terres Arables Jungle;Dschungel Ackerland;;Tierras de Cultivo Junglosas;;;;;;;;;
poitiers;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
plovdiv;Forest;;;;Bosque;;;;;;;;;
phnom_penh;Floodplain Farmlands;;;;Tierras de Cultivo Aluviales;;;;;;;;;
penang;Jungle Farmlands;Terres Arables Jungle;Dschungel Ackerland;;Tierras de Cultivo Junglosas;;;;;;;;;
pecs;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
palembang;Jungle Farmlands;Terres Arables Jungle;Dschungel Ackerland;;Tierras de Cultivo Junglosas;;;;;;;;;
osijek;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
orleans;Forest;;;;Bosque;;;;;;;;;
oradea;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
olomouc;Forest;;;;Bosque;;;;;;;;;
novi_sad;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
nis;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
nantes;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
nancy;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
metz;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
medan;Jungle Farmlands;Terres Arables Jungle;Dschungel Ackerland;;Tierras de Cultivo Junglosas;;;;;;;;;
mannheim;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
makassar;Jungle Farmlands;Terres Arables Jungle;Dschungel Ackerland;;Tierras de Cultivo Junglosas;;;;;;;;;
maastricht;Mining District;;;;Distrito Minero;;;;;;;;;
lublin;Grassland;;;;Praderas;;;;;;;;;
long_island;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
limoges;Grassland;;;;Praderas;;;;;;;;;
le_mans;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
kosice;Forest Hills;;;;Colinas Boscosas;;;;;;;;;
kemerovo;Forest Hills;;;;Colinas Boscosas;;;;;;;;;
kayseri;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
jaffa;Semidesert;;;;Semidesierto;;;;;;;;;
al_majdal;Dry Grassland;;;;Pradera Árida;;;;;;;;;
innsbruck;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
heligoland;Island;;;;Isla;;;;;;;;;
grozny;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
groningen;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
greytown;Jungle;;;;Selva;;;;;;;;;
graz;Forest;;;;Bosque;;;;;;;;;
ghent;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
geneva;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
fuzhou;Floodplain Farmlands;;;;Tierras de Cultivo Aluviales;;;;;;;;;
freetown;Grassland;;;;Praderas;;;;;;;;;
flensburg;Grassland;;;;Praderas;;;;;;;;;
fiume;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
dijon;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
debrecen;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
darmstadt;Forest;;;;Bosque;;;;;;;;;
darkar;Coastal Desert;;;;Desierto;;;;;;;;;
corfu;Island;;;;Isla;;;;;;;;;
charleroi;Mining District;;;;Distrito Minero;;;;;;;;;
channel_islands;Island;;;;Isla;;;;;;;;;
bursa;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
burgas;Forest;;;;Bosque;;;;;;;;;
bruges;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
brno;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
brasov;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
bologna;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
bluefields;Jungle;;;;Selva;;;;;;;;;
besancon;Forest;;;;Bosque;;;;;;;;;
bari;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
banja_luka;Forest;;;;Bosque;;;;;;;;;
bangor;Forest;;;;Bosque;;;;;;;;;
ayan;Alpine Tundra;;;;Tundra Alpina;;;;;;;;;
ancona;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
amiens;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
adrianople;Grassland;;;;Praderas;;;;;;;;;
adelaide;Grassland;;;;Praderas;;;;;;;;;
port_elizabeth;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
petrovsk;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
tuxtla;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
puertovallarta;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
queretaro;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
acapulco;Grassland;;;;Praderas;;;;;;;;;
hermosillo;Semidesert;;;;Semidesierto;;;;;;;;;
chihuahua;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
medellin;Montane Forest;;;;Montañas Boscosas;;;;;;;;;
messina;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
arhus;Farmlands;;;;Tierras de Cultivo;;;;;;;;;
tblisi;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
erivan;Grassland Hills;;;;Praderas Escarpadas;;;;;;;;;
baku;Montane Grassland;;;;Praderas Montañosas;;;;;;;;;
jerusalem;Grassland;;;;Praderas;;;;;;;;;
baghdad;Grassland;;;;Praderas;;;;;;;;;
damascus;Semidesert;;;;Semidesierto;;;;;;;;;
lvov;Forest;;;;Bosque;;;;;;;;;
krakow;Grassland;;;;Praderas;;;;;;;;;
karlsruhe;Forest;;;;Bosque;;;;;;;;;
