Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
AGRESSION_WAR_PROTECTORATE_NAME_FRA_DAH;The $ORDER$Franco-Dahomean War;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME_FRA_DAH;The $ORDER$Franco-Dahomean War;;;;;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME_FRA_TUN;The French Conquest of Tunisia;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME_FRA_TUN;The French Conquest of Tunisia;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_NAME_FRA_TUN;The French Conquest of Tunisia;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_NAME_FRA_TUN;The French Conquest of Tunisia;;;;;;;;;;;;;
AGRESSION_WAR_ADD_SPHERE_NAME_ENG_MNP;British Intervention in Bahrain;;;;;;;;;;;;;
NORMAL_WAR_ADD_SPHERE_NAME_ENG_MNP;British Intervention in Bahrain;;;;;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME_ENG_MNP;The $ORDER$Anglo-Manipur War;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME_ENG_MNP;The $ORDER$Anglo-Manipur War;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_ENG_BHU;The Duar War;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_ENG_BHU;The Duar War;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_MOD_ITA;The Italian Revolution of 1831;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_MOD_ITA;The Italian Revolution of 1831;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_AUS_ITA;The Italian Revolution of 1831;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_AUS_ITA;The Italian Revolution of 1831;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_PAP_ITA;The Italian Revolution of 1831;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_PAP_ITA;The Italian Revolution of 1831;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_TUS_ITA;The Italian Revolution of 1831;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_TUS_ITA;The Italian Revolution of 1831;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_LUC_ITA;The Italian Revolution of 1831;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_LUC_ITA;The Italian Revolution of 1831;;;;;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME_ENG_ZUL;The $ORDER$Anglo-Zulu War;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME_ENG_ZUL;The $ORDER$Anglo-Zulu War;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_NAME_ENG_ASH;The War of the Golden Stool;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_NAME_ENG_ASH;The War of the Golden Stool;;;;;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME_ENG_ASH;The 2nd Ashanti Expedition;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME_ENG_ASH;The 2nd Ashanti Expedition;;;;;;;;;;;;;
NORMAL_WAR_CONCESSION_NAME_ENG_ASH;The Ashanti Expedition;;;;;;;;;;;;;
AGRESSION_WAR_CONCESSION_NAME_ENG_ASH;The $ORDER$Ashanti Expedition;;;;;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_FRA_ENG;The $ORDER$Anglo-French War;;;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_FRA_ENG;The $ORDER$Anglo-French War;;;;;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_BOR_ENG;The $ORDER$Anglo-French War;;;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_BOR_ENG;The $ORDER$Anglo-French War;;;;;;;;;;;;;
NORMAL_WAR_LIBERATE_NAME_ITA_TUR;The Libyan War;;;;;;;;;;;;;
AGRESSION_WAR_LIBERATE_NAME_ITA_TUR;The Libyan War;;;;;;;;;;;;;
NORMAL_WAR_CONCESSION_NAME_NET_LAN;The Kongsi War;;;;;;;;;;;;;
AGRESSION_WAR_CONCESSION_NAME_NET_LAN;The Kongsi War;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME_NET_LAN;The Kongsi War;;;;;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME_NET_LAN;The Kongsi War;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME_ENG_SUD;The Mahdist War;;;;;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME_ENG_SUD;The Mahdist War;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME_BOR_TUN;The French Conquest of Tunisia;;;;;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME_BOR_TUN;The French Conquest of Tunisia;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_NAME_ENG_ORA;The Boer War;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_NAME_ENG_ORA;The Boer War;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_ENG_ORA;The Boer War;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_ENG_ORA;The Boer War;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_NAME_ENG_TRN;The Boer War;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_NAME_ENG_TRN;The Boer War;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_ENG_TRN;The Boer War;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_ENG_TRN;The Boer War;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_JAP_EZO;The Hakodate Expedition;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_JAP_EZO;The Hakodate Expedition;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_ENG_EGY;The Anglo-Egyptian War;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_ENG_EGY;The Anglo-Egyptian War;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_BOR_EGY;The Franco-Egyptian War;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_BOR_EGY;The Franco-Egyptian War;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_FRA_EGY;The Franco-Egyptian War;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_FRA_EGY;The Franco-Egyptian War;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_ITS_EGY;The Italo-Egyptian War;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_ITS_EGY;The Italo-Egyptian War;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_ITA_EGY;The Italo-Egyptian War;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_ITA_EGY;The Italo-Egyptian War;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_KUK_HUN;The 2nd Hungarian Revolution;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_KUK_HUN;The 2nd Hungarian Revolution;;;;;;;;;;;;;
AGRESSION_HUMILIATE_NO_INFAMY_WAR_NAME_ENT_ARC;The Second Unitarian-Federal War;;;;;;;;;;;;;
NORMAL_HUMILIATE_NO_INFAMY_WAR_NAME_ENT_ARC;The Second Unitarian-Federal War;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_NAME_SAR_PAP;The Expedition of the Thousand;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_NAME_SAR_PAP;The Expedition of the Thousand;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_SAR_PAP;The Expedition of the Thousand;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_SAR_PAP;The Expedition of the Thousand;;;;;;;;;;;;;
AGRESSION_WAR_TAKE_CORE_NAME_NGF_DEN;The 2nd Schleswig War;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_NGF_DEN;The 2nd Schleswig War;;;;;;;;;;;;;
NORMAL_WAR_UNIFICATION_NAME_NGF_DEN;The 2nd Schleswig War;;;;;;;;;;;;;
AGRESSION_WAR_UNIFICATION_NAME_NGF_DEN;The 2nd Schleswig War;;;;;;;;;;;;;
AGRESSION_WAR_NAME_FRA_QNG;The $ORDER$Sino-French War;;;;;;;;;;;;;
NORMAL_WAR_NAME_FRA_QNG;The $ORDER$Sino-French War;;;;;;;;;;;;;
AGRESSION_WAR_NAME_BOR_QNG;The $ORDER$Sino-French War;;;;;;;;;;;;;
NORMAL_WAR_NAME_BOR_QNG;The $ORDER$Sino-French War;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_WOL_FRA;French Conquest of Senegal;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_WOL_BOR;French Conquest of Senegal;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_TOO_FRA;French Conquest of Senegal;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_TOO_BOR;French Conquest of Senegal;;;;;;;;;;;;;
AGRESSION_WAR_HUMILIATE_NAME_QNG_JAP;The $ORDER$Sino-Japanese War;;;;;;;;;;;;;
NORMAL_WAR_HUMILIATE_NAME_QNG_JAP;The $ORDER$Sino-Japanese War;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME_ENG_BUR;The 3rd Burma War;;;;;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME_ENG_BUR;The 3rd Burma War;;;;;;;;;;;;;
NORMAL_WAR_CONCESSION_NAME_ENG_BUR;The 2nd Burma War;;;;;;;;;;;;;
AGRESSION_WAR_CONCESSION_NAME_ENG_BUR;The 2nd Burma War;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_QNG_KOR;The Qing-Korean War;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_QNG_KOR;The Qing-Korean War;;;;;;;;;;;;;
AGRESSION_WAR_ADD_SPHERE_NAME_FRA_PAP;The Roman Revolution;;;;;;;;;;;;;
NORMAL_WAR_ADD_SPHERE_NAME_FRA_PAP;The Roman Revolution;;;;;;;;;;;;;
AGRESSION_WAR_ADD_SPHERE_NAME_BOR_PAP;The Roman Revolution;;;;;;;;;;;;;
NORMAL_WAR_ADD_SPHERE_NAME_BOR_PAP;The Roman Revolution;;;;;;;;;;;;;
NORMAL_UNIFICATION_HUMILIATE_NAME_NGF_AUS;The Austro-Prussian Brother's War;;;;;;;;;;;;;
AGRESSION_UNIFICATION_HUMILIATE_NAME_NGF_AUS;The Austro-Prussian Brother's War;;;;;;;;;;;;;
NORMAL_UNIFICATION_HUMILIATE_NAME_PRU_AUS;The Austro-Prussian Brother's War;;;;;;;;;;;;;
AGRESSION_UNIFICATION_HUMILIATE_NAME_PRU_AUS;The Austro-Prussian Brother's War;;;;;;;;;;;;;
NORMAL_UNIFICATION_HUMILIATE_NAME_AUS_PRU;The Austro-Prussian Brother's War;;;;;;;;;;;;;
AGRESSION_UNIFICATION_HUMILIATE_NAME_AUS_PRU;The Austro-Prussian Brother's War;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_RUS_CIR;The $ORDER$Russo-Circassian War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_RUS_CIR;The $ORDER$Russo-Circassian War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_DEN_SWH;The $ORDER$Schleswig War;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_DEN_SWH;The $ORDER$Schleswig War;;;;;;;;;;;;;
AGRESSION_WAR_HUMILIATE_NAME_ENG_ETH;British Expedition to Abyssinia;;;;;;;;;;;;;
NORMAL_WAR_HUMILIATE_NAME_ENG_ETH;British Expedition to Abyssinia;;;;;;;;;;;;;
NORMAL_WAR_AUSTRIAN_EMPIRE_NAME_AUS_KRA;The $ORDER$Krakow Uprising;;;;;;;;;;;;;
AGRESSION_WAR_AUSTRIAN_EMPIRE_NAME_AUS_KRA;The $ORDER$Krakow Uprising;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_ENG_PNJ;The $ORDER$Anglo-Sikh War;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_ENG_PNJ;The $ORDER$Anglo-Sikh War;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_ENG_AFG;The $ORDER$Anglo-Afghan War;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_ENG_AFG;The $ORDER$Anglo-Afghan War;;;;;;;;;;;;;
acquire_substate_core_region;Acquire substate core region;Acquérir une région comme Sous-État;Beschafft eine Unterstaatsregion;;;;;;;;;;;
acquire_substate_core_region_desc;Acquire a core region from enemy §Ysubstate§W;Acquérir une région d'un §YSous-État§W ennemi;Beschafft eine Region des Feindes §Ysubstate§W;;;;;;;;;;;
acquire_substate_core_region_short;Acquire $STATE$;Prendre $STATE$;$STATE$ erobern;;Adquirir $STATE$;;;;;;;;;
acquire_substate_core_region_setup;Acquire $STATE$ from $RECIPIENT$;Prendre $STATE$ de $RECIPIENT$;$STATE$ von $RECIPIENT$ erobern.;;Adquirir $STATE$ de manos de $RECIPIENT$;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_MEX_YUC;The $ORDER$Yucatan War of Independence;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME__YUC;The $ORDER$Yucatan War of Independence;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_NAME_MEX_RGR;The $ORDER$Rio Grande Rebellion;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_NAME_MEX_RGR;The $ORDER$Rio Grande Rebellion;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_ENG_SIK;The British Expedition to Sikkim;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_ENG_SIK;The British Expedition to Sikkim;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_ENG_SIK;The British Expedition to Sikkim;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_AUS_KRA;The $ORDER$Krakow Uprising;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_AUS_KRA;The $ORDER$Krakow Uprising;;;;;;;;;;;;;
AGRESSION_WAR_HUMILIATE_NAME_ENG_GRE;$ORDER$The Don Pacifico Affair;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_AUS_HUN;$ORDER$The Hungarian Revolution;;;;;;;;;;;;;
NORMAL_WAR_UNIFICATION_NAME_SAR_KUK;The $ORDER$Italian War of Independence;;;;;;;;;;;;;
AGRESSION_WAR_UNIFICATION_NAME_SAR_KUK;The $ORDER$Italian War of Independence;;;;;;;;;;;;;
NORMAL_WAR_UNIFICATION_NAME_SAR_AUS;The $ORDER$Italian War of Independence;;;;;;;;;;;;;
AGRESSION_WAR_UNIFICATION_NAME_SAR_AUS;The $ORDER$Italian War of Independence;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_AUS_VEN;The $ORDER$Venetian Revolution;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_AUS_VEN;The $ORDER$Venetian Revolution;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_AUS_LOM;The Milanese Revolt;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_AUS_LOM;The Milanese Revolt;;;;;;;;;;;;;
AGRESSION_WAR_HUMILIATE_NAME_FRA_KOR;French Expedition to Korea;;;;;;;;;;;;;
NORMAL_WAR_HUMILIATE_NAME_FRA_KOR;French Expedition to Korea;;;;;;;;;;;;;
AGRESSION_WAR_HUMILIATE_NAME_BOR_KOR;French Expedition to Korea;;;;;;;;;;;;;
NORMAL_WAR_HUMILIATE_NAME_BOR_KOR;French Expedition to Korea;;;;;;;;;;;;;
NORMAL_WAR_HUMILIATE_NAME_PRU_FRA;The Rhine Crisis;;;;;;;;;;;;;
AGRESSION_WAR_HUMILIATE_NAME_PRU_FRA;The Rhine Crisis;;;;;;;;;;;;;
NORMAL_WAR_HUMILIATE_NAME_AUS_FRA;The Rhine Crisis;;;;;;;;;;;;;
AGRESSION_WAR_HUMILIATE_NAME_AUS_FRA;The Rhine Crisis;;;;;;;;;;;;;
NORMAL_WAR_HUMILIATE_NAME_PRU_BOR;The Rhine Crisis;;;;;;;;;;;;;
AGRESSION_WAR_HUMILIATE_NAME_PRU_BOR;The Rhine Crisis;;;;;;;;;;;;;
NORMAL_WAR_HUMILIATE_NAME_AUS_BOR;The Rhine Crisis;;;;;;;;;;;;;
AGRESSION_WAR_HUMILIATE_NAME_AUS_BOR;The Rhine Crisis;;;;;;;;;;;;;
NORMAL_WAR_HUMILIATE_NAME_PRU_RUS;The Crimean War;;;;;;;;;;;;;
NORMAL_WAR_CONCESSION_NAME_BOR_DAI;The Cochinchina Campaign;;;;;;;;;;;;;
AGRESSION_WAR_CONCESSION_NAME_BOR_DAI;The Cochinchina Campaign;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME_BOR_DAI;The Tonkin Campaign;;;;;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME_BOR_DAI;The Tonkin Campaign;;;;;;;;;;;;;
NORMAL_WAR_CONCESSION_NAME_FRA_DAI;The Cochinchina Campaign;;;;;;;;;;;;;
AGRESSION_WAR_CONCESSION_NAME_FRA_DAI;The Cochinchina Campaign;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME_FRA_DAI;The Tonkin Campaign;;;;;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME_FRA_DAI;The Tonkin Campaign;;;;;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_FRA_PRU;The $ORDER$Franco-Prussian War;$ORDER$ guerre franco-prussienne;$ORDER$Franco-Preussischer Krieg;;;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_FRA_NGF;The $ORDER$Franco-Prussian War;$ORDER$ guerre franco-prussienne;$ORDER$Franco-Preussischer Krieg;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_FRA_PRU;The $ORDER$Franco-Prussian War;$ORDER$ guerre franco-prussienne;$ORDER$Franco-Preussischer Krieg;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_FRA_NGF;The $ORDER$Franco-Prussian War;$ORDER$ guerre franco-prussienne;$ORDER$Franco-Preussischer Krieg;;;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_BOR_PRU;The $ORDER$Franco-Prussian War;$ORDER$ guerre franco-prussienne;$ORDER$Franco-Preussischer Krieg;;;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_BOR_NGF;The $ORDER$Franco-Prussian War;$ORDER$ guerre franco-prussienne;$ORDER$Franco-Preussischer Krieg;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_BOR_PRU;The $ORDER$Franco-Prussian War;$ORDER$ guerre franco-prussienne;$ORDER$Franco-Preussischer Krieg;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_BOR_NGF;The $ORDER$Franco-Prussian War;$ORDER$ guerre franco-prussienne;$ORDER$Franco-Preussischer Krieg;;;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_HUN;$ORDER$Russian Intervention in Hungary;;;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_HUN;$ORDER$Russian Intervention in Hungary;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_JAP_MCK;The Mukden Incident;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_JAP_MCK;The Mukden Incident;;;;;;;;;;;;;
NORMAL_CONQUEST_ANY_NAME_JAP_SAT;The Satsuma Rebellion;;;;;;;;;;;;;
AGRESSION_CONQUEST_ANY_NAME_JAP_SAT;The Satsuma Rebellion;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_RUS_POL;The $ORDER$Polish War of Independence;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_RUS_POL;The $ORDER$Polish War of Independence;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_IRE;The $ORDER$Irish War of Independence;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_RUS_POL;The $ORDER$Polish War of Independence;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_RUS_POL;The $ORDER$Polish War of Independence;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_MEX_CAL;The $ORDER$Bear Flag Revolt;;;;;;;;;;;;;
