Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
claim_kingdom_of_leon_desc;For the first time in centuries the Leonese people are free from Castilian rule, what better way to celebrate this than to reclaim our old holdings in Iberia?;;;;;;;;;;;;;
claim_the_highlands_title;Greater Assyria;;;;;;;;;;;;;
claim_the_highlands_desc;For the first time in millennia the Assyrian peoples have a nation of their own, let us extend it to all our peoples for the glory of god!;;;;;;;;;;;;;
alaskan_nationalism_title;Extending Alaska;;;;;;;;;;;;;
alaskan_nationalism_desc;The borders of Free Alaska need to be extended, our people freeze and starve in our tiny colony so the only logical choice is to move south.;;;;;;;;;;;;;
second_irredentism_title;Irredentismo Italiano;;;;;;;;;;;;;
second_irredentism_desc;The Italian Irredentist movement strove for the unification of all territories in the immediate vicinity of Italy which were largely or partly seen as populated by ethnic Italians. Not only did this include claims to Ticino and Nice, but it also meant territorial ambitions for Dalmatia, Savoy, Corfu, and Malta.;;;;;;;;;;;;;
extending_to_danube_title;Extending to the Danube;;;;;;;;;;;;;
extending_to_danube_desc;Now that we've regained all our cultural land from the Turks and Austrians we should move to annex the province of Pancevo into our realm, the Romanian minority is eager to join us and the province would extend our natural borders along the Danube.;;;;;;;;;;;;;
greater_nederlander_title;Extending Our Borders;;;;;;;;;;;;;
greater_nederlander_desc;Numerous groups of our people exist outside the Netherlands currently, it would be in our best interest to attempt to bring them back into the fold.;;;;;;;;;;;;;
claim_greater_lith_title;Greater Lithuania;;;;;;;;;;;;;
claim_greater_lith_desc;Now that we've gained our independence it is imperative to push the borders of Lithuania to our ethnic boundaries.;;;;;;;;;;;;;
claim_mayan_lands_frca_title;Claim Mayan Lands;;;;;;;;;;;;;
claim_mayan_lands_frca_desc;Now that Yucatan has joined our union, we should unite all the Mayans under the flag of the Federal Republic.;;;;;;;;;;;;;
mex_central_america_title;Reconquer Central America;;;;;;;;;;;;;
mex_central_america_desc;The First Mexican Empire annexed Central America in 1822. Now that we have been considered a great power, we should expand to the south, like our fathers before us.;;;;;;;;;;;;;
greater_poland_title;Claim Greater Poland;;;;;;;;;;;;;
greater_poland_desc;We can't let our brothers in East Prussia and Lithuania to stay under foreign rule!;;;;;;;;;;;;;
refute_manifest_destiny2_title;Refute Manifest Destiny;;;;;;;;;;;;;
refute_manifest_destiny2_desc;The American claims to our frontier have proven to be little more than empty air and bluster. Those lands belong to us, and no other.;;;;;;;;;;;;;
triune_kingdom_title;Triune Kingdom;;;;;;;;;;;;;
triune_kingdom_desc;In the Croatian-Hungarian Settlement, the territory known as Lands of the Crown of Saint Stephen was officially defined as "a state union of the Kingdom of Hungary and the Kingdoms of Dalmatia, Croatia and Slavonia". Since then, the Croats are pushing for uniting the Triune Kingdom under our flag. We should give them what they want - it would definitely help our economy and our dreams of becoming the main naval power of the Adriatic Sea.;;;;;;;;;;;;;
greater_caribbean_title;Claim Greater Antilles;;;;;;;;;;;;;
greater_caribbean_desc;We must claim the Greater Antilles to unite all the Caribbean islands under our Federation and to ensure our rule in the region by getting the most populous and important islands.;;;;;;;;;;;;;
claim_greater_karelia_title;Greater Karelia;;;;;;;;;;;;;
claim_greater_karelia_desc;We must claim Finnish Karelia and the Kola Peninsula to unite all Karelians under our flag.;;;;;;;;;;;;;
claim_greater_turkestan_title;Claim East Turkestan;;;;;;;;;;;;;
claim_greater_turkestan_desc;We must free our Uighur brothers from Chinese rule to unite all of the Central Asian Turkic people under our flag!;;;;;;;;;;;;;
greater_siam_title;Claim Greater Siam;;;;;;;;;;;;;
greater_siam_desc;We shall reclaim the lands ruled by the early Rattanakosin Kingdom to restore the glory of our nation.;;;;;;;;;;;;;
italia_irredenta_title;Il Risorgimento;Italia Irredenta;Italia Irredenta;;Italia Irredenta;;;;;;;;;
italia_irredenta_desc;The Italian Resurgence movement strove for the transfer to the Kingdom of Italy of all territories in the immediate vicinity of the Kingdom which were largely or partly seen as populated by ethnic Italians. Not only did this include claims to Austrian lands in Italy proper, but it also meant territorial ambitions further into Dalmatia, and Austria.;Le mouvement irrédentiste voulait voir transférés à la couronne italienne tous les territoires limitrophes peuplés majoritairement ou en partie d'italiens. Cela concerne non seulement les possessions autrichiennes en Italie, mais aussi des territoires en Dalmatie et en Autriche.;Die italienische Irredentistenbewegung strebte danach, alle Gebiete in der unmittelbaren Umgebung des Königreichs Italien, die tatsächlich oder vermeintlich größtenteils von Italienischstämmigen bewohnt wurden, dem Königreich anzugliedern. Dies beinhaltete nicht nur Ansprüche auf österreichische Ländereien in italienischem Besitz, sondern bedeutete auch territoriale Ansprüche weiter nach Dalmatien und Österreich hinein.;;El movimiento irredentista italiano aspiraba a obtener para Italia todos los territorios vecinos del joven reino que estaban, mayoritaria o parcialmente poblados por personas de etnia italiana. Esto no solo incluía los territorios austriacos en Italia propiamente dicha, sino también regiones diversas en Dalmacia y el interior de Austria.;;;;;;;;;
claim_greater_korea_title;Claim Greater Korea;;;;;;;;;;;;;
claim_greater_korea_desc;We must reclaim the lands once owned by the ancient Korean kingdoms of Koguryo and Balhae to unite all Koreans under our flag.;;;;;;;;;;;;;
greater_andinia_title;Claim Greater Andinia;;;;;;;;;;;;;
greater_andinia_desc;§RGain 10 infamy§! The borders of the Jewish State must stretch from coast to coast, all of Patagonia shall be ours!;;;;;;;;;;;;;
greater_guiana_title;Claim Greater Israel;;;;;;;;;;;;;
greater_guiana_desc;§RGain 5 infamy§! Once there was a Jewish community in Dutch Guiana, there shall be a lot more in all of Guiana!;;;;;;;;;;;;;
greater_uganda_title;Claim Greater Israel;;;;;;;;;;;;;
greater_uganda_desc;§RGain 10 infamy§! The Jewish nation can't exists without a sea access, we shall claim the rest of the Rift Valley and Kenya in order to fix this problem.;;;;;;;;;;;;;
greater_angola_title;Claim Greater Israel;;;;;;;;;;;;;
greater_angola_desc; §RGain 5 infamy§! We must expand beyond our borders and claim all of Angola under our flag.;;;;;;;;;;;;;
greater_georgia_title;Claim Greater Georgia;;;;;;;;;;;;;
greater_georgia_desc;We shall claim the lands inhabited by our Laz brothers to unite all Georgians under our flag.;;;;;;;;;;;;;
greater_germany_GER_title;Großdeutschland;;;;;;;;;;;;;
greater_germany_GER_desc;The German peoples are led by a government willing and able to do something about uniting the Germans living in foreign lands into the state, so let us begin!;;;;;;;;;;;;;
greater_germany_GCF_title;Großdeutschland;;;;;;;;;;;;;
greater_germany_GCF_desc;The German peoples are led by a government willing and able to do something about uniting the Germans living in foreign lands into the state, so let us begin!;;;;;;;;;;;;;
greater_cascadia_title;Claim Greater Cascadia;;;;;;;;;;;;;
greater_cascadia_desc;It's time to claim Alaska and Yukon to unite all of the Pacific Northwest under our flag.;;;;;;;;;;;;;
claim_greater_rhodesia_title;Claim Greater Rhodesia;;;;;;;;;;;;;
claim_greater_rhodesia_desc;We must claim Northern Rhodesia and Nyasaland in order to become the Federation of Rhodesia and Nyasaland.;;;;;;;;;;;;;
brz_paraguayan_claims_title;Our Paraguayan Claims;;;;;;;;;;;;;
brz_paraguayan_claims_desc;We have waited long enough, it's time to make our Paraguayan claims an integral part of our nation!;;;;;;;;;;;;;
arg_paraguayan_claims_title;Our Paraguayan Claims;;;;;;;;;;;;;
arg_paraguayan_claims_desc;We have waited long enough, it's time to make our Paraguayan claims an integral part of our nation!;;;;;;;;;;;;;
greater_rgr_title;Claim Greater Rio Grande;;;;;;;;;;;;;
greater_rgr_desc;When we declared independence from Mexico we claimed the states of Durango, Chihuahua and New Mexico. Now we are in a position to make these claims a reality.;;;;;;;;;;;;;
