EVTDESC13230_NEWS_MEDIUM;$COUNTRY$: Wandering alone in the streets of $PROVINCENAME$ can be a dangerous thing, as a foreign ambassador in the Legation Quarter recently found out. Guards report having found him dead at 4 a.m. in the morning, apparently the victim of a robbery.;;$COUNTRY$: Alleine in den Straßen von $PROVINCENAME$ zu wandeln, kann gefährlich sein, wie ein ausländischer Botschafter im Botschafts-Viertel herausfinden musste. Wachen fanden ihn um 4 Uhr morgens tot auf, scheinbar Opfer eines Überfalls.;;;;;;;;;;;x;
EVTDESC13230_NEWS_SHORT;$COUNTRY$: Wandering alone in the streets can be a dangerous thing, as a foreign ambassador found out. Guards report having found him dead at 4 a.m. in the morning, the victim of a robbery.;;$COUNTRY$: Alleine in den Straßen zu wandeln ist gefährlich, wie ein ausländischer Botschafter herausfand. Wachen fanden ihn um 4 Uhr morgens tot auf, scheinbar Opfer eines Überfalls.;;;;;;;;;;;x;
EVTDESC13270_NEWS_LONG;The trade disputes between $FROMCOUNTRY$ and the Great Powers had been on-going since the latter half of the 18th century. Tensions finally escalated to the boiling point in $MONTH$ of $YEAR$, when $FROMCOUNTRY_ADJ$ officials had repeatedly turned down $COUNTRY_ADJ$ requests for unlimited trade access, including a lifting of the ban on the sale of opium. The $COUNTRY_ADJ$ government, already deeply invested in a policy of confrontation, found itself with no options but to declare war, thus, the $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium War begun.;;Die Handelsstreitigkeiten zwischen $FROMCOUNTRY$ und den Großmächten bestehen nun schon seit dem späten 18. Jahrhundert. Die Spannungen erreichten im $MONTH$ des Jahres $YEAR$ den Siedepunkt, als $FROMCOUNTRY_ADJ$ Offizielle zum wiederholten Male $COUNTRY_ADJ$ Anfragen für unbegrenzten Handel ablehnten, einschließlich der Aufhebung eines Banns des Opiumhandels. Die $COUNTRY_ADJ$ Regierung sah nach Zeiten der Konfrontation keine andere Möglichkeit als die Kriegserklärung - und der $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium-Krieg begann.;;;;;;;;;;;x;
EVTDESC13270_NEWS_MEDIUM;The trade disputes between $FROMCOUNTRY$ and the Great Powers went on for a while. The $COUNTRY_ADJ$ government, already invested in a policy of confrontation, found itself with no options but to declare war, thus, the $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium War begun.;;Die Handelsstreitigkeiten zwischen $FROMCOUNTRY$ und den Großmächten finden kein Ende. Die $COUNTRY_ADJ$ Regierung sah nach Zeiten der Konfrontation keine andere Möglichkeit als die Kriegserklärung - und der $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium-Krieg begann.;;;;;;;;;;;x;
EVTDESC13270_NEWS_SHORT;The trade disputes between $FROMCOUNTRY$ and the Great Powers finally escalated to the boiling point in $MONTH$ of $YEAR$. The $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium War begun.;;Die Handelsstreitigkeiten zwischen $FROMCOUNTRY$ und den Großmächten erreichten im $MONTH$ des Jahres $YEAR$ den Siedepunkt. Der $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium-Krieg begann.;;;;;;;;;;;x;
EVTDESC13355_NEWS_LONG;The Old Summer Palace, known in Chinese as the Gardens of Perfect Brightness, is a complex of gardens northwest of the Imperial City in Beijing, China. This massive garden and palace complex was built during the 18th and early 19th centuries, and has for a long time functioned as a place of residence and office for the Qing Emperors. Today, we received news that $FROMCOUNTRY_ADJ$ soldiers occupying Beijing have burnt the palace to the ground. A whole nation mourns as news of this barbarous act of culturcide spread throughout China, and the world.;;Der Alte Sommerpalast, auch bekannt als Garten der Vollkommenheit und des Lichts, sind Gärten nordwestlich der Reichsstadt in Peking, China. Diese Garten- und Palastanlage wurde im 18. und 19. Jahrhundert erbaut und war lange Zeit die Residenz und der Amtssitz der Herrscher der Qing-Dynastie. Heute erfuhren wir, dass $FROMCOUNTRY_ADJ$ Soldaten den Palast niedergebrannt haben. Eine ganze Nation trauert über diesen barbarischen Akt der Vernichtung der Kultur Chinas und der Welt.;;;;;;;;;;;x;
EVTDESC13355_NEWS_MEDIUM;We received news that $FROMCOUNTRY_ADJ$ soldiers occupying Beijing have burnt to the ground the Old Summer Palace, known in Chinese as the Gardens of Perfect Brightness. A whole nation mourns as news of this barbarous act of culturcide spread throughout China, and the world.;;Heute erfuhren wir, dass der Alte Sommerpalast, bekannt als Garten der Vollkommenheit und des Lichts, von $FROMCOUNTRY_ADJ$ Soldaten niedergebrannt wurde. Eine ganze Nation trauert über diesen barbarischen Akt der Vernichtung der Kultur Chinas und der Welt.;;;;;;;;;;;x;
EVTDESC13355_NEWS_SHORT;We received news today that $FROMCOUNTRY_ADJ$ soldiers occupying Beijing have burnt to the ground the Old Summer Palace, known in Chinese as the Gardens of Perfect Brightness.;;Heute erfuhren wir, dass der Alte Sommerpalast, bekannt als Garten der Vollkommenheit und des Lichts, von $FROMCOUNTRY_ADJ$ Soldaten, den Besetzern Pekings, niedergebrannt wurde.;;;;;;;;;;;x;
EVTDESC13356_NEWS_LONG;The Righteous Society of Harmonious fists, known colloquially as 'Boxers' - a Chinese movement dedicated to restoring the Chinese independence in face of European expansion in Asia - have carried out massacres on European missionaries and traders in China. Along with Europeans unfortunate enough to come in their path, several Chinese Christian converts have also been brutally slaughtered. The Chinese government appears unconcerned with these atrocities, and some rumors claim that the Imperial Qing government is even lending its tacit support to the movement.;;Der Verband für Gerechtigkeit und Harmonie, auch bekannt als 'Boxer', sind eine Bewegung, die im Schatten der europäischen Expansion in Asien für die chinesische Unabhängigkeit kämpfen und deren Missionare und Händler in China massakrieren. Auch zahlreiche chinesische, christliche Konvertiten, die ihnen im Weg sind, wurden brutal niedergemetzelt. Die chinesische Regieriung scheint unbesorgt ob dieser brutale Angriffe, Gerüchten zufolge bietet die Qing-Dynastie den Mitgliedern der Bewegung sogar taktischen Rat.;;;;;;;;;;;x.;
EVTDESC13356_NEWS_MEDIUM;The Righteous Society of Harmonious Fists, known as 'Boxers' have carried out massacres on European missionaries and traders in China. Along with Europeans unfortunate enough to come in their path, several Chinese Christian converts have also been brutally slaughtered.;;Der Verband für Gerechtigkeit und Harmonie, auch bekannt als 'Boxer', massakrierten europäische Missionare und Händler in China. Auch zahlreiche chinesische, christliche Konvertiten, die ihnen im Weg sind, wurden brutal niedergemetzelt.;;;;;;;;;;;x;
EVTDESC13356_NEWS_SHORT;Boxers' have carried out massacres on European missionaries and traders in China. Along with Europeans, several Chinese Christian converts have also been brutally slaughtered.;;Boxer' massakrierten europäische Missionare und Händler in China. Auch zahlreiche chinesische, christliche Konvertiten, die ihnen im Weg sind, wurden brutal niedergemetzelt.;;;;;;;;;;;x;
EVTDESC13358_NEWS_LONG;The Doctrine of Lapse' was a British policy regarding Britain's Indian subject nations, the Princely States, that stated that any such nation could be immediately annexed by the British East India company if the ruler died without a direct heir, or if the ruler was found 'manifestly incompetent'. The doctrine was repudiated with the Establishment of the British Raj in 1858. Due to the tragic state of affairs that pervades the government of $FROMCOUNTRY$, the East India Company today declared that country's independence null and void.;;Die 'Doctrine of Lapse' war eine britische Richtlinie im Bezug auf indische Fürstenstaaten, basierend auf der Regel, dass eine solche Nation sofort von Britisch-Ostindien annektiert werden kann, wenn der Herrscher ohne Thronfolge stirbt oder als deutlich behindert eingeordnet werden kann. Die Doktin wurde mit Einrichtung des britischen Raj 1858 eingestellt. Aufgrund des desaströsen Zustands der Regierung von $FROMCOUNTRY$, erklärte die Ostindische Kompanie deren Unabhängigkeit heute für null und nichtig.;;;;;;;;;;;x;
EVTDESC13358_NEWS_MEDIUM;The Doctrine of Lapse' was a British policy allowing to annex Britain's Indian subject nations. Due to the tragic state of affairs that pervades the government of $FROMCOUNTRY$, the East India Company today declared that country's independence null and void.;;Die 'Doctrine of Lapse' war eine britische Richtlinie, die die unmittelbare Annektierung indischer Kolonien erlaubte. Aufgrund des desaströsen Zustands der Regierung von $FROMCOUNTRY$, erklärte die Ostindische Kompanie deren Unabhängigkeit heute für null und nichtig.;;;;;;;;;;;x;
EVTDESC13358_NEWS_SHORT;Due to the tragic state of affairs that pervades the government of $FROMCOUNTRY$, the East India Company today declared that country's independence null and void.;;Aufgrund des desaströsen Zustands der Regierung von $FROMCOUNTRY$, erklärte die Ostindische Kompanie deren Unabhängigkeit heute für null und nichtig.;;;;;;;;;;;x;
westernize_nation_desc_NEWS_LONG;$COUNTRY$ is under intellectual assault by modernity of Western World. The old traditions no longer serve as they used to. Western influences spread like wildfire. If the locals are to remain what they always have been, and not become something else entirely, now is the time to assume control of their own destiny. It has become apparent to the leading members of the intellectual elite, that the only way to turn the tide on the Western Leviathan is to swim with it, for, as Sun Tzu says: The reed that bends before the wind, also offers a form of resistance.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Alte Traditionen verlieren ihren Einfluss und westliche Eindrücke verbreiten sich rasend. Wenn die Einwohner ihre Kultur erhalten wollen, so müssen sie die Kontrolle über ihr Schicksal zurückerlangen. Führende Mitglieder der intellektuellen Elite erkennen, dass ihre beste Chance darin besteht, mit dem westlichen Leviathan mitzuschwimmen. Wie Sun Tzu schon sagte: Das Schilf biegt sich im Winde, aber es bricht nicht.;;;;;;;;;;;x;
westernize_nation_desc_NEWS_MEDIUM;$COUNTRY$ is under intellectual assault by the modernity of Western World. The old traditions no longer serve as they used to. Western influences spread like wildfire. The only way to turn the tide on the Western Leviathan is to swim with it.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Alte Traditionen verlieren ihren Einfluss und westliche Eindrücke verbreiten sich rasend. Die beste Chance besteht darin, mit dem westlichen Leviathan mitzuschwimmen. ;;;;;;;;;;;x;
westernize_nation_desc_NEWS_SHORT;$COUNTRY$ is under intellectual assault by the modernity of Western World. The only way to turn the tide on the Western Leviathan is to swim with it.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Die beste Chance besteht darin, mit dem westlichen Leviathan mitzuschwimmen. ;;;;;;;;;;;x;
EVTDESC19500_NEWS_LONG;The smouldering remains of a Voortrekker wagon train were discovered by scouts near the Bushman river a few days ago. In the devastation left after what must obviously have been an attack, they have found the remains of several Afrikaaner men, women and children. Spearheads left at the site tell a clear tale. It appears as if the Impis of the Zulu, to the South-east, are behind the massacre. A military intervention against the tribe might be necessary as a response to this new threat against the Voortrekker pioneers.;;Die rauchenden Überreste eines Voortrekker-Personenzuges wurden von Spähern vor einigen Tagen nahe des Bushman-Flusses entdeckt. Als Ergebnis dieses vermuteten Angriffs fanden sie die Leichen zahlreicher Männer, Frauen und Kinder der Afrikaans. Vorort gefundene Speerspitzen bestätigen den Verdacht, dass die Impis der Zulu aus dem Südosten hinter dem Massaker stecken. Eine Militäraktion gegen den Stamm scheint die einzig richtige Antwort auf diese neue Bedrohung der Voortrekker-Pioniere.;;;;;;;;;;;x;
EVTDESC19500_NEWS_MEDIUM;The smouldering remains of a Voortrekker wagon train were discovered by scouts near the Bushman river a few days ago. They have found the remains of several Afrikaaner men, women and children. Spearheads left at the site tell a clear tale. The Zulu are behind the massacre.;;Überreste eines Voortrekker-Personenzuges wurden von Spähern vor einigen Tagen nahe des Bushman-Flusses entdeckt. Sie fanden die Leichen zahlreicher Männer, Frauen und Kinder der Afrikaans. Gefundene Speerspitzen bestätigen den Verdacht, dass die Zulu hinter dem Massaker stecken.;;;;;;;;;;;x;
EVTDESC19500_NEWS_SHORT;The smouldering remains of a Voortrekker wagon train were discovered by scouts near the Bushman river. Spearheads left at the site tell a clear tale. The Zulu are behind the massacre.;;Überreste eines Voortrekker-Zuges wurden von Spähern vor einigen Tagen am Bushman-Fluss entdeckt. Gefundene Speerspitzen bestätigen den Verdacht, dass die Zulu hinter dem Massaker stecken.;;;;;;;;;;;x;
EVTDESC19501_NEWS_LONG;Migrants have been moving in large numbers through the colony on the Cape, on their way to the newly incorporated town of 'Johannesburg', on the edge of the Witwatersrand mountains, where a major gold rush is taking place. Local ancient river deltas hold unimaginable amounts of gold deposits, washed down from surrounding gold-rich greenstone belts to the north and west. The massive influx of foreign residents to the area is causing trouble along the borders, and this might become a threat to the independence of these fringe states.;;Einwanderer ziehen in Massen, auf ihrem Weg in die neue Stadt 'Johannesburg' am Rand der Witwatersrand-Berge, durch die Kolonie am Kap, wo das Goldfieber ausgebrochen ist. Die Flussdeltas der Region sind reich an unglaublichen Goldvorräten, die aus dem Norden und Westen des Grünsteingürtels herangewaschen wurden. Der enorme Zuwachs an Fremden sorgt für Probleme in den Grenzgebieten, was für die Randstaaten zum Problem werden kann.;;;;;;;;;;;x;
EVTDESC19501_NEWS_MEDIUM;Migrants have been moving in large numbers on their way to the newly incorporated town of 'Johannesburg', in the Witwatersrand mountains, where a major gold rush is taking place. The massive influx of foreign residents might become a threat to the independence of the fringe states.;;Einwanderer ziehen in Massen in die neue Stadt 'Johannesburg' am Rand der Witwatersrand-Berge, wo das Goldfieber ausgebrochen ist. Der enorme Zuwachs an Fremden sorgt für Probleme in den Grenzgebieten, was für die Randstaaten zum Problem werden kann.;;;;;;;;;;;x;
EVTDESC19501_NEWS_SHORT;Migrants have been moving in large numbers through the colony on the Cape, on their way to the newly incorporated town of 'Johannesburg', , where a major gold rush is taking place.;;Einwanderer ziehen in Massen auf ihrem Weg in die neue Stadt 'Johannesburg' am Rand der Witwatersrand-Berge durch die Kolonie am Kap, wo das Goldfieber ausgebrochen ist. ;;;;;;;;;;;x;
EVTDESC22500_NEWS_LONG;A bleak day today for $COUNTRY$, as $CAPITAL$'s financial district reels from the shock of a burst speculation bubble. Real estate prices have been soaring for the past year and a half, and while some analysts have warned for quite some time that the prices have been artificially high , the matadors of the bull market have left any such warnings unheeded. In government circles, cries for increased bank and currency regulations are being heard, calling for an end to what is referred to as 'the failures of dog-eat-dog capitalism'.;;Heute ist ein trostloser Tag für $COUNTRY$, nun da das Finanzenviertel von $CAPITAL$ mit den Auswirkungen einer Spekulationsblase kämpft. Die Immobilienpreise sind laut Finanzexperten seit mehr als anderthalb Jahren alarmierend in die Höhe gestiegen, doch die Warnungen verhallten ungehört. In Regierungskreisen schreit man nach erhöhter Banken- und Währungsregulierung, um dem sogenannten Ellbogen-Kapitalismus ein Ende zu setzen.;;;;;;;;;;;x;
EVTDESC22500_NEWS_MEDIUM;A bleak day today for $COUNTRY$, as $CAPITAL$'s financial district reels from the shock of a burst speculation bubble. In government circles, cries for increased bank and currency regulations are being heard, calling for an end to the 'the failures of dog-eat-dog capitalism'.;;Ein trostloser Tag für $COUNTRY$, nun da das Finanzenviertel von $CAPITAL$ mit den Auswirkungen einer Spekulationsblase kämpft. In Regierungskreisen schreit man nach erhöhter Banken- und Währungsregulierung, um dem sogenannten Ellbogen-Kapitalismus ein Ende zu setzen.;;;;;;;;;;;x;
EVTDESC22500_NEWS_SHORT;A bleak day today for $COUNTRY$, as $CAPITAL$'s financial district reels from the shock of a burst speculation bubble. In government circles, cries for increased regulations are being heard.;;Ein trostloser Tag für $COUNTRY$, nun da das Finanzenviertel von $CAPITAL$ mit den Auswirkungen einer Spekulationsblase kämpft. In Regierungskreisen schreit man nach erhöhten Regulierungen.;;;;;;;;;;;x;
EVTDESC22510_NEWS_LONG;A major crash on the $CAPITAL$ stock market has devolved into something much worse entirely, following massive bank runs triggered by plummeting saver's confidence in the banking sector. Widespread unemployment, caused by entire sectors of industry failing almost overnight, soon follow. With the intertwining of the economies of the western world, the crisis quickly spreads to other countries, and the effects of the crash now reverberate around the world, in what will be known to posterity as: The $YEAR$ Great Depression.;;Ein Börsencrash in $CAPITAL$ führt, aufgrund des Vertrauensverlustes, zu einem Andrang auf die Banken. Hohe Arbeitslosigkeit durch den Bankrott zahlreicher Industrien quasi über Nacht wird die Folge sein. Weitreichende westliche Handelsbeziehungen bringen die Krise in andere Länder, erschüttern die Weltwirtschaft und werden als Große Depression von $YEAR$ in die Geschichte eingehen.;;;;;;;;;;;x;
EVTDESC22510_NEWS_MEDIUM;A major crash on the $CAPITAL$ stock market has devolved into something much worse, following massive bank runs triggered by plummeting saver's confidence in the banking sector. Widespread unemployment, caused by entire sectors of industry failing almost overnight, soon follow.;;Ein Börsencrash in $CAPITAL$ führt, aufgrund des Vertrauensverlustes, zu einem Andrang auf die Banken. Hohe Arbeitslosigkeit durch den Bankrott zahlreicher Industrien quasi über Nacht wird die Folge sein. ;;;;;;;;;;;;x
EVTDESC22510_NEWS_SHORT;A major crash on the $CAPITAL$ stock market has devolved into something much worse, following massive bank runs triggered by plummeting saver's confidence in the banking sector.;;Ein Börsencrash in $CAPITAL$ führt, aufgrund des Vertrauensverlustes, zu einem Andrang auf die Banken.;;;;;;;;;;;x;
EVTDESC23203_NEWS_LONG;$COUNTRY_ADJ$ explorers have mapped out the source of the Nile, and have brought glory and prestige to this great country! Fighting the harsh climate and local tribes, pushing forward tirelessly along the river banks despite sickness and exhaustion plaguing their endeavour, they eventually managed to reach a large body of water which they claim to be the source of this legendary river. A detailed account of their journey was published and is believed to be the first in the western world, bestowing a great honor on the country which organised the expedition.;;$COUNTRY_ADJ$ Entdecker haben den Ursprung des Nils auf Karten festgehalten und dem Land Ruhm und Prestige gebracht! Dem rauhen Klima und lokalen Stämmen zum Trotz, trotz Krankheit und Erschöpfung stets dem Flusslauf folgend, erreichten sie ein immenses Wasserlager, das sie als Ursprung des imposanten Nils deklarierten. Ein umfangreicher Bericht der Reise wurde als erster dieser Art in der westlichen Welt veröffentlicht und bringt dem die Expedition finanzierenden Land große Ehre.;;;;;;;;;;;x;
EVTDESC23203_NEWS_MEDIUM;$COUNTRY_ADJ$ explorers have mapped out the source of the Nile, and have brought glory and prestige to this great country! A detailed account of their journey was published, bestowing a great honor on the country which organised the expedition.;;$COUNTRY_ADJ$ Entdecker haben den Ursprung des Nils auf Karten festgehalten und dem Land Ruhm und Ehre gebracht! Ein umfangreicher Bericht der Reise wurde als erster dieser Art in der westlichen Welt veröffentlicht und bringt dem die Expedition finanzierenden Land große Ehre.;;;;;;;;;;;x;
EVTDESC23203_NEWS_SHORT;$COUNTRY_ADJ$ explorers have mapped out the source of the Nile, and have brought glory and prestige to this great country as a detailed account of their journey was recently published.;;$COUNTRY_ADJ$ Entdecker haben den Ursprung des Nils auf Karten festgehalten und dem Land mit der Veröffentlichung des Reiseberichts Ruhm und Ehre gebracht!;;;;;;;;;;;x;
EVTDESC23207_NEWS_LONG;$COUNTRY_ADJ$ explorers have been the first to raise a flag at the North Pole and have brought glory and prestige to this great country! Accompanied by four local Inuit men, Ootah, Seeglo, Egingwah, and Ooqueah, the expedition successfully reached the target that eluded so many before them. The detailed account of their navigation work leaves no doubt they are the first westerners to ever arrive there, leaving the world of science in awe of their achievement. Highest respect of international community is bestowed on the country which organised this remarkable expedition.;;$COUNTRY_ADJ$ Entdecker haben als Erste eine Flagge am Nordpol errichtet und dem Land Ruhm und Ehre gebracht. Die Expedition erreichte in Begleitung von vier erfahrenen Inuit  namens Ootah, Seeglo, Egingwah und Ooqueah ihr Ziel, an welchem so viele vor ihnen scheiterten. Der ausführliche Reisebericht lässt keinen Zweifel daran, dass sie die ersten Menschen des Westens sind, die diesen Punkt je erreichten und die Welt der Wissenschaft staunt. Dem Land, dass diese Expedition organisierte, gebührt weltweiter Respekt.;;;;;;;;;;;x;
EVTDESC23207_NEWS_MEDIUM;$COUNTRY_ADJ$ explorers have been the first to raise a flag at the North Pole and have brought glory and prestige to this great country! The detailed account of their navigation work leaves no doubt they are the first westerners to ever arrive at the target that eluded so many before.;;$COUNTRY_ADJ$ Entdecker haben als Erste eine Flagge am Nordpol errichtet und dem Land Ruhm und Ehre gebracht. Der ausführliche Reisebericht lässt keinen Zweifel daran, dass sie die ersten Menschen des Westens sind, die dieses Ziel je erreichten, an dem so viele vor ihnen scheiterten.;;;;;;;;;;;x;
EVTDESC23207_NEWS_SHORT;$COUNTRY_ADJ$ explorers have been the first to raise a flag at the North Pole and have brought glory and prestige to this great country! They reach the target with help of local Inuit inhabitants.;;$COUNTRY_ADJ$ Entdecker haben als Erste in Begleitung von vier erfahrenen Inuit eine Flagge am Nordpol errichtet und dem Land Ruhm und Ehre gebracht.;;;;;;;;;;;x;
EVTDESC23211_NEWS_LONG;$COUNTRY_ADJ$ explorers have been the first to raise a flag at the South Pole and have brought glory and prestige to this great country! The account of their journey discusses how having waited for the first hints of Spring, they set out to their destination with four sledges and fifty-two dogs. Two filled with dangers and exhaustion months later they arrived at the South Pole and marked the spot for future explorers to leave no doubt they were the first to reach it. A competing expedition was not heard from and is believed to have perished trying to reach the same goal.;;$COUNTRY_ADJ$ Entdecker haben als Erste eine Flagge am Südpol errichtet und dem Land Ruhm und Ehre gebracht! Laut Reisebericht brachen sie nach einer zermürbenden Wartezeit auf den Frühling mit vier Schlitten und zweiundfünfzig Hunden zu ihrem Ziel auf. Zwei Monate voller Gefahren und Erschöpfung später erreichten sie ihr Ziel und markierten den Punkt als Zeichen für alle nachfolgenden Entdecker, dass sie die ersten waren. Eine konkurrierende Expedition wird vermisst und es wird angenommen, dass sie umgekommen sind.;;;;;;;;;;;x;
EVTDESC23211_NEWS_MEDIUM;$COUNTRY_ADJ$ explorers have been the first to raise a flag at the South Pole and have brought glory and prestige to this great country! Two filled with dangers and exhaustion months after their departure from base they arrived at the South Pole and marked the spot for future explorers.;;$COUNTRY_ADJ$ Entdecker haben als Erste eine Flagge am Südpol errichtet und dem Land Ruhm und Ehre gebracht! Zwei Monate voller Gefahren und Erschöpfung später erreichten sie ihr Ziel und markierten den Punkt als Zeichen für alle nachfolgenden Entdecker.;;;;;;;;;;;x;
