PROV2446;São João D'el-Rey;;;;;;;;;
FRN_colonial_company;Federation of Rhodesia and Nyasaland;;;;;;;;;
FRN_ADJ;Central African;;;;;;;;;
PNA;Parana;;;;;;;;;
PNA_ADJ;Paranaense;;;;;;;;;
patagonian;Patagonian Native;;;;;;;;;
PTG_prussian_constitutionalism;Mapuche;;;;;;;;;
PTG_hms_government;Kingdom of Araucania and Patagonia;;;;;;;;;
PTG_viceroyalty;Nouvelle France;;;;;;;;;
viceroyalty;Viceroyalty;;;;;;;;;
viceroyalty_ruler;Viceroy;;;;;;;;;
federal_republic;Federal Republic;;;;;;;;;
federal_republic_ruler;President;;;;;;;;;
EVTNAME97067;The Revolution of the Lances;;;;;;;;;
EVTDESC97067;On the 12th of September of 1870, a revolution was started by Timoteo Aparicio, leader of the National Party of Uruguay (the Blancos) and a former army officer, lasting until 6 of April 1872. The series of events ended with a power-sharing agreement between the Blanco and the Colorado Parties.;;;;;;;;;
EVTOPTA46400;Those damn Blancos!;;;;;;;;;
itatiaia_desc;For the first time the Pico das Agulhas Negras localised in the Itatiaia massif, part of the Serra da Mantiqueira, has been hiked by Carlos Spierling and Osvaldo Leal. This has been attempted before, most notably in 1878 and 1898, done by Franklin Massena and André Rebouças along side Horácio de Carvalho, respectivelly.;;;;;;;;;
14-bis_desc;Today, the Brazilian inventor Santos-Dumont, flew his Airplane, known as 14-bis, inside of Bagatelle across a distance of 60 meters in only 7 seconds, with a thousand expectators, including the AéCF. This shall go down in history as an extraordinary event.;;;;;;;;;
french_guyana_purchase_title;Purchase French Guyana;;;;;;;;;
french_guyana_purchase_desc;Now that we've recovered our lost lands in the south, we must seek to consolidate our influence in the north, for that we will offer to buy one of the European colonies in the Guyana region;;;;;;;;;
suriname_purchase_title;Purchase Suriname;;;;;;;;;
suriname_purchase_desc;Now that we've suceeded in buying one of the European colonies in the Guyanas, we must seek to consolidate our influence in the region even further. To that end we will offer to buy another one of the European colonies in the Guyana region.;;;;;;;;;
guyana_purchase_title;Purchase Guyana;;;;;;;;;
guyana_purchase_desc;Now that we've suceeded in buying two of the European colonies in the Guyanas, we must seek to assert our hegemony in the region. To that end, we will offer to buy the last of the European colonies in the Guyana region.;;;;;;;;;
EVTNAME97071;Offer to sell our Guyana colonies;;;;;;;;;
EVTDESC97071;We have received an offer to sell our colony in the Guyana region.;;;;;;;;;
EVT97071PTA;We agree to the deal.;;;;;;;;;
EVT97071PTB;We won't sell our rightful land!;;;;;;;;;
EVTNAME97072;A successful deal;;;;;;;;
EVTDESC97072;The Europeans have agreed to our offer.;;;;;;;;;
EVT97072PTA;Huzzah!;;;;;;;;;
EVTNAME97073;A unsuccessful deal;;;;;;;;;
EVTDESC97073;Those pesky Europeans have rejected our generous offer.;;;;;;;;;
EVT97073PTA;What a shame indeed.;;;;;;;;;
BRZ_42_lib_desc;Liberal supporters in the provinces of Minas Gerais and São Paulo are furious with the current government and its pro-conservative agenda, several of these disgruntled liberals have now taken up arms and removed conservative governors, replacing them with liberal allies. We must not let them get to Rio!;;;;;;;;;
42_liberals_vic_desc;We're victourious! After ardous fighting we have finally captured the capital of Rio de Janeiro, now its time for Brazil to accept our demands!;;;;;;;;;
42_legalist_vic_desc;The Liberal forces have been defeated! Once more the Legalists reign supreme over rebelious provices.;;;;;;;;;
cemiterada_desc;The Cemiterada was a revolt led by gruntled slaves towards the privatized cemetery in Bahia, the revolt lead to the destruction of the cemetery "Campo Santo", which had been built just three days before by a company that allegedly had a monopoly over burials.;;;;;;;;;
brz_metric_desc;Today, a law has been approved that changes the current system of measurement from Imperial to the new Metric system, the great minds of our country have asserted ous that this change will only be beneficial.;;;;;;;;;
brz_kilo_desc;Many peasants are discontent with our change to the Metric system, some in the northeast have begun a revolt against it. In the village of Fagundes, Paraiba, the water tanks, now measured in Metric, were attacked by these peasants as the first sparkle of revolt. Now more than 60 different areas in the Northeast have reported attacks from these so-called "Kilogram breakers".;;;;;;;;;
praieira_desc;Disgruntled Liberals in the Northeast have organised a Revolt against the government and authority of the Empire of Brazil and its Emperor, claiming such things as the underrepresentation of their and other provinces. The rebels demand liberty of the press, which until now has been censored in protection of the Monarchy, many of these rebels also demand a Republic. We must not let this happen.;;;;;;;;;
praieira_lib_desc;We're victourious! After ardous fighting we have finally captured the capital of Rio de Janeiro, now its time for Brazil to accept our demands!;;;;;;;;;
seca_desc;The Great Drought has hit us, leaving close to thousands of dead in the Northeast's Sertão, and thousands more are immigrating out of the area towards both the amazon and south. the populous of the area were completely unprepared for such drought, caused by the poor management of the region and its irregular agriculture, with the drought being only worsened by how poor the Northeast is compared to the rest of the country this shall truly go as one of the worst disasters of the Nation's history.;;;;;;;;;
muckers_desc;The Muckers were a group of German immigrants that followed a "miraculous healer" known as Jacobina Mentz Maurer, who has now led an angry death mob that has caused the death of hundreds, alongside many cases of arson. Fortunately, the army has done its duty and has put down these insane religious extremists, Jacobina included. We shall never have to deal with this again.;;;;;;;;;
BRZ_democracy;United States of Brazil;;;;;;;;;
queiros_desc;The law Eusébio de Queirós was signed in an attempt to halt the slave trade in Brazil, banning it completely. Slaves were still imported however, in fact, most slaves in Brazil came into the country in the years of 1836-1850, as many slave owners were afraid of British intervention in the trans-Atlantic slave trade.;;;;;;;;;
comarca_desc;The Comarca do Rio São Francisco was a piece of land previously owned by the province of Pernambuco. After the Pernambuco revolt of 1824, in an attempt to succeed as the Confederation of the Equator, the Comarca do Rio São Francisco was given to the province of Minas Gerais. But after three years of Mineiro control, it was temporarily transferred to the province of Bahia. We must decide once and for all which state the Comarca shall be owned by.;;;;;;;;;
angola_purchase_title;The Angola Purchase;;;;;;;;; 
angola_purchase_desc;Angola is a long-established Portuguese colony in southern Africa, just across the Atlantic from us. Our rising position on the global stage makes it tempting to expand our borders beyond South America. Perhaps a price can be negotiated to buy Angola--putting us even further at an advantage over Portugal, our former colonial master.;;;;;;;;;  
EVTNAME47074;Brazil Offers to Purchase Angola;;;;;;;;; 
EVTDESC47074;With Brazil's rising status in the world, they have sought to expand their borders beyond South America. They have offered to purchase Angola from us for 100000 dollars. This will cripple our efforts to conquer more of Africa--but should we decide Angola is not worth keeping, the price is reasonable enough.;;;;;;;;;
EVT47074PTA;That price is tempting.;;;;;;;;; 
EVT47074PTB;Angola is ours. Its status is non-negotiable.;;;;;;;;; 
EVTNAME47075;Portugal Accepts the Angola Purchase;;;;;;;;; 
EVTDESC47075;Angola is now Brazilian! This gives us the opportunity to build a strong holding in Africa and conquer more of the continent if we wish. The possibilities for expansion are endless!;;;;;;;;; 
EVT47075PTA;The world will know Brazil's might!;;;;;;;;;
EVTNAME47076;Portugal Rejects the Angola Purchase;;;;;;;;; 
EVTDESC47076;Portugal insists Angola is rightfully theirs, no matter what price we name. This eliminates the possibility of Angola being annexed peacefully. However, there is always the option to make war.;;;;;;;;;
EVT47076PTA;We take it back. Portugal won't get a say in Angola's fate.;;;;;;;;;
EVTNAME47077;Nina Rodrigues;;;;;;;;;
EVTDESC47077;Nina Rodrigues (1862-1906) was a Brazilian legist, psychiatrist, professor, writer, anthropologist and ethnologist. Notable eugenicist, he is considered to be the founder of Brazilian criminal anthropology, and to have pioneered studies on black culture and people, even though he adopted a racist point of view.;;;;;;;;;
EVTOPTA47077;Interesting indeed;;;;;;;;;
EVTDESC47078;The city of Rio de Janeiro, the capital of our great nation, suffers from a chronic lack of urban planning. Besides being inneficient, it also contibrutes to make diseases like small pox, bubonic plague, and yellow fever, spread like wildfire in the city. A series of urban reforms is needed to modernize the city and eradicate endemic diseases.;;;;;;;;;
EVTOPTA47078;I'm sure this won't backfire!;;;;;;;;
EVTDESC47079;The population of Rio de Janeiro is rioting. The mayor using the great powers we given to him, destroyed slums and kicked people out of their houses in the process of modernizing the city, and to enforce the mandatory vaccination houses were being invaded. This measures brought the population to protest agains the mandatory vaccination, and the protests sparked a riot.;;;;;;;;;
EVTOPTA47079;It did backfire...;;;;;;;;;
EVTDESC47080;Joaquim Maria Machado de Assis, or Machado de Assis, is considered by many to be the biggest name in Brazilian literature. Born in a poor family descendant of emancipated slaves, having barely studied and never had gone to the university,he wrote 10 romances and 205 tales, introduced realism to brazil, was one of the first writers to write about the social problems in Brazil, and influenced other authors for years to come.;;;;;;;;; 
EVTDESC47081;Antonio Frederico de Castro Alves, or Castro Alves, was a famous Brazilian poet know as "the slave's poet". He is considered the biggest romantic poet of Brazil, his poetry showed the horrific reality of slavery, and made the abolitionist movement stronger.;;;;;;;;;
EVTOPTA47081;A great man indeed;;;;;;;
araucania_ptg_desc;Since the arrival of the French lawyer Orelie-Antoine the region known as "Araucania" has been in turmoil, to say the least. This madman continues to spit poisonous words of Independence for the Mapuche tribes under his self-proclaimed Kingdom of Araucania and Patagonia. We, of course, know this is nothing more than a case of somebody that might need to "take the train" and stop annoying us with such delusions. But the French and specially Mapuche might not be too happy with such an outcome.;;;;;;;;;
ptg_revolt_early_desc;Ignoring the situation might not have been the smartest of decisions by the Chilean government. This loathsome delusional maniac has gathered enough supporters for an outright revolt, declaring himself Roi d'Araucanie et de Patagonie. We will not tolerate this, and we must quelch these rebellious scum as fast as possible! Santiago won't fall!;;;;;;;;;
araucanie_win_desc;The brave efforts of our troops have paid off! Now that we've beaten back the Chileans, we have complete control of Araucania! Longue vie au Roi d'Araucanie et de Patagonie!;;;;;;;;;
chl_araucanie_win_desc;The Araucanie are no more! Viva Chile!;;;;;;;;;
antoine_begs_FRA_desc;Chile has deported the self-proclaimed King Orélie-Antoine de Tounens after declaring the Kingdom of Araucania and Patagonia. Antoine has begged the Emperor of France for help to free his beloved Araucanie nation. Should we accept this humble request of Freedom in the name of an oppressed people? Or shall we put this madman where he belongs? That being an insane asylum.;;;;;;;;;
fra_prg_free_desc;The Emperor of France has demanded us to free the Kingdom of Araucania and Patagonia and the Mapuche people! This would halt us from ever advancing south of the river Bio-Bio. However, refusing this would certanly end in the French invading our homeland.;;;;;;;;;
arg_ptg_fra_desc;The French have attacked our neighboor Chile! What shall we do about this?;;;;;;;;;
arg_ptg_chl_desc;The Argentine have joined us in the war against the French!;;;;;;;;;
fra_win_no_war_desc;The Chileans have accepted our demands and the Kingdom of Araucania and Patagonia and its people are finally free! Though, some say the Emperor might want more direct control of the Araucanie land...;;;;;;;;;
fra_puppet_ptg_desc;Huzzah! We're free at last! But its not over yet. The Emperor of France has demanded we join them as a satellite state.;;;;;;;;;
ptg_fra_refuse_desc;Those Araucanie have lost at last! Rejoice, O people of France!;;;;;;;;;
fra_win_ptg_desc;We have lost against the French scum...;;;;;;;;;
fra_lose_ptg_descWe have lost against the Chilean scum...;;;;;;;;;
ptg_cleanup_title;Obtain control over Patagonia;;;;;;;;;
ptg_cleanup_desc;Now that we're free and backed by the French nothing can prevent us from acquiring our righteous land!;;;;;;;;;
fra_falklands_ptg_title;Claim the Malouines and Géorgie du Sud;;;;;;;;;
fra_falklands_ptg_desc;Now that Patagonia is our satellite, we have a perfect jumping-off point to capture the îles Malouines and Géorgie du Sud. They are, as we all know, rightfully French.;;;;;;;;;
rename_uruguay_title;Rename Uruguay;;;;;;;;;
rename_uruguay_desc;Uruguay is rightfully $COUNTRY_ADJ$ and should use $COUNTRY_ADJ$ names.;;;;;;;;;
rename_mesopotamia_title;Rename Mesopotamia;;;;;;;;;
rename_mesopotamia_desc;Mesopotamia is rightfully $COUNTRY_ADJ$ and should use $COUNTRY_ADJ$ names.;;;;;;;;;
rename_missoes_title;Rename Missões;;;;;;;;;
rename_missoes_desc;Missões is rightfully $COUNTRY_ADJ$ and should use $COUNTRY_ADJ$ names.;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_NO_INFAMY_WAR_NAME_FRA_CHL;The Liberation of Araucanie;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_NO_INFAMY_WAR_NAME_FRA_CHL;The Liberation of Araucanie;;;;;;;;;
rio_branco_colony_desc;For years the Forte de São Joachim has been abandoned. If we want to maintain our claims in the Rio Branco, we need to revive such efforts by transforming it into a military colony. Countries that currently also claim the region might not be too happy about this.;;;;;;;;;
sao_francisco_transfer_title;The Transposing of the São Francisco River;;;;;;;;;
sao_francisco_transfer_desc;The São Francisco river, born in the province of Minas Gerais, travels north into the semi-arid Northeast of the country. Some have proposed we transpose the waters of this river to help citizens living in the dry Caatinga and other areas alike, as it could very well save the population of the Northeast in the future.;;;;;;;;;
sao_francisco_transposition;Transposing of the São Francisco river;;;;;;;;;
sao_francisco_transposition_desc;The waters of the Rio São Francisco are now being used to ease the pains of the arid Caatinga;;;;;;;;;
paa_win_desc;After bravely fighting the Brazilian army, the Cabano forces have finally enforced their demands. Now the people of Pará are free from Imperial oppression.;;;;;;;;;
paa_brz_win_desc;The Cabanos have been put down and the Braziliam Army reigns supreme over Grão=Pará.;;;;;;;;;
peu_brz_treaty_desc;The $MONARCHTITLE$ has recently received letters from many diplomats in the government requesting a possible treaty with Peru regarding their claimed rivers and land, which currently are under the sovereignty of Brazil.;;;;;;;;;
peu_brz_treaty_2_desc;The Brazilian government has proposed a treaty to delineate our Amazonian borders. If we sign this treaty, we would have to give up our claims over the Tabatinga river, our relations with Brazil would improve, however.;;;;;;;;;
GUK_desc;Recently a wave of Ukrainians from Odessa settled in the region once known as Greater Manchuria. Ukrainian immigration towards the Primorskaya Oblast has been ongoing since 1882: when free transport and land got promised to the Ukrainian citizens, but it wasn't until the construction of a railroad in the region that the number of settlers increased to 14 thousand a year. The Ukrainian share of Primorskaya's population was 15%~ in 1897.;;;;;;;;;
rgs_larp_title;Conquer the southern Paraná;;;;;;;;;
rgs_larp_desc;Now that we're free we must free our brothers in the southern Paraná river. We shall reunite with Uruguay once more and expand towards the Mospotamia region west of the Paraná river!;;;;;;;;;
farrapos_win_desc;We have reached Rio! The Empire of Brazil has no barganing power against us now, They'll have to accept our all of our demands! Viva a Republica de Piratini!;;;;;;;;;
sac_rgs_union_desc;Our brothers in the Riograndense Republic has asked us to unify with them in a confederation of Republics, shall we accept and join our liberators or go our own ways?;;;;;;;;;
pedro_americo;The artwork "Independência ou Morte" by Brazilian artist Pedro Américo represents the most well-known moment of Brazil's independence as the then Prince Pedro de Alcântara loudly exclaims: "Independence or Death!" near the shores of Ypiranga. Pedro's painting got first revealed in Firenza, Italy. It received many positive reviews, such as the following publication in the newspaper Corriere Italiano: "Américo's new painting is a colossal piece of art, the exact locations flora and topography were studied and masterfully represented with all of its historical glamour." Later on, during the inauguration of the Museu Paulista Pedro Américo brought it to Brazil, where it received Innumerous positive reviews and exploded in popularity. And to this day, it is the most recognizable piece of media surrounding Brazil's War of Independence.;;;;;;;;;
sp_rgs_railway_title;The São Paulo - Rio Grande Railway;;;;;;;;;
sp_rgs_railway_desc;Engineer João Teixeira Soares has made projects for a railroad linking the Province of São Paulo to the Province of Rio Grande do Sul. The railroad would be 1.403km long and run via the interior of São Paulo towards Rio Grande do Sul alongside the provinces of Santa Catharina and Paraná. The railroad, if constructed, would connect the capital of Rio de Janeiro with Argentina and Uruguay.;;;;;;;;;
contestado_desc;Peasants from the contested region between the Federative units of Paraná and Santa Catharina have begun an armed conflict with Percival Farquhar's workers in the São Paulo - Rio Grande Railroad, peasants who believe their lands are being "stolen" by Percival. Alongside these "jagunços," the Monk José Maria has declared an independent "Celestial Monarchy" after proclaiming our righteous Republic "The Devil's law" and crowned an alphabet as the Emperor of Brazil.;;;;;;;;;
sp_rgs_railway_event_desc;The São Paulo - Rio Grande Railway is complete at last! The Government must not decide what to do with the contested land between the Federative Units of Paraná and Santa Catharina.;;;;;;;;;
contestado_war_title;The Contestado War;;;;;;;;;
contestado_war_desc;Jagunços in the contested area between Paraná and Santa Catharina have revolted under the Celestial Monarchy;;;;;;;;;
theatro_amazonas_title;Build the Theatro Amazonas;;;;;;;;;
theatro_amazonas_desc;The Theatro Amazonas (Amazon Theatre) was an extremely prestigious theatre built in the city of Manaus during its Golden age of Rubber. Taking 12 years to build, the theatre awarded the growing Amazonian capital with the title "Paris of the Tropics.";;;;;;;;;
build_brasilia_title;Build a new Capital;;;;;;;;;
build_brasilia_desc;Build the new Capital of Brazil in the center of the country, attracting many immigrants to the empty Cerrado and increasing the Governments control in the region.;;;;;;;;;
brasilia_name_desc;Now that we have built the new Capital in Planalto Central, it needs a proper name.;;;;;;;;;
