Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
ATJ_violate_neutrality_desc;The Acehnese may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
AUS_violate_neutrality_title;Violate Austrian Neutrality;;;;;;;;;;;;;
AUS_violate_neutrality_desc;The Austrians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
AWA_violate_neutrality_title;Violate Awadh Neutrality;;;;;;;;;;;;;
AWA_violate_neutrality_desc;The Avadhis may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
AZB_violate_neutrality_title;Violate Azerbaijani Neutrality;;;;;;;;;;;;;
AZB_violate_neutrality_desc;The Azerbaijanis may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BAB_violate_neutrality_title;Violate Babylonian Neutrality;;;;;;;;;;;;;
BAB_violate_neutrality_desc;The Babylonians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BAD_violate_neutrality_title;Violate Baden Neutrality;;;;;;;;;;;;;
BAD_violate_neutrality_desc;The Badeners may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BAL_violate_neutrality_title;Violate Bali Neutrality;;;;;;;;;;;;;
BAL_violate_neutrality_desc;The Balinese may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BAS_violate_neutrality_title;Violate Bastar Neutrality;;;;;;;;;;;;;
BAS_violate_neutrality_desc;The Bastar may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BAV_violate_neutrality_title;Violate Bavarian Neutrality;;;;;;;;;;;;;
BAV_violate_neutrality_desc;The Baverians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BEL_violate_neutrality_title;Violate Belgian Neutrality;;;;;;;;;;;;;
BEL_violate_neutrality_desc;The Belgians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BEN_violate_neutrality_title;Violate Benin Neutrality;;;;;;;;;;;;;
BEN_violate_neutrality_desc;The Beninese may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BER_violate_neutrality_title;Violate Beroda Neutrality;;;;;;;;;;;;;
BER_violate_neutrality_desc;The Berodans may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BHO_violate_neutrality_title;Violate Bhopal Neutrality;;;;;;;;;;;;;
BHO_violate_neutrality_desc;The Bhopali may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BHU_violate_neutrality_title;Violate Bhutan Neutrality;;;;;;;;;;;;;
BHU_violate_neutrality_desc;The Bhutanese may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BIH_violate_neutrality_title;Violate Bihar Neutrality;;;;;;;;;;;;;
BIH_violate_neutrality_desc;The Bihari may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BIK_violate_neutrality_title;Violate Bikaner Neutrality;;;;;;;;;;;;;
BIK_violate_neutrality_desc;The Bikaneris may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BNG_violate_neutrality_title;Violate Bengal Neutrality;;;;;;;;;;;;;
BNG_violate_neutrality_desc;The Bengalis may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BOH_violate_neutrality_title;Violate Bohemian Neutrality;;;;;;;;;;;;;
BOH_violate_neutrality_desc;The Czechs may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BOL_violate_neutrality_title;Violate Bolivian Neutrality;;;;;;;;;;;;;
BOL_violate_neutrality_desc;The Bolivians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BOS_violate_neutrality_title;Violate Bosnian Neutrality;;;;;;;;;;;;;
BOS_violate_neutrality_desc;The Bosnians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BRA_violate_neutrality_title;Violate Braunschweig Neutrality;;;;;;;;;;;;;
BRA_violate_neutrality_desc;The Braunschweigers may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BRE_violate_neutrality_title;Violate Bremen Neutrality;;;;;;;;;;;;;
BRE_violate_neutrality_desc;The Bremeners may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BRU_violate_neutrality_title;Violate Brunei Neutrality;;;;;;;;;;;;;
BRU_violate_neutrality_desc;The Brunei may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BRZ_violate_neutrality_title;Violate Brazilian Neutrality;;;;;;;;;;;;;
BRZ_violate_neutrality_desc;The Brazilians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BUK_violate_neutrality_title;Violate Bukhara Neutrality;;;;;;;;;;;;;
BUK_violate_neutrality_desc;The Bukhari may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BUL_violate_neutrality_title;Violate Bulgarian Neutrality;;;;;;;;;;;;;
BUL_violate_neutrality_desc;The Bulgarians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BUN_violate_neutrality_title;Violate Bundelkhand Neutrality;;;;;;;;;;;;;
BUN_violate_neutrality_desc;The Bundeli may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BUR_violate_neutrality_title;Violate Burmese Neutrality;;;;;;;;;;;;;
BUR_violate_neutrality_desc;The Burmese may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BYE_violate_neutrality_title;Violate Belarus Neutrality;;;;;;;;;;;;;
BYE_violate_neutrality_desc;The Belarusians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
BYZ_violate_neutrality_title;Violate Byzantine Neutrality;;;;;;;;;;;;;
BYZ_violate_neutrality_desc;The Byzantine may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CAL_violate_neutrality_title;Violate Californian Neutrality;;;;;;;;;;;;;
CAL_violate_neutrality_desc;The Californians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CAM_violate_neutrality_title;Violate Cambodian Neutrality;;;;;;;;;;;;;
CAM_violate_neutrality_desc;The Cambodians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CAN_violate_neutrality_title;Violate Canadian Neutrality;;;;;;;;;;;;;
CAN_violate_neutrality_desc;The Canadians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CAT_violate_neutrality_title;Violate Catalonian Neutrality;;;;;;;;;;;;;
CAT_violate_neutrality_desc;The Catalans may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CHE_violate_neutrality_title;Violate Cherokee Neutrality;;;;;;;;;;;;;
CHE_violate_neutrality_desc;The Cherokee may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CHI_violate_neutrality_title;Violate Chinese Neutrality;;;;;;;;;;;;;
CHI_violate_neutrality_desc;The Chinese may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CHL_violate_neutrality_title;Violate Chilean Neutrality;;;;;;;;;;;;;
CHL_violate_neutrality_desc;The Chileans may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CIR_violate_neutrality_title;Violate Circassian Neutrality;;;;;;;;;;;;;
CIR_violate_neutrality_desc;The Circassians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CLM_violate_neutrality_title;Violate Colombian Neutrality;;;;;;;;;;;;;
CLM_violate_neutrality_desc;The Colombians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CNG_violate_neutrality_title;Violate Congolese Neutrality;;;;;;;;;;;;;
CNG_violate_neutrality_desc;The Congolese may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
COB_violate_neutrality_title;Violate Saxon Neutrality;;;;;;;;;;;;;
COB_violate_neutrality_desc;The Saxons may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
COL_violate_neutrality_title;Violate Columbian Neutrality;;;;;;;;;;;;;
COL_violate_neutrality_desc;The Columbians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
COS_violate_neutrality_title;Violate Costa Rican Neutrality;;;;;;;;;;;;;
COS_violate_neutrality_desc;The Costa Ricans may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CPL_violate_neutrality_title;Violate Polish Neutrality;;;;;;;;;;;;;
CPL_violate_neutrality_desc;The Poles may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CRE_violate_neutrality_title;Violate Crete Neutrality;;;;;;;;;;;;;
CRE_violate_neutrality_desc;The Cretans may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CRI_violate_neutrality_title;Violate Crimean Neutrality;;;;;;;;;;;;;
CRI_violate_neutrality_desc;The Crimeans may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CRO_violate_neutrality_title;Violate Croatian Neutrality;;;;;;;;;;;;;
CRO_violate_neutrality_desc;The Croats may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CSA_violate_neutrality_title;Violate Confederate Neutrality;;;;;;;;;;;;;
CSA_violate_neutrality_desc;The Confederates may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CUB_violate_neutrality_title;Violate Cuban Neutrality;;;;;;;;;;;;;
CUB_violate_neutrality_desc;The Cubans may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CYP_violate_neutrality_title;Violate Cypriot Neutrality;;;;;;;;;;;;;
CYP_violate_neutrality_desc;The Cypriots may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
CZH_violate_neutrality_title;Violate Czechoslovakian Neutrality;;;;;;;;;;;;;
CZH_violate_neutrality_desc;The Czechoslovaks may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
DAI_violate_neutrality_title;Violate Vietnamese Neutrality;;;;;;;;;;;;;
DAI_violate_neutrality_desc;The Vietnamese may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
DEN_violate_neutrality_title;Violate Danish Neutrality;;;;;;;;;;;;;
DEN_violate_neutrality_desc;The Danes may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
DES_violate_neutrality_title;Violate Deseret Neutrality;;;;;;;;;;;;;
DES_violate_neutrality_desc;The Mormons may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
DJA_violate_neutrality_title;Violate Jambi Neutrality;;;;;;;;;;;;;
DJA_violate_neutrality_desc;The Jambi may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
DOM_violate_neutrality_title;Violate Dominican Neutrality;;;;;;;;;;;;;
DOM_violate_neutrality_desc;The Dominicans may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
DZG_violate_neutrality_title;Violate Danzig Neutrality;;;;;;;;;;;;;
DZG_violate_neutrality_desc;The Danzigers may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
ECU_violate_neutrality_title;Violate Ecuadorian Neutrality;;;;;;;;;;;;;
ECU_violate_neutrality_desc;The Ecuadorians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
EGY_violate_neutrality_title;Violate Egyptian Neutrality;;;;;;;;;;;;;
EGY_violate_neutrality_desc;The Egyptians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
ELS_violate_neutrality_title;Violate El Salvador Neutrality;;;;;;;;;;;;;
ELS_violate_neutrality_desc;The Salvadoreans may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
ENG_violate_neutrality_title;Violate British Neutrality;;;;;;;;;;;;;
ENG_violate_neutrality_desc;The British may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
EST_violate_neutrality_title;Violate Estonian Neutrality;;;;;;;;;;;;;
EST_violate_neutrality_desc;The Estonians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
ETH_violate_neutrality_title;Violate Ethiopian Neutrality;;;;;;;;;;;;;
ETH_violate_neutrality_desc;The Ethiopians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
FIJ_violate_neutrality_title;Violate Fiji Neutrality;;;;;;;;;;;;;
FIJ_violate_neutrality_desc;The Fijians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
FIN_violate_neutrality_title;Violate Finnish Neutrality;;;;;;;;;;;;;
FIN_violate_neutrality_desc;The Finns may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
FJN_violate_neutrality_title;Violate Fukien Neutrality;;;;;;;;;;;;;
FJN_violate_neutrality_desc;The Fukienese may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
FLA_violate_neutrality_title;Violate Flemish Neutrality;;;;;;;;;;;;;
FLA_violate_neutrality_desc;The Flemings may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
FRA_violate_neutrality_title;Violate French Neutrality;;;;;;;;;;;;;
FRA_violate_neutrality_desc;The French may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
FRM_violate_neutrality_title;Violate Frankurt Neutrality;;;;;;;;;;;;;
FRM_violate_neutrality_desc;The Frankfurters may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
GCO_violate_neutrality_title;Violate Gran Colombia Neutrality;;;;;;;;;;;;;
GCO_violate_neutrality_desc;The Colombians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
GEO_violate_neutrality_title;Violate Georgian Neutrality;;;;;;;;;;;;;
GEO_violate_neutrality_desc;The Georgians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
GER_violate_neutrality_title;Violate German Neutrality;;;;;;;;;;;;;
GER_violate_neutrality_desc;The Germans may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
GNG_violate_neutrality_title;Violate Kwangtung Neutrality;;;;;;;;;;;;;
GNG_violate_neutrality_desc;The Cantonese may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
GRE_violate_neutrality_title;Violate Greek Neutrality;;;;;;;;;;;;;
GRE_violate_neutrality_desc;The Greeks may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
GUA_violate_neutrality_title;Violate Guatemalan Neutrality;;;;;;;;;;;;;
GUA_violate_neutrality_desc;The Guatemalans may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
GWA_violate_neutrality_title;Violate Gwalior Neutrality;;;;;;;;;;;;;
GWA_violate_neutrality_desc;The Gwaliori may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
GXI_violate_neutrality_title;Violate Kwangsi Neutrality;;;;;;;;;;;;;
GXI_violate_neutrality_desc;The Kwangsi may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HAI_violate_neutrality_title;Violate Haitian Neutrality;;;;;;;;;;;;;
HAI_violate_neutrality_desc;The Haitians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HAM_violate_neutrality_title;Violate Hamburg Neutrality;;;;;;;;;;;;;
HAM_violate_neutrality_desc;The Hamburgians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HAN_violate_neutrality_title;Violate Hanoverian Neutrality;;;;;;;;;;;;;
HAN_violate_neutrality_desc;The Hanoverians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HAW_violate_neutrality_title;Violate Hawaiian Neutrality;;;;;;;;;;;;;
HAW_violate_neutrality_desc;The Hawaiians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HDJ_violate_neutrality_title;Violate Hedjazi Neutrality;;;;;;;;;;;;;
HDJ_violate_neutrality_desc;The Hedjaz may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HEK_violate_neutrality_title;Violate Hesse-Darmstadt Neutrality;;;;;;;;;;;;;
HEK_violate_neutrality_desc;The Hessians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HES_violate_neutrality_title;Violate Hesse-Kassel Neutrality;;;;;;;;;;;;;
HES_violate_neutrality_desc;The Hessians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HND_violate_neutrality_title;Violate Indian Neutrality;;;;;;;;;;;;;
HND_violate_neutrality_desc;The Indians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HNN_violate_neutrality_title;Violate Hunan Neutrality;;;;;;;;;;;;;
HNN_violate_neutrality_desc;The Hunanese may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HOL_violate_neutrality_title;Violate Holstein Neutrality;;;;;;;;;;;;;
HOL_violate_neutrality_desc;The Holsteiners may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HON_violate_neutrality_title;Violate Honduras Neutrality;;;;;;;;;;;;;
HON_violate_neutrality_desc;The Hondurans may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HUI_violate_neutrality_title;Violate Anhwei Neutrality;;;;;;;;;;;;;
HUI_violate_neutrality_desc;The Anhwei may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HUN_violate_neutrality_title;Violate Hungarian Neutrality;;;;;;;;;;;;;
HUN_violate_neutrality_desc;The Hungarians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
HYD_violate_neutrality_title;Violate Hyderabad Neutrality;;;;;;;;;;;;;
HYD_violate_neutrality_desc;The Hyderabadi may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
ICL_violate_neutrality_title;Violate Icelandic Neutrality;;;;;;;;;;;;;
ICL_violate_neutrality_desc;The Icelanders may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
IND_violate_neutrality_title;Violate Indore Neutrality;;;;;;;;;;;;;
IND_violate_neutrality_desc;The Indori may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
INO_violate_neutrality_title;Violate Indonesian Neutrality;;;;;;;;;;;;;
INO_violate_neutrality_desc;The Indonesians may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
IRE_violate_neutrality_title;Violate Irish Neutrality;;;;;;;;;;;;;
IRE_violate_neutrality_desc;The Irish may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
IRQ_violate_neutrality_title;Violate Iraqi Neutrality;;;;;;;;;;;;;
