Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
brownnoser;Brownnoser: §GAttack +1;;;;;;;;;;;;;
spoiled;Spoiled: §GAttack +2;;;;;;;;;;;;;
school_of_defence;School of Defence: §GDefence +3;;;;;;;;;;;;;
school_of_offence;School of Offence: §GAttack +1;;;;;;;;;;;;;
school_of_the_bayonet;School of the Bayonet: §GAttack +2, Defence +1;;;;;;;;;;;;;
school_of_firepower;School of Firepower: §GAttack +1;;;;;;;;;;;;;
artillerist;Artillerest: §GDefence +1;;;;;;;;;;;;;
uncommonly_young;Uncommonly Young: §GAttack +1, Defence +1;;;;;;;;;;;;;
sucker;Sucker: §RAttack -1;;;;;;;;;;;;;
sad_sack;Sad Sack: §RAttack -2;;;;;;;;;;;;;
unfit;Unfit: §RAttack -2;;;;;;;;;;;;;
unqualified;Unqualified: No Changes;;;;;;;;;;;;;
pawn;Pawn: No Changes;;;;;;;;;;;;;
elderly;Elderly: No Changes;;;;;;;;;;;;;
incompetent;Incompetent: No Changes;;;;;;;;;;;;;
