Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
demand_concession_casus_belli_for_puppet_desc;Force an §Ynon-western country§W to secede territory to your puppet.;Obligez un §Ypays non civilisé§W à faire sécession d'un territoire pour former une concession coloniale.;Zwingen Sie ein §Yunzivilisiertes Land§W, Gebiete zur Gründung einer Kolonialkonzession abzuspalten.;;;;;;;;;;;
demand_concession_casus_belli_for_puppet_setup;Demand that $RECIPIENT$ secede territory to a puppet.;Demandez ce que $RECIPIENT$ fasse sécession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Gründung einer Kolonialkonzession abspaltet.;;;;;;;;;;;
place_in_the_sun_for_puppet;Place in the sun for a Puppet;Une place au soleil;Ein Platz an der Sonne;;;;;;;;;;;
place_in_the_sun_for_puppet_short;Acquire $STATE$ for a puppet.;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
place_in_the_sun_for_puppet_desc;Acquire an enemy §Ycolonial state§W for a puppet.;Prendre un §YÉtat colonial§W ennemi;Erobern Sie einen feindlichen §YKolonialstaat§W.;;;;;;;;;;;
place_in_the_sun_for_puppet_setup;Acquire colony $STATE$ from $RECIPIENT$ for a puppet.;Prendre colonie $STATE$ de $RECIPIENT$;Kolonie $STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
acquire_state_for_puppet;Acquire State Early for Puppet;Prendre un état;Region erobern;;Adquirir estado;;;;;;;;;
acquire_state_for_puppet_desc;Acquire an enemy §Ystate§W;;;;;;;;;;;;;
acquire_state_for_puppet_short;Acquire $STATE$ for a puppet.; Prendre l'état de $STATE$;$STATE$ erobern;;Adquirir $STATE$;;;;;;;;;
acquire_state_for_puppet_setup;Acquire $STATE$ from $RECIPIENT$ for a puppet.;Prendre $STATE$ dès $RECIPIENT$;$STATE$ von $RECIPIENT$ erobern.;;Adquirir $STATE$ de manos de $RECIPIENT$;;;;;;;;;
acquire_state_midgame_for_puppet;Acquire State Midgame for Puppet;;;;;;;;;;;;;
acquire_state_midgame_for_puppet_short;Acquire for a puppet $STATE$ for 33% less.;;;;;;;;;;;;;
acquire_state_midgame_for_puppet_desc;Acquire an enemy §Ystate§W for a puppet using 33% less warscore;;;;;;;;;;;;;
acquire_state_midgame_for_puppet_setup;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;
acquire_state_late_for_puppet;Acquire State Lategame for Puppet;;;;;;;;;;;;;
acquire_state_late_for_puppet_short;Acquire for a puppet $STATE$ for 55% less.;;;;;;;;;;;;;
acquire_state_late_for_puppet_desc;Acquire an enemy §Ystate§W for a puppet using 55% less warscore;;;;;;;;;;;;;
acquire_state_late_for_puppet_setup;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;
total_war_state_for_puppet;Total War Acquire State for Puppet;;;;;;;;;;;;;
total_war_state_for_puppet_short;The time has come to wipe the very idea of $RECIPIENT$ from the annals of history;;;;;;;;;;;;;
total_war_state_for_puppet_desc;Acquire an enemy country's state for 0 warscore & 0 infamy.;;;;;;;;;;;;;
total_war_state_for_puppet_setup;The peoples of $RECIPIENT$$ stand in the way of a better world;;;;;;;;;;;;;
total_war_place_in_the_sun_for_puppet;Total War Acquire Colony for Puppet;;;;;;;;;;;;;
total_war_place_in_the_sun_for_puppet_short;The time has come to wipe the very idea of $RECIPIENT$ from the annals of history;;;;;;;;;;;;;
total_war_place_in_the_sun_for_puppet_desc;Acquire an enemy country's colony for a puppet costing 0 warscore & 0 infamy.;;;;;;;;;;;;;
total_war_place_in_the_sun_for_puppet_setup;The peoples of $RECIPIENT$$ stand in the way of a better world;;;;;;;;;;;;;
negotiated_transfer_for_puppet;Negotiated Transfer for Puppet;;;;;;;;;;;;;
negotiated_transfer_for_puppet_desc;Transfer a state or colonial region to another country's puppet for low infamy, 0 prestige, no jingoism;;;;;;;;;;;;;
negotiated_transfer_for_puppet_short;$RECIPIENT$ receives $STATE$ from us;;;;;;;;;;;;;
negotiated_transfer_for_puppet_setup;Transfer $STATE$ to $RECIPIENT$;;;;;;;;;;;;;
take_capital_for_puppet;Take Capital for Puppet;;;;;;;;;;;;;
take_capital_for_puppet_desc;Take the Capital region of a §Ycountry§W for a puppet and force them to move their capital elsewhere;;;;;;;;;;;;;
take_capital_for_puppet_setup;Take Capital region $STATE$ of $RECIPIENT$ for a puppet.;;;;;;;;;;;;;
take_capital_for_puppet_short;Takes Capital from $RECIPIENT$;;;;;;;;;;;;;
finnish_more_assimilation;Finnish Schooling;;;;;;;;;;;;;
finnish_more_assimilation_desc;Finnish Schooling is being funded so the language becomes widespread throughout our state.;;;;;;;;;;;;;
