intergrate_newengland_lands_title;Dynamic Colonial Holding;;;;;;;;;;;;;x
intergrate_newengland_lands_desc;We currently control territory which could be intergrated into our New Englander administration, should we entrust them with these. This decision will secede any of your New Englander holding to your New England puppet.;;;;;;;;;;;;;x
Convert_Hawaii_title;Restructure the Hawaii Territories;;;;;;;;;;;;;x
Convert_Hawaii_desc;We currently control territory in Hawaii, We could use this influence to mold these lands in our image. This decision will change Hawaii into a Dynamic Colony with $COUNTRY_ADJ$ cultural aspects.;;;;;;;;;;;;;x
reject_anticultural_hawaii_title;We Have Lost Out True Identity;;;;;;;;;;;;;x
reject_anticultural_hawaii_desc;We currently control territory in Hawaii, We could use this influence to mold these lands in our image. This decision will release Hawaii as a Dynamic Colony with $COUNTRY_ADJ$ cultural aspects.;;;;;;;;;;;;;x
intergrate_hawaii_lands_title;Dynamic Colonial Holding;;;;;;;;;;;;;x
intergrate_hawaii_lands_desc;We currently control territory which could be intergrated into our Hawaii administration, should we entrust them with these. This decision will secede any of your Hawaii holding to your Hawaii puppet.;;;;;;;;;;;;;x
SAF_dominion_5th;Yuzhnoafrikanskaya Koloniya;;;;;;;;;;;;;
SAF_dominion_5th_ADJ;Yug Afrika;;;;;;;;;;;;;
SAF_dominion_6th;Kaapkolonie;;;;;;;;;;;;;
SAF_dominion_6th_ADJ;Kaapkolonie;;;;;;;;;;;;;
SAF_dominion_7th;Dominion of South Africa;;;;;;;;;;;;;
SAF_dominion_7th_ADJ;South African;;;;;;;;;;;;;
SAF_dominion_8th;Südafrika;;;;;;;;;;;;;
SAF_dominion_8th_ADJ;Südafrika;;;;;;;;;;;;;
SAF_dominion_9th;Zhongguó Nánfei;;;;;;;;;;;;;
SAF_dominion_9th_ADJ;Nánfei;;;;;;;;;;;;;
SAF_dominion_10th;Afrique du Sud;;;;;;;;;;;;;
SAF_dominion_10th_ADJ;Afrique du Sud;;;;;;;;;;;;;
SAF_dominion_11th;South Africa;;;;;;;;;;;;;
SAF_dominion_11th_ADJ;South Africa;;;;;;;;;;;;;
SAF_dominion_12th;Österreichischen Südafrika;;;;;;;;;;;;;
SAF_dominion_12th_ADJ;Österreichischen;;;;;;;;;;;;;
SAF_dominion_13th;Africa Sud Italiana;;;;;;;;;;;;;
SAF_dominion_13th_ADJ;Italian African;;;;;;;;;;;;;
SAF_dominion_14th;Estado da África do Sul;;;;;;;;;;;;;
SAF_dominion_14th_ADJ;Sul-africano;;;;;;;;;;;;;
SAF_dominion_15th;Afrique du Sud Belge;;;;;;;;;;;;;
SAF_dominion_15th_ADJ;Afrique du Belge;;;;;;;;;;;;;
SAF_dominion_16th;Kiboho No Teiju;;;;;;;;;;;;;
SAF_dominion_16th_ADJ;Kiboho;;;;;;;;;;;;;
SAF_viceroyalty;Territorio de Sudáfrica;;;;;;;;;;;;;
SAF_viceroyalty_ADJ;Sudáfrica;;;;;;;;;;;;;
SAF_dominion_18th;Godahoppsudden;;;;;;;;;;;;;
SAF_dominion_18th_ADJ;Godahoppsudden;;;;;;;;;;;;;
SAF_dominion_19th;Kap Det Gode Håb;;;;;;;;;;;;;
SAF_dominion_19th_ADJ;Sydafrika;;;;;;;;;;;;;
FJN_dominion_5th;Futszyanskaya Koncessiya;;;;;;;;;;;;;
FJN_dominion_5th_ADJ;Futszyanskaya;;;;;;;;;;;;;
FJN_dominion_6th;Regering van Fujian;;;;;;;;;;;;;
FJN_dominion_6th_ADJ;Fujian;;;;;;;;;;;;;
FJN_dominion_7th;The Fujian Concession;;;;;;;;;;;;;
FJN_dominion_7th_ADJ;Fujian;;;;;;;;;;;;;
FJN_dominion_8th;Deutsch-Fujian;;;;;;;;;;;;;
FJN_dominion_8th_ADJ;Deutsch-Fujian;;;;;;;;;;;;;
FJN_dominion_9th;Fujian;;;;;;;;;;;;;
FJN_dominion_9th_ADJ;Fujian;;;;;;;;;;;;;
FJN_dominion_10th;Concession Francaise de Fujian;;;;;;;;;;;;;
FJN_dominion_10th_ADJ;Fujian;;;;;;;;;;;;;
FJN_dominion_11th;Fujian;;;;;;;;;;;;;
FJN_dominion_11th_ADJ;Fujian;;;;;;;;;;;;;
FJN_dominion_12th;Österreichischen Fujian;;;;;;;;;;;;;
FJN_dominion_12th_ADJ;Österreichischen;;;;;;;;;;;;;
FJN_dominion_13th;Governo Italiano di Fujian;;;;;;;;;;;;;
FJN_dominion_13th_ADJ;Italian Fujian;;;;;;;;;;;;;
FJN_dominion_14th;Estado da Fujian;;;;;;;;;;;;;
FJN_dominion_14th_ADJ;Fujian;;;;;;;;;;;;;
FJN_dominion_15th;Fujian du Belge;;;;;;;;;;;;;
FJN_dominion_15th_ADJ;Fujian du Belge;;;;;;;;;;;;;
FJN_dominion_16th;Fukkensho;;;;;;;;;;;;;
FJN_dominion_16th_ADJ;Fukkensho;;;;;;;;;;;;;
FJN_viceroyalty;Gobierno de Fujian;;;;;;;;;;;;;
FJN_viceroyalty_ADJ;Fujian;;;;;;;;;;;;;
FJN_dominion_18th;Svenska Fujian;;;;;;;;;;;;;
FJN_dominion_18th_ADJ;Fujian;;;;;;;;;;;;;
FJN_dominion_19th;Dansk Fujian;;;;;;;;;;;;;
FJN_dominion_19th_ADJ;Fujian;;;;;;;;;;;;;
CAN_dominion_5th;Kanady Namestnichestvo;;;;;;;;;;;;;
CAN_dominion_5th_ADJ;Kanadskiy;;;;;;;;;;;;;
CAN_dominion_6th;Verenigde Provincies van Canada;;;;;;;;;;;;;
CAN_dominion_6th_ADJ;Canadees;;;;;;;;;;;;;
CAN_dominion_7th;Dominion of Canada;;;;;;;;;;;;;
CAN_dominion_7th_ADJ;Canadian;;;;;;;;;;;;;
CAN_dominion_8th;Schutzgebiete Kanada;;;;;;;;;;;;;
CAN_dominion_8th_ADJ;Kanadisch;;;;;;;;;;;;;
CAN_dominion_9th;Jianada Baohuguo;;;;;;;;;;;;;
CAN_dominion_9th_ADJ;Jianadaren;;;;;;;;;;;;;
CAN_dominion_10th;Dominion de Canada;;;;;;;;;;;;;
CAN_dominion_10th_ADJ;Canadian;;;;;;;;;;;;;
CAN_dominion_11th;Commonwealth of Canadian States;;;;;;;;;;;;;
CAN_dominion_11th_ADJ;Canadian;;;;;;;;;;;;;
CAN_dominion_12th;Vizekönigreich Kanada;;;;;;;;;;;;;
CAN_dominion_12th_ADJ;Kanadisch;;;;;;;;;;;;;
CAN_dominion_13th;Vicereame del Canada;;;;;;;;;;;;;
CAN_dominion_13th_ADJ;Canadese;;;;;;;;;;;;;
CAN_dominion_14th;Estado do Canada;;;;;;;;;;;;;
CAN_dominion_14th_ADJ;Canadense;;;;;;;;;;;;;
CAN_dominion_15th;Protectorat du Canada;;;;;;;;;;;;;
CAN_dominion_15th_ADJ;Canadien;;;;;;;;;;;;;
CAN_dominion_16th;Kanada Shu;;;;;;;;;;;;;
CAN_dominion_16th_ADJ;Kanadahito;;;;;;;;;;;;;
CAN_viceroyalty;Virreinato de Canadá;;;;;;;;;;;;;
CAN_viceroyalty_ADJ;Canadiense;;;;;;;;;;;;;
CAN_dominion_18th;Vicekungadömet Kanada;;;;;;;;;;;;;
CAN_dominion_18th_ADJ;Kanadensare;;;;;;;;;;;;;
CAN_dominion_19th;Canadisk Selvstyre;;;;;;;;;;;;;
CAN_dominion_19th_ADJ;Canadisk;;;;;;;;;;;;;
IDC_dominion_5th;Indokitayskaya Guberniya;;;;;;;;;;;;;
IDC_dominion_5th_ADJ;Indokitayskiy;;;;;;;;;;;;;
IDC_dominion_6th;Unie van Indochina;;;;;;;;;;;;;
IDC_dominion_6th_ADJ;Indo-Chinees;;;;;;;;;;;;;
IDC_dominion_7th;Indochinese Federation;;;;;;;;;;;;;
IDC_dominion_7th_ADJ;Indochinese;;;;;;;;;;;;;
IDC_dominion_8th;Indochinesische Union;;;;;;;;;;;;;
IDC_dominion_8th_ADJ;Indochinesisch;;;;;;;;;;;;;
IDC_dominion_9th;Jiaozhi Sheng;;;;;;;;;;;;;
IDC_dominion_9th_ADJ;Jiaozhizhi;;;;;;;;;;;;;
IDC_dominion_10th;Federation Indochinoise;;;;;;;;;;;;;
IDC_dominion_10th_ADJ;Indochinois;;;;;;;;;;;;;
IDC_dominion_11th;Indochinese Federation;;;;;;;;;;;;;
IDC_dominion_11th_ADJ;Indochinese;;;;;;;;;;;;;
IDC_dominion_12th;Kaiserlicher Staat Indochina;;;;;;;;;;;;;
IDC_dominion_12th_ADJ;Indochinesisch;;;;;;;;;;;;;
IDC_dominion_13th;Protettorato dell'Indocina;;;;;;;;;;;;;
IDC_dominion_13th_ADJ;Indocinese;;;;;;;;;;;;;
IDC_dominion_14th;Estado da Indochina;;;;;;;;;;;;;
IDC_dominion_14th_ADJ;Indochines;;;;;;;;;;;;;
IDC_dominion_15th;Protectorat du l'Indochine;;;;;;;;;;;;;
IDC_dominion_15th_ADJ;Indochinois;;;;;;;;;;;;;
IDC_dominion_16th;Betonamu Teikoku;;;;;;;;;;;;;
IDC_dominion_16th_ADJ;Betonamugo;;;;;;;;;;;;;
IDC_viceroyalty;apitanía General de Indochina;;;;;;;;;;;;;
IDC_viceroyalty_ADJ;Indochino;;;;;;;;;;;;;
IDC_dominion_18th;Unionen Indokina;;;;;;;;;;;;;
IDC_dominion_18th_ADJ;Indokinesiska;;;;;;;;;;;;;
IDC_dominion_19th;Indokinesisk Federation;;;;;;;;;;;;;
IDC_dominion_19th_ADJ;Indokinesiska;;;;;;;;;;;;;
SRI_dominion_5th;Tseylonskaya Koloniya;;;;;;;;;;;;;
SRI_dominion_5th_ADJ;Tseylon;;;;;;;;;;;;;
SRI_dominion_6th;Ceylon Kolonie;;;;;;;;;;;;;
SRI_dominion_6th_ADJ;Ceylon;;;;;;;;;;;;;
SRI_dominion_7th;Ceylon and its Dependencies;;;;;;;;;;;;;
SRI_dominion_7th_ADJ;Ceylon;;;;;;;;;;;;;
SRI_dominion_8th;Deutsch-Ceylon;;;;;;;;;;;;;
SRI_dominion_8th_ADJ;Deutsch-Ceylon;;;;;;;;;;;;;
SRI_dominion_9th;Xi Lán Zhímíndì;;;;;;;;;;;;;
SRI_dominion_9th_ADJ;Xi Lán Zhímíndì;;;;;;;;;;;;;
SRI_dominion_10th;Colonie de Ceylan;;;;;;;;;;;;;
SRI_dominion_10th_ADJ;Ceylan;;;;;;;;;;;;;
SRI_dominion_11th;Ceylon;;;;;;;;;;;;;
SRI_dominion_11th_ADJ;Ceylon;;;;;;;;;;;;;
SRI_dominion_12th;Österreichischen Ceylon;;;;;;;;;;;;;
SRI_dominion_12th_ADJ;Österreichischen;;;;;;;;;;;;;
SRI_dominion_13th;Colonia di Ceylon;;;;;;;;;;;;;
SRI_dominion_13th_ADJ;Ceylon;;;;;;;;;;;;;
SRI_dominion_14th;Colônia Ceilão;;;;;;;;;;;;;
SRI_dominion_14th_ADJ;Ceilão;;;;;;;;;;;;;
SRI_dominion_15th;Ceylon du Belge;;;;;;;;;;;;;
SRI_dominion_15th_ADJ;Ceylon du Belge;;;;;;;;;;;;;
SRI_dominion_16th;Seiron Republic;;;;;;;;;;;;;
SRI_dominion_16th_ADJ;Seiron;;;;;;;;;;;;;
SRI_viceroyalty;Colonia de Ceilán;;;;;;;;;;;;;
SRI_viceroyalty_ADJ;Ceilán;;;;;;;;;;;;;
SRI_dominion_18th;Ceylon koloni;;;;;;;;;;;;;
SRI_dominion_18th_ADJ;Ceylon;;;;;;;;;;;;;
SRI_dominion_19th;Dansk Ceylon;;;;;;;;;;;;;
SRI_dominion_19th_ADJ;Ceylon;;;;;;;;;;;;;
TEX_dominion_5th;Koloniya Tekhasa;;;;;;;;;;;;;
TEX_dominion_5th_ADJ;Tehkasskiy;;;;;;;;;;;;;
TEX_dominion_6th;Gouvernement van Texas;;;;;;;;;;;;;
TEX_dominion_6th_ADJ;Texaans;;;;;;;;;;;;;
TEX_dominion_7th;Dominion of Texas;;;;;;;;;;;;;
TEX_dominion_7th_ADJ;Texian;;;;;;;;;;;;;
TEX_dominion_8th;Schutzgebiete Texas;;;;;;;;;;;;;
TEX_dominion_8th_ADJ;Texaner;;;;;;;;;;;;;
TEX_dominion_9th;Dekesasi Baohuguo;;;;;;;;;;;;;
TEX_dominion_9th_ADJ;Dezhouren;;;;;;;;;;;;;
TEX_dominion_10th;Colonie du Texas;;;;;;;;;;;;;
TEX_dominion_10th_ADJ;Texan;;;;;;;;;;;;;
TEX_dominion_11th;Commonwealth of Texas;;;;;;;;;;;;;
TEX_dominion_11th_ADJ;Texan;;;;;;;;;;;;;
TEX_dominion_12th;Vizekonigreich Texas;;;;;;;;;;;;;
TEX_dominion_12th_ADJ;Texaner;;;;;;;;;;;;;
TEX_dominion_13th;Governatorato del Texas;;;;;;;;;;;;;
TEX_dominion_13th_ADJ;Texano;;;;;;;;;;;;;
TEX_dominoon_14th;Estado do Texas;;;;;;;;;;;;;
TEX_dominoon_14th_ADJ;Texano;;;;;;;;;;;;;
TEX_dominion_15th;Protectorat du Texas;;;;;;;;;;;;;
TEX_dominion_15th_ADJ;Texan;;;;;;;;;;;;;
TEX_dominion_16th;Tekisasu Shu;;;;;;;;;;;;;
TEX_dominion_16th_ADJ;Tekisasu;;;;;;;;;;;;;
TEX_viceroyalty;Provincia de Tejas;;;;;;;;;;;;;
TEX_viceroyalty_ADJ;Tejano;;;;;;;;;;;;;
TEX_dominion_18th;Vicekungadomet Texas;;;;;;;;;;;;;
TEX_dominion_18th_ADJ;Texansk;;;;;;;;;;;;;
TEX_dominon_19th;Texansk Selvstyre;;;;;;;;;;;;;
TEX_dominion_19th_ADJ;Texansk;;;;;;;;;;;;;
TEX_dominion_20th;Wilayat Taksas;;;;;;;;;;;;;
TEX_dominion_20th_ADJ;Taksas;;;;;;;;;;;;;
ICL_dominion_5th;Tsarstvo Islandii;;;;;;;;;;;;;
ICL_dominion_5th_ADJ;Islandskiy;;;;;;;;;;;;;
ICL_dominion_6th;IJsland;;;;;;;;;;;;;
ICL_dominion_6th_ADJ;IJslands;;;;;;;;;;;;;
ICL_dominion_7th;Dominion of Iceland;;;;;;;;;;;;;
ICL_dominion_7th_ADJ;Icelandic;;;;;;;;;;;;;
ICL_dominion_8th;Konigreich Island;;;;;;;;;;;;;
ICL_dominion_8th_ADJ;Islandisch;;;;;;;;;;;;;
ICL_dominion_9th;Bingdao Baohuguo;;;;;;;;;;;;;
ICL_dominion_9th_ADJ;Bingdaode;;;;;;;;;;;;;
ICL_dominion_10th;Province d'Islande;;;;;;;;;;;;;
ICL_dominion_10th_ADJ;Islandais;;;;;;;;;;;;;
ICL_dominion_11th;Commonwealth of Iceland;;;;;;;;;;;;;
ICL_dominion_11th_ADJ;Icelandic;;;;;;;;;;;;;
ICL_dominion_12th;Vizekonigreich Island;;;;;;;;;;;;;
ICL_dominion_12th_ADJ;Islandisch;;;;;;;;;;;;;
ICL_dominion_13th;Governatorato d'Islanda;;;;;;;;;;;;;
ICL_dominion_13th_ADJ;Islandese;;;;;;;;;;;;;
ICL_dominoon_14th;Estado da Islandia;;;;;;;;;;;;;
ICL_dominoon_14th_ADJ;Islandes;;;;;;;;;;;;;
ICL_dominion_15th;Protectorat d'Islande;;;;;;;;;;;;;
ICL_dominion_15th_ADJ;Islandais;;;;;;;;;;;;;
ICL_dominion_16th;Aisurando Okoku;;;;;;;;;;;;;
ICL_dominion_16th_ADJ;Aisurandogo;;;;;;;;;;;;;
ICL_viceroyalty;Capitania de Islandia;;;;;;;;;;;;;
ICL_viceroyalty_ADJ;Islandes;;;;;;;;;;;;;
ICL_dominion_18th;Islands Sjalvstyre;;;;;;;;;;;;;
ICL_dominion_18th_ADJ;Islandska;;;;;;;;;;;;;
ICL_dominon_19th;Kongeriget Island;;;;;;;;;;;;;
ICL_dominion_19th_ADJ;Islandsk;;;;;;;;;;;;;
AST_dominion_5th;Avstraliyskoye Namestnichestvo;;;;;;;;;;;;;
AST_dominion_5th_ADJ;Avstraliyskiy;;;;;;;;;;;;;
AST_dominion_6th;Onderkoninkrijk Nieuw-Holland;;;;;;;;;;;;;
AST_dominion_6th_ADJ;Nieuwhollands;;;;;;;;;;;;;
AST_dominion_7th;Dominion of Australia;;;;;;;;;;;;;
AST_dominion_7th_ADJ;Australian;;;;;;;;;;;;;
AST_dominion_8th;Schutzgebiete Neuholland;;;;;;;;;;;;;
AST_dominion_8th_ADJ;Neuhollandische;;;;;;;;;;;;;
AST_dominion_9th;Aodaliya Baohuguo;;;;;;;;;;;;;
AST_dominion_9th_ADJ;Aodaliya;;;;;;;;;;;;;
AST_dominion_10th;Dominion d'Australie;;;;;;;;;;;;;
AST_dominion_10th_ADJ;Australien;;;;;;;;;;;;;
AST_dominion_11th;United States of Australia;;;;;;;;;;;;;
AST_dominion_11th_ADJ;Australian;;;;;;;;;;;;;
AST_dominion_12th;Vizekonigreich von Australien;;;;;;;;;;;;;
AST_dominion_12th_ADJ;Australisch;;;;;;;;;;;;;
AST_dominion_13th;Vicereame dell'Australia;;;;;;;;;;;;;
AST_dominion_13th_ADJ;Australiana;;;;;;;;;;;;;
AST_dominoon_14th;Estado da Australia;;;;;;;;;;;;;
AST_dominoon_14th_ADJ;Australiano;;;;;;;;;;;;;
AST_dominion_15th;Nouvelle-Hollande;;;;;;;;;;;;;
AST_dominion_15th_ADJ;Nouvellehollandais;;;;;;;;;;;;;
AST_dominion_16th;Osutoraria Shu;;;;;;;;;;;;;
AST_dominion_16th_ADJ;Osutorariahito;;;;;;;;;;;;;
AST_viceroyalty;Virreinato de Australia;;;;;;;;;;;;;
AST_viceroyalty_ADJ;Australiano;;;;;;;;;;;;;
AST_dominion_18th;Vicekungadomet Nya Holland;;;;;;;;;;;;;
AST_dominion_18th_ADJ;Nyahollandsk;;;;;;;;;;;;;
AST_dominon_19th;Australische Selvstyre;;;;;;;;;;;;;
AST_dominion_19th_ADJ;Australische;;;;;;;;;;;;;
NZL_dominion_5th;Novozelandets Namestnichestvo;;;;;;;;;;;;;
NZL_dominion_5th_ADJ;Novozelandets;;;;;;;;;;;;;
NZL_dominion_6th;Onderkoninkrijk Nieuw-Zeeland;;;;;;;;;;;;;
NZL_dominion_6th_ADJ;Nieuwzeeuw;;;;;;;;;;;;;
NZL_dominion_7th;Dominion of New Zealand;;;;;;;;;;;;;
NZL_dominion_7th_ADJ;New Zealand;;;;;;;;;;;;;
NZL_dominion_8th;Schutzgebiete Neuseeland;;;;;;;;;;;;;
NZL_dominion_8th_ADJ;Neuseelandische;;;;;;;;;;;;;
NZL_dominion_9th;Xinxilan Baohuguo;;;;;;;;;;;;;
NZL_dominion_9th_ADJ;Xinxilanren;;;;;;;;;;;;;
NZL_dominion_10th;Dominion de Nouvelle-Zelande;;;;;;;;;;;;;
NZL_dominion_10th_ADJ;Nouvelle-Zelandais;;;;;;;;;;;;;
NZL_dominion_11th;Commonwealth of New Zealand;;;;;;;;;;;;;
