Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
take_colony_desc;Acquire an enemy ßYorganized colonyßW;Prendre un ßY…tat colonialßW ennemi;Erobern Sie einen feindlichen ßYKolonialstaatßW.;;Adquirir un ßYestado colonialßW enemigo;;;;;;;;;
NORMAL_WAR_COLONY_NAME;$ORDER$$FIRST$ Colonial Conquest of $COUNTRY$;$ORDER$$FIRST$ conquÍte coloniale de $STATE$;$ORDER$$FIRST$e Kolonialeroberung von $STATE$;;$ORDER$ Conquista colonial $FIRST$ de $STATE$;;;;;;;;;
AGRESSION_WAR_COLONY_NAME;$ORDER$$FIRST$ Colonial War for $COUNTRY$;$ORDER$$FIRST$ guerre coloniale pour $STATE$;$ORDER$$FIRST$er Kolonialkrieg um $STATE$;;$ORDER$ Guerra colonial $FIRST$ por $STATE$;;;;;;;;;
substate_annex;Annex to Substate;;;;;;;;;;;;;
substate_annex_setup;Annex $RECIPIENT$ to $THIRD$;;;;;;;;;;;;;
substate_annex_short;$THIRD$ annexes $RECIPIENT$;;;;;;;;;;;;;
substate_annex_desc;Annex a single-state ßYcountryßW for our substate, vassal or spherling.;;;;;;;;;;;;;
NORMAL_WAR_SUBSTATE_ANNEX_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Conquest;;;;;;;;;;;;;
AGRESSION_WAR_SUBSTATE_ANNEX_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Conquest;;;;;;;;;;;;;
NORMAL_SUBSTATE_STATE_NAME;$ORDER$$FIRST$ Conquest of $COUNTRY_ADJ$ $STATE$;$ORDER$$FIRST$ conquÍte de $STATE$;$ORDER$$FIRST$e Eroberung von $STATE$;;$ORDER$ Conquista $FIRST$ de $STATE$;;;;;;;;;
AGRESSION_SUBSTATE_STATE_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ $STATE$;$ORDER$$FIRST$ guerre pour $STATE$;$ORDER$$FIRST$er Krieg um $STATE$;;$ORDER$ Guerra $FIRST$ de $STATE$;;;;;;;;;
place_in_the_sun;Place in the Sun;Une place au soleil;Ein Platz an der Sonne;;Un lugar bajo el sol;;;;;;;;;
