RECRUITED_PERCENTAGE_LESS_THAN;Less than §Y$VAL$§W% of possible soldiers recruited.\n;Moins de §Y$VAL$§W % des soldats potentiels ont été recrutés.\n;Weniger als §Y$VAL$§W% der möglichen Soldaten rekrutiert.\n;;Menos del §Y$VAL$§W% de los soldados posibles reclutados.\n;;;;;;;;x
RECRUITED_PERCENTAGE_MORE_THAN;At least §Y$VAL$§W% of possible soldiers recruited.\n;Au moins §Y$VAL$§W % des soldats potentiels ont été recrutés.\n;Mindestens §Y$VAL$§W% der möglichen Soldaten rekrutiert.\n;;Al menos el §Y$VAL$§W% de los soldados posibles reclutados.\n;;;;;;;;x
SEPARATISM_TECH;Separatism;Séparatisme;Separatismus;;Separatismo;;;;;;;;x
INC_RES_TECH;Research Points;Points de recherche;Forschungspunkte;;Puntos de investigación;;;;;;;;x
TOTAL_POPS_NOT_TR;Less than §Y$VAL$§W pops in $WHERE$.\n;Moins de §Y$VAL$§W pop en $WHERE$.\n;Weniger als §Y$VAL$§W Bevs in $WHERE$.\n;;Menos de §Y$VAL$§W POB en $WHERE$.\n;;;;;;;;x
TOTAL_POPS_TR;At least §Y$VAL$§W pops in $WHERE$.\n;Au moins §Y$VAL$§W pop en $WHERE$.\n;Mindestens §Y$VAL$§W Bevs in $WHERE$.\n;;Al menos §Y$VAL$§W POB en $WHERE$.\n;;;;;;;;x
IS_CRIME_NOT_HIGHER_THAN_EDU_TR;More is spent on §Yeducation§W than on administration.\n;Les dépenses d’§Yéducation§W sont supérieures aux dépenses d’administration.\n;Ausgaben für §YBildung§W übersteigen die für Verwaltung.\n;;Se gasta más en §Yeducación§W que en administración.\n;;;;;;;;x
IS_CRIME_HIGHER_THAN_EDU_TR;More is spent on §Yadministration§W than on education.\n;Les dépenses d’§Yadministration§W sont supérieures aux dépenses d’éducation.\n;Ausgaben für §YVerwaltung§W übersteigen die für Bildung.\n;;Se gasta más en §Yadministración§W que en educación.\n;;;;;;;;x
ANY_AT_WAR_STARTS;Any country at war with.;Tout pays avec lequel nous sommes en guerre.;Jedes Land, mit dem Krieg herrscht.;;Cualquier país con el que estás en guerra.;;;;;;;;x
REBEL_POWER_LESS_THAN;Rebel threat is less than §Y$VAL$§W percent.;La menace rebelle est inférieure à §Y$VAL$§W %.;Bedrohung durch Rebellen beträgt weniger als §Y$VAL$§W Prozent.;;La amenaza de los rebeldes es inferior al §Y$VAL$§W por ciento.;;;;;;;;x
REBEL_POWER_MORE_THAN;Rebel threat is at least §Y$VAL$§W percent.;La menace rebelle est d’au moins §Y$VAL$§W %.;Bedrohung durch Rebellen beträgt mindestens §Y$VAL$§W Prozent.;;La amenaza de los rebeldes es de al menos el §Y$VAL$§W por ciento.;;;;;;;;x
POP_TYPE_PERC_NOT;$NAME$ is less than §Y$VAL$%§W.\n;$NAME$ : inférieur à §Y$VAL$%§W.\n;$NAME$ ist weniger als §Y$VAL$%§W.\n;;Los $NAME$ representan menos del §Y$VAL$%§W.\n;;;;;;;;x
POP_TYPE_PERC;$NAME$ is at least §Y$VAL$%§W.\n;$NAME$ : supérieur à §Y$VAL$%§W.\n;$NAME$ ist mindestens §Y$VAL$%§W.\n;;Los $NAME$ representan al menos el §Y$VAL$%§W.\n;;;;;;;;x
MAJORITY_IS;Majority of population is ;La majorité de la population est ;Bevölkerungsmehrheit ist ;;La mayoría de la población es ;;;;;;;;x
MAJORITY_IS_NOT;Majority of population is NOT ;La majorité de la population n’est PAS ;Bevölkerungsmehrheit ist NICHT ;;La mayoría de la población NO es ;;;;;;;;x
ICL;Iceland;Islande;Island;;Islandia;;;;;;;;x
ICL_ADJ;Icelandic;islandais;Isländisch;;Islandesa;;;;;;;;x
ISR;Israel;Israël;Israel;;Israel;;;;;;;;x
ISR_ADJ;Israeli;israélien;Israelitisch;;Israelí;;;;;;;;x
BYZ;Byzantine Empire;Empire byzantin;Byzantinisches Reich;;Imperio Bizantino;;;;;;;;x
BYZ_ADJ;Byzantine;byzantin;Byzantinisch;;Bizantina;;;;;;;;x
BYZ_conservative;Komma Ethnikofronon;Komma Ethnikofronon;Komma Ethnikofronon;;Komma Ethnikofronon;;;;;;;;x
BYZ_reactionary;Kómma Paleologós;Kómma Paleologós;Kómma Paleologós;;Kómma Paleologós;;;;;;;;x
BYZ_liberal;Kómma Fileleftheron;Kómma Fileleftheron;Kómma Fileleftheron;;Kómma Fileleftheron;;;;;;;;x
BYZ_anarcho_liberal;Neoteristikon Kómma;Neoteristikon Kómma;Neoteristikon Kómma;;Neoteristikon Kómma;;;;;;;;x
BYZ_socialist;Sosialistikó Kómma Byzantós;Sosialistikó Kómma Byzantós;Sosialistikó Kómma Byzantós;;Sosialistikó Kómma Byzantós;;;;;;;;x
BYZ_communist;Kommounistikó Kómma Byzantós;Kommounistikó Kómma Byzantós;Kommounistikó Kómma Byzantós;;Kommounistikó Kómma Byzantós;;;;;;;;x
BYZ_fascist;Kómma ton Eleutherofróvon;Kómma ton Eleutherofróvon;Kómma ton Eleutherofróvon;;Kómma ton Eleutherofróvon;;;;;;;;x
ISR_conservative;Herut;Herut;Herut;;Herut;;;;;;;;x
ISR_reactionary;Hazit Datit Meuhedet;Hazit Datit Meuhedet;Hazit Datit Meuhedet;;Hazit Datit Meuhedet;;;;;;;;x
ISR_liberal;Miflaga Progresivit;Miflaga Progresivit;Miflaga Progresivit;;Miflaga Progresivit;;;;;;;;x
ISR_anarcho_liberal;Tzionim Klaliym;Tzionim Klaliym;Tzionim Klaliym;;Tzionim Klaliym;;;;;;;;x
ISR_socialist;Mifleget Poalei Eretz Yisrael;Mifleget Poalei Eretz Yisrael;Mifleget Poalei Eretz Yisrael;;Mifleget Poalei Eretz Yisrael;;;;;;;;x
ISR_communist;HaMiflega HaKomunistit HaYisraelit;HaMiflega HaKomunistit HaYisraelit;HaMiflega HaKomunistit HaYisraelit;;HaMiflega HaKomunistit HaYisraelit;;;;;;;;x
ISR_fascist;Brit HaBirionim;Brit HaBirionim;Brit HaBirionim;;Brit HaBirionim;;;;;;;;x
ICL_conservative;Sjálfstaeddisflokkurinn;Sjálfstaeddisflokkurinn;Sjálfstaeddisflokkurinn;;Sjálfstaeddisflokkurinn;;;;;;;;x
ICL_reactionary;Borgaraflokkurinn;Borgaraflokkurinn;Borgaraflokkurinn;;Borgaraflokkurinn;;;;;;;;x
ICL_liberal;Framsóknarflokkurinn;Framsóknarflokkurinn;Framsóknarflokkurinn;;Framsóknarflokkurinn;;;;;;;;x
ICL_anarcho_liberal;Besti flokkurinn;Besti flokkurinn;Besti flokkurinn;;Besti flokkurinn;;;;;;;;x
ICL_socialist;Althýedduflokkurinn;Althýedduflokkurinn;Alth_edduflokkurinn;;Althýedduflokkurinn;;;;;;;;x
ICL_communist;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;;Kommúnistaflokkur Íslands;;;;;;;;x
ICL_fascist;Flokkur Thjóeddernissinna;Flokkur Thjóeddernissinna;Flokkur Thjóeddernissinna;;Flokkur Thjóeddernissinna;;;;;;;;x
ANY_CORE_LIMITED;For any core that is\n;Pour tout territoire clé qui est\n;Für jede Kernprovinz, für die gilt:\n;;Para cualquier núcleo que esté\n;;;;;;;;x
ANY_CORE_NORMAL;All core provinces will get\n;Tous les territoires clés obtiennent\n;Alle Kernprovinzen erhalten\n;;Todas las provincias núcleo recibirán\n;;;;;;;;x
POLITICS_NOT_BEFORE;We can not change ruling party again before §Y$DATE$§W.;Nous ne pouvons pas changer de parti dirigeant avant §Y$DATE$§W.;Ein erneuter Wechsel der Regierungspartei ist vor §Y$DATE$§W unmöglich.;;No podemos cambiar de nuevo el partido gobernante hasta el §Y$DATE$§W.;;;;;;;;x
POLITICS_NOT_ACCEPTED;Our form of government does not allow §Y$WHICH$§W parties.;Notre forme de gouvernement n’autorise pas les partis §Y$WHICH$§W.;Unsere Regierungsform gestattet keine §Y$WHICH$en§W Parteien.;;Nuestra forma de gobierno no permite partidos §Y$WHICH$§W.;;;;;;;;x
RELEASE_PRESTIGE;Prestige: ;Prestige : ;Prestige: ;;Prestigio: ;;;;;;;;x
RELEASE_INFAMY;Infamy: ;Infamie : ;Infamie: ;;Infamia: ;;;;;;;;x
EVTDESC80000;The Russians have demanded that we acquiesce to their theft of our rightful territory. This is outrageous, but we may have no recourse but to accept their demands. If we do, they shall help ensure our sovereignty vis-à-vis the other Europeans. Also, we may be incapable of defeating them if the Russians decide to resolve this issue by force.;Les Russes exigent que nous acquiescions au vol de notre territoire légitime. C’est un outrage, mais nous n’avons pas d’autre choix que de céder à leurs exigences. Si nous cédons, nous assurerons par là notre souveraineté à l’égard des autres européens. De plus, nous serions dans l’incapacité de vaincre si les Russes décidait de résoudre la situation par la force.;Die Russen haben verlangt, dass wir ihren Diebstahl unseres rechtmäßigen Territoriums anerkennen. Dies ist unerhört, aber uns wird vermutlich keine andere Wahl bleiben, als ihren Forderungen zu entsprechen. Falls wir das tun, werden sie uns bei der Behauptung unserer Souveränität den anderen Europäern gegenüber helfen. Sollten sich die Russen entscheiden, diesen Disput mit Waffengewalt zu lösen, würden wir sie vermutlich sowieso nicht schlagen können.;;Los rusos han exigido que reconozcamos lo que es un flagrante robo de nuestro legítimo territorio. Es un ultraje, pero no tenemos más remedio que aceptar sus demandas. Si lo hacemos, garantizarán nuestra soberanía frente a las demás potencias europeas. Además, si decidiéramos oponernos a ellos por la fuerza, tal vez no podríamos derrotarlos.;;;;;;;;;x
EVTOPTA80000;We have no choice, sign their treaty.;Nous n’avons pas d’autre choix que de signer le traité.;Wir haben keine Wahl. Vertrag unterzeichnen!;;No tenemos alternativa, firmad el tratado.;;;;;;;;;x
EVTOPTB80000;The Czar can go to hell!;Que le tsar aille au diable !;Der Zar soll in der Hölle schmoren!;;¡Que el zar se vaya al Infierno!;;;;;;;;;x
EVTNAME80001;China rejects the Convention;La Chine rejette la convention;China lehnt die Konvention ab;;China rechaza la convención;;;;;;;;;x
EVTDESC80001;The ungrateful Chinese would rather watch their cities burn than agree to our rightful demands. We may just have to accommodate the desires of our wayward Asiatic neighbors.;Les Chinois ingrats préfèrent voir leurs villes brûler que d’accéder à nos demandes légitimes. Peut-être devrons-nous nous accommoder des désirs de nos voisins asiatiques butés.;Die undankbaren Chinesen möchten lieber ihre Städte in Flammen sehen, als unseren rechtmäßigen Forderungen zu entsprechen. Wir müssen den Wünschen unserer widerspenstigen asiatischen Nachbarn wohl nachkommen ...;;Los ingratos chinos prefieren ver arder sus ciudades antes que acceder a nuestras legítimas demandas. Puede que tengamos que doblegarnos a los deseos de nuestros vecinos asiáticos.;;;;;;;;;x
EVTOPTA80001;Where once the Russian flag is raised, it must not be lowered!;Là où a été hissé le drapeau russe, il ne peut être amené !;Wo einmal die russische Flagge gehisst wurde, darf sie nicht mehr verschwinden!;;¡Allí donde se ha izado la bandera de Rusia, ya nunca vuelve a arriarse!;;;;;;;;;x
OL_SIEGES;Occupations;Occupations;Besetzungen;;Ocupaciones;;;;;;;;;x
IS_NOT_BIG_PROD_TRIG;Is NOT a big producer of §Y$VAL$§W.\n;N’est pas un gros producteur de §Y$VAL$§W.\n;Ist KEIN großer Produzent von §Y$VAL$§W.\n;;NO es un gran productor de §Y$VAL$§W.\n;;;;;;;;x
IS_BIG_PROD_TRIG;Is a big producer of §Y$VAL$§W.\n;Est un gros producteur de §Y$VAL$§W.\n;Ist ein großer Produzent von §Y$VAL$§W.\n;;Es un gran productor de §Y$VAL$§W.\n;;;;;;;;x
HAVE_LOWER_RANK_THAN;Lower rank than ;De rang inférieur à ;Niedrigerer Rang als ;;Clasificación menor que ;;;;;;;;x
HAVE_HIGHER_RANK_THAN;Higher rank than ;De rang supérieur à ;Höherer Rang als ;;Clasificación mayor que ;;;;;;;;x
MUST_NEGOTIATE_WITH_WAR_LEADER_STATUS_QUO;We must negotiate with the enemy §YWar leader§W since we have added wargoals and they have added a §YStatus Quo§W wargoal;Nous devons négocier avec le §YWar leader§W ennemi car nous avons ajouté des objectifs de guerre et ils ont ajouté un objectif de §YStatu Quo§W.;Wir müssen mit dem feindlichen §YKriegsführer§W verhandeln, da wir Kriegziele hinzugefügt haben und sie ein §YStatus Quo§W-Kriegsziel hinzugefügt haben.;;Debemos negociar con el §Ylíder de la guerra§W enemigo, porque hemos añadido un objetivo bélico y ellos han hecho lo propio con uno de §YStatus Quo§W;;;;;;;;;x
law_of_guarantees_title;The Law of Guarantees;La loi des garanties;Das Garantiegesetz;;La ley de garantías;;;;;;;;;x
law_of_guarantees_desc;In 1870 'The Law of Guarantees' was a law passed by the newly formed Kingdom of Italy -- aimed at solving the 'Roman Question' -- that accorded the pope privileges similar to that of the King himself, including the right to send and receive ambassadors. Pope Pius IX refused to accept the laws, which were seen by both him and his successors as an infringement of the independence of the Holy See. While the issue was not conclusively solved until the Lateran Treaty of 1929, the Law of Guarantees nevertheless meant that the young Kingdom's capital would from then on be Rome.;En 1870, la « Loi des garanties » fut passée par le tout jeune royaume d’Italie pour résoudre la « question romaine ». Cette loi accordait au pape des privilèges équivalents à ceux du roi, y compris le droit de recevoir et de nommer des ambassadeurs. Le pape Pie IX refusa la loi, que lui-même et ses successeurs considéraient comme une atteinte à l'indépendance du Saint Siège. Si la question ne fut définitivement réglée qu’en 1929 avec le Traité de Latran, la loi des garanties a néanmoins établi que la capitale du nouveau royaume serait Rome.;Mit dem im Jahr 1870 vom neu gegründeten Königreich Italien verabschiedeten 'Garantiegesetz' sollte die 'Römische Frage' gelöst werden. Das Gesetz gestand dem Papst dieselben Privilegien wie dem König selbst zu, einschließlich dem Recht, Botschafter zu entsenden und zu empfangen. Papst Pius IX. lehnte das Gesetz ab, das er und seine Nachfolger als Schmälerung der Unabhängigkeit des Heiligen Stuhls betrachteten. Obwohl das Problem erst in den Lateranverträgen von 1929 endgültig gelöst werden konnte, bedeutete das Garantiegesetz trotzdem, dass die Hauptstadt des jungen Königreichs von jenem Zeitpunkt an Rom war.;;En 1870, con el fin de resolver la 'Cuestión Romana', el recién formado reino de Italia promulgó la 'ley de garantías', en la que se concedían al pontífice privilegios equivalentes a los del rey, incluido el derecho a enviar y recibir embajadores. El papa Pío IX se negó a aceptar la ley, a la que tanto él como sus sucesores consideraron un atentado contra la independencia de la Santa Sede. Aunque el asunto no quedaría permanentemente zanjado hasta el Tratado Laterano de 1929, la ley de garantías suponía que la capital del joven reino estaría en la ciudad de Roma.;;;;;;;;;x
form_byzantine_empire_title;King of Kings, Ruler of Rulers;Le Roi des Roi;König der Könige, Herrscher der Herrscher;;Rey de reyes, gobernante de gobernantes;;;;;;;;;x
form_byzantine_empire_desc;With the collapse of the Ottoman Empire, the Ottoman claims to Imperial Roman titles, so viciously and deceitfully wrought from Greek hands in the dark year of 1453, are all fast becoming fading memories. Constantinople, the City of Man's Desire, is again, after centuries of Turkish occupation, in Greek hands. As years and time passed again, again ours they were. Basileos, proclaim our Empire restored!;Avec la chute de l’Empire ottoman, les prétentions ottomanes sur les titres de la Rome impériale, arrachés des mains grecques par traitrise et fourberie en cette sombre année 1453, ne sont plus que des souvenirs oubliés. Constantinople, la ville des désirs d’un homme, est de nouveau grecque après des siècles d’occupation turque. Tandis que les années passaient, notre heure est revenue. Basileos, proclame notre empire restauré !;Durch den Zusammenbruch des osmanischen Reiches wird von den osmanischen Ansprüchen an kaiserlich-römische Titel, die man den Griechen im schwarzen Jahr 1453 so brutal und hinterlistig entrissen hatte, bald nicht mehr als schnell verblassende Erinnerungen übrig sein. Konstantinopel, die Stadt der sieben Hügel, ist nach Jahrhunderten türkischer Besetzung nun wieder in griechischen Händen. Basileos, proklamiere unser Reich als wiederhergestellt!;;Con el colapso del Imperio Otomano, las pretensiones de los turcos con respecto a los títulos imperiales romanos, tan cruel y maliciosamente arrebatadas de manos de los griegos en el sombrío año de 1453, están quedando relegadas a la condición de mero recuerdo. Constantinopla, la 'Ciudad del Deseo del Hombre', vuelve a estar, tras siglos de ocupación turca, en manos de los griegos. Han pasado muchos años, pero todo vuelve a su lugar. ¡Basileos, proclamad la restauración de nuestro imperio!;;;;;;;;;x
form_israel_title;The Balfour Declaration;La déclaration Balfour;Die Balfour-Deklaration;;La declaración Balfour;;;;;;;;x
form_israel_desc;His Majesty's government view with favour the establishment in Palestine of a national home for the Jewish people, and will use their best endeavours to facilitate the achievement of this object...'\n\nSince we exert a significant influence in Judea and the Levant, the ancient birthplaces of the Jewish Nation, we can issue a declaration expressing our favorable attitude toward the establishment of a national home for the Jewish people there.;« Le gouvernement de Sa Majesté voit favorablement l’établissement en Palestine d’un territoire national pour le peuple juif, et mettra tout en œuvre pour faciliter la réalisation de cet objectif…\n\nDans la mesure où nous exerçons une influence non négligeable en Judée et au Levant, régions antiques qui virent la naissance de la nation juive, par cette déclaration, nous proclamons notre attitude favorable à l'établissement d'un territoire national pour le peuple juif dans cette région.;Ihrer Majestät Regierung sieht die Etablierung Palästinas als nationale Heimat des jüdischen Volkes wohlwollend, und wird ihr Möglichstes tun, um das Erreichen dieses Ziel zu fördern ...'\n\nDa wir in Judäa und der Levante, den uralten Geburtsstätten der jüdischen Nation, bedeutenden Einfluss haben, können wir unsere Befürwortung der dortigen Etablierung einer nationalen Heimat für das jüdische Volk deklarieren.;;El gobierno de Su Majestad ve con buenos ojos el establecimiento en Palestina de una patria para el pueblo judío y no escatimará esfuerzos para asegurarse de que se alcanza este objetivo...\n\nDada la influencia que ejercemos en Judea y el Levante, hogares ancestrales de la nación judía, podríamos emitir una declaración en la que se exprese nuestra actitud favorable al establecimiento allí de una patria para el pueblo judío.;;;;;;;;x
BYZ_absolute_monarchy;Byzantine Empire;Empire byzantin;Byzantinisches Reich;;Imperio Bizantino;;;;;;;;;x
BYZ_proletarian_dictatorship;Union of Red Themes;Union des thèmes rouges;Union der Rotthematiker;;Unión de las Themas Rojas;;;;;;;;;x
BAB;Babylon;Babylone;Babylon;;Babilonia;;;;;;;;;x
BAB_ADJ;Babylonian;babylonien;Babylonisch;;Babilónica;;;;;;;;;x
BAB_conservative;The Code of Laws Party;Le parti du code des lois;Die Gesetzbuchpartei;;El Partido del Código Legal;;;;;;;;;x
BAB_liberal;The (Hanging) Garden Party;Le parti des jardins (suspendus);Die (Hängende) Gartenpartei;;El Partido de los Jardines (Colgantes);;;;;;;;;x
BAB_reactionary;Hammurabi's Helpful;Parti hammourabien;Hammurabis Helfer;;Los Seguidores de Hammurabi;;;;;;;;;x
BAB_communist;The Ziggurat Faction (Marxist-Leninist);La faction ziggourat (marxiste-léniniste);Die Ziggurat-Fraktion (marxistisch-leninistisch);;La Facción Ziggurat (marxista-leninista);;;;;;;;;x
BAB_anarcho_liberal;Ama-gi Popular Front;Front populaire Ama-gi;Ama-gi-Volksfront;;Frente Popular Ama-gi;;;;;;;;;x
BAB_socialist;The Tower Builders;Les bâtisseurs de tours;Die Turmbauer;;Los Constructores de Torres;;;;;;;;;x
BAB_fascist;Babylon Zoo;Le Zoo de Babylone;Babylon Zoo;;El Zoo Babilónico;;;;;;;;;x
build_the_tower_of_babylon_title;The Tower of Babel;La tour de Babel;Der Turm von Babylon;;La Torre de Babel;;;;;;;;;x
build_the_tower_of_babylon_desc;Very little progress has been made in the past few thousand years on that greatest of all building projects initiated by our proud ancestors. With Iraq's recent ascent to power and standing in the world, there is some talk... though all talk has been strangely hard to understand lately... of starting the project back up again! With modern technology, who knows what wonders could be accomplished?;Au cours des derniers millénaires, très peu de progrès ont été faits sur le plus grand projet de construction initié par nos illustres ancêtres. Avec la montée en puissance récente et la nouvelle place dans le concert des nation de l'Iraq, on parle… même si récemment, le discourt s’est fait incompréhensible… de relancer le projet ! Avec la technologie moderne, qui sait quelles merveilles pourraient être accomplies ?;Im Laufe der letzten Jahrtausende wurden beim größten aller Bauprojekte, begonnen von unseren stolzen Vorfahren, kaum noch Fortschritte erzielt. Durch den kürzlichen Aufstieg des Iraks zu Macht und Ansehen in der Welt gibt es Gespräche ... die in letzter Zeit merkwürdigerweise nur schwer zu verstehen waren ... das Projekt wieder aufzunehmen! Welche Wunder wohl durch den Einsatz moderner Technologie möglich wären?;;En los últimos milenios apenas se han hecho progresos en el mayor de los proyectos de construcción iniciado por nuestros orgullosos antepasados. ¡Con el reciente ascenso de Irak en el concierto de las naciones, cada vez más voces (aunque cada vez más confusas, también es cierto) hablan de reiniciar el proyecto! Con la tecnología moderna, ¿quién sabe qué maravillas se podrían alcanzar?;;;;;;;;;x
EVTNAME4430;Pressure for Reform;Pression pour des réformes;Forderung nach Reformen;;Petición de reformas;;;;;;;;;x
EVTDESC4430;And love dares you to change our way of caring, about ourselves.'\n-- Queen\n\nThe political climate in $COUNTRY$ has taken a turn for the worse lately, as more and more of our loyal subjects are beginning to question the wisdom of our less than representational Upper House. The Upper House is increasingly being seen as the one institution primarily responsible for the constant smothering of all attempts and initiatives aiming at political reform, and people are demanding that the institution's founding charters be redrawn to allow for a broader representation.;« Et l’amour vous défie de changer la manière dont nous nous occupons de nous-mêmes »\n-- Queen\n\n Le climat politique en $COUNTRY$ s’est considérablement dégradé alors que de plus en plus de nos loyaux sujets mettent en doute la sagesse de notre chambre haute, si peu représentative. La chambre haute est vue de plus en plus comme l’institution responsable de l’étouffement permanent des tentatives et initiatives visant aux réformes politiques, et le peuple exige que les chartes fondatrices de nos institutions soient amendées afin de permettre une représentation plus large.;And love dares you to change our way of caring, about ourselves.'\n-- Die Queen\n\nDas politische Klima in $COUNTRY$ hat kürzlich eine Wende zum Schlechteren genommen, und immer mehr unserer loyalen Unteranen beginnen, die Weisheit unseres nicht besonders repräsentativen Oberhauses anzuzweifeln. Das Oberhaus wird zunehmend als die Institution angesehen, die dafür verantwortlich ist, dass sämtliche politischen Reformversuche und -initiativen abgeschmettert werden. Das Volk verlangt die Neuaufsetzung der Grundprinzipien der Verfassung, um eine breitere Repräsentation zu ermöglichen.;;Y el amor que se atreve a cambiar la forma en que nos manejan\n-- Reina\n\nEl clima político en $COUNTRY$ ha dado últimamente un giro para peor, pues cada vez son más los súbditos nuestros que cuestionan la falta de representatividad de la cámara alta. El pueblo la considera responsable de que constantemente se frustren las iniciativas de reforma política y comienza a pedir que se reforme su carta fundacional para abrir sus puertas a una representatividad más amplia.;;;;;;;;;x
EVTOPTA4430;Insanity laughs under pressure we're cracking.;Rires déments sous la pression. Nous craquons.;Der Wahnsinn nimmt seinen Lauf - aber wir geben dem Druck nach.;;Solo los locos se ríen bajo presión. El sistema se desmorona.;;;;;;;;;x
EVTOPTB4430;Can't we give ourselves one more chance?;Ne pouvons-nous pas nous donner une autre chance ?;Können wir uns selbst nicht noch eine Chance geben?;;¿No podemos darnos una oportunidad más?;;;;;;;;;x
#ADM_DESC;Spending on administration allows your bureaucrats to run and maintain a healthy bureaucracy, increasing your administrative efficiency. Having a low administrative efficiency means that you effectively pay more whenever the government spends money. The base prices for all government spendings are always increased by the inverse of your administrative efficiency to determine actual cost.;Les dépenses pour l’administration permettent à vos bureaucrates de maintenir une administration saine à l’efficacité renforcée. Une faible efficacité administrative fait que vous payez plus pour chaque projet dans lequel le gouvernement investit. Le coût de base des dépenses de l’État est toujours modifié par l’inverse de votre efficacité administrative pour en déterminer le prix final.;Verwaltungsausgaben ermöglichen Ihren Bürokraten die Beibehaltung einer reibungslosen Bürokratie und die Erhöhung Ihrer Verwaltungseffizienz. Eine niedrige Verwaltungseffizienz würde bedeuten, dass Sie letztendlich mehr zahlen, wann immer die Regierung Geld ausgibt. Der Basispreis für alle Regierungsausgaben wird immer durch die Umkehr Ihrer Verwaltungseffizienz erhöht, um die tatsächlichen Kosten zu ermitteln.;;El gasto en administración permite que tus burócratas mantengan una burocracia firme que aumentará la eficacia administrativa. Una baja eficiencia administrativa significa que, en la práctica, pagas más cada vez que el gobierno gasta dinero. Los precios básicos de los gastos realizados por el gobierno aumentan en proporción inversa a tu eficiencia administrativa a la hora de determinar los costes finales.;;;;;;;;;x
RELEASE_PLAY_AS;Play As;Jouer;Spielen als:;;Jugar con;;;;;;;;;x
EGY_921;Palestine;Palestine;Palästina;;Palestina;;;;;;;;;x
raise_the_bonnie_blue_flag_title;The Bonnie Blue Flag!;Le Bonnie Blue Flag !;Die Bonnie Blue Flag!;;¡La Bonnie Blue!;;;;;;;;;x
raise_the_bonnie_blue_flag_desc;Hurrah! Hurrah!\nFor Southern rights, hurrah!\nHurrah for the Bonnie Blue Flag that bears a single star!'\n\nThe 'Bonnie Blue Flag' was the first, unofficial flag of the Confederacy, and also the title of a popular 1861 Confederate marching song by Harry McCarthy praising that same flag. Hoist the Bonnie Blue, and watch the recruits flock to our banners.;« Hourra ! Hourra !\nPour les droits du Sud, hourra !\nHourra pour le Bonnie blue flag qui ne porte qu’une étoile ! »\n\n le « Bonnie Blue Flag » fut le premier drapeau, non officiel, de la Confédération des États du Sud et le titre d’une marche confédérée célèbre écrite en 1861 par Harry Mac Carthy. Dressons le Bonnie Blue Flag et voyons accourir les recrues à l’appel de notre bannière.;Hurrah! Hurrah!\nFor Southern rights, hurrah!\nHurrah for the Bonnie Blue Flag that bears a single star!'\n\nDie 'Bonnie Blue Flag' war die erste, wenngleich inoffizielle Flagge der Konföderation. Sie trug den Namen eines beliebten konföderierten Marschliedes von 1861 aus der Feder von Harry McCarthy, das dieselbe Flagge besang. Hissen Sie die Bonnie Blue, und die Rekruten werden zu unseren Bannern strömen.;;¡Hurra! ¡Hurra!\n¡Por obtener los derechos del sur, hurra!\n¡Hurra por la bandera Bonnie Blue que lleva una estrella!\n\nLa 'Bonnie Blue' fue la primera y oficiosa bandera de la Confederación, así como el título de una popular marcha confederada compuesta por Harry McCarthy en 1861 como homenaje a ella. Levantemos la Bonnie Blue y que los reclutas acudan en bloque a nuestras filas.;;;;;;;;;x
the_bonnie_blue_flag;The Bonnie Blue Flag;Le Bonnie Blue Flag;Die Bonnie Blue Flag;;La Bonnie Blue;;;;;;;;;x
the_bonnie_blue_flag_desc;A single white star on a blue field leads our troops to battle.;Une seule étoile sur fond bleu mène nos troupes à la bataille.;Ein einzelner weißer Stern auf blauem Hintergrund führt unsere Truppen in die Schlacht.;;Una estrella blanca sobre un campo azul guía a nuestras tropas al campo de batalla.;;;;;;;;;x
trinket_wage;Trinket Minimum Wage;Salaire min. dérisoire;Sach-Mindestlohn;;Salarios mínimos testimoniales;;;;;;;;;x
tut_2b_15;How factories are built depends on your country's present economic policy. Under a 'Laissez Faire' economy, for example, all your factories are built by your capitalists. In the current Belgian system, however, both the government and the capitalists can build factories. Building more factories is a good way to boost the country's economy. Go ahead and click the 'Build Factory' button for Belgian Wallonie.;La manière dont les usines sont construites dépend de la politique économique de votre pays. Dans une économie de « Laissez-faire », par exemple, toutes vos usines sont construites par vos capitalistes. Dans le système belge actuel, cependant, le gouvernement comme les capitalistes peuvent construire des usines. Construire plus d’usines est un bon moyen de développer l'économie du pays. Cliquez sur le bouton « Contruire usine » pour la Flandre.;Wie Fabriken gebaut werden, hängt von der aktuellen Wirtschaftspolitik Ihres Landes ab. Unter einer 'Laissez Faire'-Wirtschaft zum Beispiel werden alle Fabriken von Ihren Kapitalisten gebaut. Im aktuellen belgischen System können sowohl die Regierung als auch die Kapitalisten Fabriken bauen. Der Bau zusätzlicher Fabriken ist eine gute Methode, die Landeswirtschaft anzukurbeln. Klicken Sie nun für Flandern auf die Schaltfläche 'Fabrik bauen'.;;La manera en que se construyen las fábricas en tu país depende de su política económica. Bajo el 'Laissez Faire', por ejemplo, son los capitalistas los que las construyen todas. Sin embargo, en el actual sistema belga, tanto el gobierno como los capitalistas pueden hacerlo. Construir fábricas es un buen modo de desarrollar la economía de un país. Adelante, haz clic en el botón 'Construir fábrica' en Vlaandern.;;;;;;;;;x
