IRE_anarcho_liberal;Radical Party;Radical Party;Radical Party;;Radical Party;;;;;;;;;x;
FRA_reactionary_3;Ultraroyaliste;Ultraroyaliste;Ultraroyaliste;;Ultraroyaliste;;;;;;;;;x;
FRA_conservative_6;Constitutionnel;Constitutionnel;Constitutionnel;;Constitutionnel;;;;;;;;;x;
JAV_social_liberal;Social-Liberals;Social-Liberals;Social-Liberals;;Social-Liberals;;;;;;;;;x;
CE_NAME;The Concert of Europe;;;;;;;;;;;;;x;
CE_DESC;Napoleon has died, but his legacy still shakes Europe. The empires of the Americas are shattered, and the empires of Europe hear the first rumbles in a gathering storm of nationalism. The Vienna Congress that brought the Napoleonic Wars to an end was meant to restore the old monarchical order, but the concert of balanced powers it sought to establish is already looking precarious. Whichever nations can seize this moment will dominate a new age.;;;;;;;;;;;;;x;
NET_statisten;Statisten;;;;;;;;;x;;;;;
NET_orangisten;Orangisten;;;;;;;;;x;;;;;
NET_liberaal_progressief;Liberaal-Progressieven;;;;;;;;;x;;;;;
NET_monarchisten;Monarchisten;;;;;;;;;x;;;;;
NET_moderaat;Christelijk Conservatief;;;;;;;;;x;;;;;
NET_conservatief;Katholieke Volks Partij;;;;;;;;;x;;;;;
NET_vrij_antirevolutionaire_partij;Anti-Revolutionaire Partij;;;;;;;;;x;;;;;
NET_conservatief_liberaal;Liberaal-Conservatieven;;;;;;;;;x;;;;;
NET_algemeene_bond;Algemeene Bond;;;;;;;;;x;;;;;
NET_christelijk_hervormd;Christlijk-Gereformeede Unie;;;;;;;;;x;;;;;
NET_rooms_katholiek_1;Rooms Katholieken;;;;;;;;;x;;;;;
NET_rooms_katholiek_2;Rooms Katholieken;;;;;;;;;x;;;;;
NET_schaepmannianen;Schaepmannianen;;;;;;;;;x;;;;;
NET_bahlmannianen;Bahlmannianen;;;;;;;;;x;;;;;
NET_antirevolutionair;Antirevolutionairen;;;;;;;;;x;;;;;
NET_antirevolutionair_partij;Antirevolutionare Partij;;;;;;;;;x;;;;;
NET_antirevolutionair_partij_2;Antirevolutionaire Partij;;;;;;;;;x;;;;;
NET_staatkundig_reformeerde_partij;Staatkundig Gereformeerde Partij;;;;;;;;;x;;;;;
NET_oude_vrije_liberale;Oude/Vrije Liberalen;;;;;;;;;x;;;;;
NET_pragmatisch_liberaal;Pragmatisch Liberalen;;;;;;;;;x;;;;;
NET_thorbeckiaan;Thorbeckianen;;;;;;;;;x;;;;;
NET_liberale_unie;Liberale Unie;;;;;;;;;x;;;;;
NET_vrijheidsbond;Staatspartij;;;;;;;;;x;;;;;
NET_vrijzinnige_democraten;Vrijzinnige Democratische Bond;;;;;;;;;x;;;;;
NET_puttiaan;Puttianen;;;;;;;;;x;;;;;
NET_radicaal_liberaal;Radikale Bond;;;;;;;;;x;;;;;
NET_vrije_socialisten;Vrije Socialisten;;;;;;;;;x;;;;;
NET_sociaal_democratische_bond;Sociaal Democratische Bond;;;;;;;;;x;;;;;
NET_sociaal_democratische_arbeiderspartij;Sociaal Democratische Arbeiderspartij;;;;;;;;;x;;;;;
NET_social_democratische_partij;Sociaal Democratische Partij;;;;;;;;;x;;;;;
NET_communistische_partij_holland;Communistische Partij Holland;;;;;;;;;x;;;;;
NET_socialistische_partij;Socialistische Partij;;;;;;;;;x;;;;;
HOL_fascist;Nationaal-Socialistische Beweging;;;;;;;;;x;;;;;
HOL_fascist2;Frysk Fascisten Front;;;;;;;;;x;;;;;
AOT_absolute_monarchy;United Tribes;United Tribes;United Tribes;;;;;;;;;;;x;
AOT_prussian_constitutionalism;United Tribes;United Tribes;United Tribes;;;;;;;;;;;x;
AOT_hms_government;United Tribes;United Tribes;United Tribes;;;;;;;;;;;x;
AST_social_liberal;Australian Democrats;;;;;;;;;;;;;x;
BEL_social_liberal;Sociaal-Liberale Partij;;;;;;;;;;;;;x;
BOS_social_liberal;Nasa Stranka;;;;;;;;;;;;;x;
BOH_social_liberal;Civic Movement;;;;;;;;;;;;;x;
BUR_social_liberal;National Democratic Force;;;;;;;;;;;;;x;
CHI_social_liberal;Moderate Left;;;;;;;;;;;;;x;
DAN_social_liberal;Det Radikale Venstre;;;;;;;;;;;;;x;
EST_social_liberal;Eesti Keskerakond;;;;;;;;;;;;;x;
FIN_social_liberal;Svenska Folkpartiet i Finland;;;;;;;;;;;;;x;
FRA_social_liberal;Parti Radical de Gauche;;;;;;;;;;;;;x;
GER_social_liberal;Fortschrittliche Volkspartei;;;;;;;;;;;;;x;
HUN_social_liberal;SZDSZ;;;;;;;;;;;;;x;
ICL_social_liberal;Al?ý?uflokkurinn;;;;;;;;;;;;;x;
ITA_social_liberal;Giustizia e Liberta;;;;;;;;;;;;;x;
JAP_social_liberal;Minshuto;;;;;;;;;;;;;x;
KOR_social_liberal;Korean Democratic Party;;;;;;;;;;;;;x;
LIT_social_liberal;New Union;;;;;;;;;;;;;x;
LUX_social_liberal;Radikal-Sozialistesch Partei;;;;;;;;;;;;;x;
MLY_social_liberal;People's Justice Party;;;;;;;;;;;;;x;
NOR_social_liberal;Det Liberale Folkepartiet;;;;;;;;;;;;;x;
POL_social_liberal;Stronnictwo Demokratyczne;;;;;;;;;;;;;x;
ROM_social_liberal;Partidul Liberal Democrat;;;;;;;;;;;;;x;
RUS_social_liberal;Russian United Democratic Party;;;;;;;;;;;;;x;
SPA_social_liberal;Unión Progreso y Democracia;;;;;;;;;;;;;x;
SWE_social_liberal;Folkpartiet Liberalerna;;;;;;;;;;;;;x;
SWI_social_liberal;Landesring der Unabhängigen;;;;;;;;;;;;;x;
SWE_322;Svealand;;;;;;;;;;;;x;;
SWE_329;Goetaland;;;;;;;;;;;;x;;
SWE_334;Skaneland;;;;;;;;;;;;x;;
RUS_354;Livonia;;;;;;;;;;;;x;;
RUS_357;Courland;;;;;;;;;;;;x;;
RUS_360;Kovno;;;;;;;;;;;;x;;
RUS_361;Vilna;;;;;;;;;;;;x;;
NET_379;Gelderland-North Brabant;;;;;;;;;;;;x;;
FRA_400;Pas-de-Calais;;;;;;;;;;;;x;;
FRA_411;Lorraine;;;;;;;;;;;;x;;
FRA_412;Alsace;;;;;;;;;;;;x;;
FRA_425;Ile-de-France;;;;;;;;;;;;x;;
FRA_432;Franche-Comte;;;;;;;;;;;;x;;
FRA_438;Centre;;;;;;;;;;;;x;;
FRA_448;Auvergne-Limousin;;;;;;;;;;;;x;;
FRA_455;Midi-Pyrenees;;;;;;;;;;;;x;;
SPA_474;Galicia-Asturias;;;;;;;;;;;;x;;
SPA_477;Castilla-Leon;;;;;;;;;;;;x;;
SWI_605;German Switzerland;;;;;;;;;;;;x;;
SWI_607;French Switzerland;;;;;;;;;;;;x;;
AUS_641;Great Plain;;;;;;;;;;;;x;;
AUS_654;Northern Transylvania;;;;;;;;;;;;x;;
AUS_657;Southern Transylvania;;;;;;;;;;;;x;;
AUS_702;Galicia;;;;;;;;;;;;x;;
AUS_703;Lesser Poland;;;;;;;;;;;;x;;
RUS_707;Suwalki;;;;;;;;;;;;x;;
RUS_715;Central Poland;;;;;;;;;;;;x;;
SIC_760;Calabria;;;;;;;;;;;;x;;
AUS_768;Krain-Untersteiermark;;;;;;;;;;;;x;;
TUR_824;Epirus;;;;;;;;;;;;x;;
TUR_828;Eastern Thrace;;;;;;;;;;;;x;;
TUR_860;Istanbul Region;;;;;;;;;;;;x;;
RUS_936;Grodno;;;;;;;;;;;;x;;
RUS_947;Mogilev;;;;;;;;;;;;x;;
RUS_955;Podolia;;;;;;;;;;;;x;;
RUS_956;Volhynia;;;;;;;;;;;;x;;
RUS_968;Novorossiya;;;;;;;;;;;;x;;
RUS_978;Poltava;;;;;;;;;;;;x;;
RUS_979;Azov;;;;;;;;;;;;x;;
RUS_980;Donbass;;;;;;;;;;;;x;;
RUS_1048;Kuban;;;;;;;;;;;;x;;
ENG_1251;West Bengal;;;;;;;;;;;;x;;
ENG_1252;East Bengal;;;;;;;;;;;;x;;
ENG_1320;Andaman & Nicobar Islands;;;;;;;;;;;;x;;
MEX_2170;Michoacan;;;;;;;;;;;;x;;
MEX_2177;Oaxaca;;;;;;;;;;;;x;;
SWI_2568;Italian Switzerland;;;;;;;;;;;;x;;
PROV69;Edmundston;;;;;;;;;;;;;x;
PROV251;Godthab;;;;;;;;;;;;;x;
PROV308;Alesund;;;;;;;;;;;;;x;
PROV350;Narwa;;;;;;;;;;;;;x;
PROV351;Pernau;;;;;;;;;;;;;x;
PROV355;Wolmar;;;;;;;;;;;;;x;
PROV356;Jakobstadt;;;;;;;;;;;;;x;
PROV357;Mitau;;;;;;;;;;;;;x;
PROV358;Goldingen;;;;;;;;;;;;;x;
PROV359;Libau;;;;;;;;;;;;;x;
PROV360;Vilna;;;;;;;;;;;;;x;
PROV361;Kovno;;;;;;;;;;;;;x;
PROV362;Mariampol;;;;;;;;;;;;;x;
PROV363;Ponevezh;;;;;;;;;;;;;x;
PROV364;Shavli;;;;;;;;;;;;;x;
PROV365;Telshi;;;;;;;;;;;;;x;
PROV366;Arhus;;;;;;;;;;;;;x;
PROV367;Alborg;;;;;;;;;;;;;x;
PROV368;Vejle;;;;;;;;;;;;;x;
PROV371;Abenra;;;;;;;;;;;;;x;
PROV387;Bruxelles;;;;;;;;;;;;;x;
PROV388;Brugge;;;;;;;;;;;;;x;
PROV389;Gent;;;;;;;;;;;;;x;
PROV390;Antwerpen;;;;;;;;;;;;;x;
PROV393;Mons;;;;;;;;;;;;;x;
PROV396;Verviers;;;;;;;;;;;;;x;
PROV403;St-Quentin;;;;;;;;;;;;;x;
PROV408;Reims;;;;;;;;;;;;;x;
PROV415;Le Havre;;;;;;;;;;;;;x;
PROV430;Nevers;;;;;;;;;;;;;x;
PROV431;Chalon;;;;;;;;;;;;;x;
PROV435;Versailles;;;;;;;;;;;;;x;
PROV446;Bayonne;;;;;;;;;;;;;x;
PROV447;Perigueux;;;;;;;;;;;;;x;
PROV452;St-Etienne;;;;;;;;;;;;;x;
PROV457;Tarbes;;;;;;;;;;;;;x;
PROV459;Mont-de-Marsan;;;;;;;;;;;;;x;
PROV463;Narbonne;;;;;;;;;;;;;x;
PROV468;Nimes;;;;;;;;;;;;;x;
PROV471;Belfort;;;;;;;;;;;;;x;
PROV625;Prag;;;;;;;;;;;;;x;
PROV626;Koeniggraetz;;;;;;;;;;;;;x;
PROV628;Reichenberg;;;;;;;;;;;;;x;
PROV633;Pozsony;;;;;;;;;;;;;x;
PROV634;Trencsen;;;;;;;;;;;;;x;
PROV635;Nyitra;;;;;;;;;;;;;x;
PROV636;Besztercebanya;;;;;;;;;;;;;x;
PROV638;Komarom;;;;;;;;;;;;;x;
PROV641;Buda;;;;;;;;;;;;;x;
PROV647;Nagyvarad;;;;;;;;;;;;;x;
PROV651;Nagykaroly;;;;;;;;;;;;;x;
PROV652;Temesvar;;;;;;;;;;;;;x;
PROV654;Kolozsvar;;;;;;;;;;;;;x;
PROV655;Gyulafehervar;;;;;;;;;;;;;x;
PROV656;Deva;;;;;;;;;;;;;x;
PROV659;Kronstadt;;;;;;;;;;;;;x;
PROV660;Szentgyoergy;;;;;;;;;;;;;x;
PROV661;Beszterce;;;;;;;;;;;;;x;
PROV689;Teschen;;;;;;;;;;;;;x;
PROV694;Thorn;;;;;;;;;;;;;x;
PROV701;Gnesen;;;;;;;;;;;;;x;
PROV702;Lwow;;;;;;;;;;;;;x;
PROV719;Belostok;;;;;;;;;;;;x;;
PROV767;Marburg;;;;;;;;;;;;x;;
PROV768;Laibach;;;;;;;;;;;;x;;
PROV772;Arad;;;;;;;;;;;;x;;
PROV792;Pancsova;;;;;;;;;;;;x;;
PROV939;Novogrudok;;;;;;;;;;;;;x;
PROV947;Vileyka;;;;;;;;;;;;;x;
PROV951;Stryj;;;;;;;;;;;;;x;
PROV952;Tarnopol;;;;;;;;;;;;;x;
PROV953;Stanislawow;;;;;;;;;;;;;x;
PROV955;Kamenets;;;;;;;;;;;;;x;
PROV956;Rovno;;;;;;;;;;;;;x;
PROV959;Ovruch;;;;;;;;;;;;;x;
PROV965;Kherson;;;;;;;;;;;;;x;
PROV969;Ananyev;;;;;;;;;;;;;x;
PROV971;Elizavetgrad;;;;;;;;;;;;;x;
PROV974;Slavyansk;;;;;;;;;;;;;x;
PROV980;Lugansk;;;;;;;;;;;;;x;
PROV984;Kem;;;;;;;;;;;;;x;
PROV988;Pudozh;;;;;;;;;;;;;x;
PROV993;Vytegra;;;;;;;;;;;;;x;
PROV1019;Voronezh;;;;;;;;;;;;;x;
PROV1023;Kostroma;;;;;;;;;;;;;x;
PROV1038;Novy Uzen;;;;;;;;;;;;;x;
PROV1045;Ust-Medveditskaya;;;;;;;;;;;;;x;
PROV1046;Nizhnechirskaya;;;;;;;;;;;;;x;
PROV1090;Tiflis;;;;;;;;;;;;;x;
PROV1092;Kutais;;;;;;;;;;;;;x;
PROV1095;Sukhum;;;;;;;;;;;;;x;
PROV2084;Angra Pequena;;;;;;;;;;;;;x;
PROV2533;Vasarhely;;;;;;;;;;;;;x;
PROV2538;Ujvidek;;;;;;;;;;;;;x;
PROV2557;Roskilde;;;;;;;;;;;;;x;
PROV2577;Debar;;;;;;;;;;;;;x;
PROV2580;Staraya Ladoga;;;;;;;;;;;;;x;
PROV2584;Bielitz;;;;;;;;;;;;;x;
PROV2591;Ammassalik;;;;;;;;;;;;;x;
PROV2595;Nijmegen;;;;;;;;;;;;;x;
PROV2614;Volkovysk;;;;;;;;;;;;;x;
PROV2632;Scoresbysund;;;;;;;;;;;;;x;
PROV2636;Halmstad;;;;;;;;;;;;;x;
PROV2682;Obdorsk;;;;;;;;;;;;;x;
PROV2721;Heligoland Bight;;;;;;;;;;;;;x;
PROV3249;Eupen;;;;;;;;;;;;;x;
PROV3250;Guangzhou Wan;;;;;;;;;;;;;x;
PROV3251;Duenaburg;;;;;;;;;;;;;x;
PROV3252;Nicobar Islands;;;;;;;;;;;;;x;
PROV3253;Rzeszow;;;;;;;;;;;;;x;
PROV3254;Pardubitz;;;;;;;;;;;;;x;
PROV3255;Glogau;;;;;;;;;;;;;x;
PROV3256;Oels;;;;;;;;;;;;;x;
PROV3257;Calais;;;;;;;;;;;;;x;
PROV3258;Marienwerder;;;;;;;;;;;;;x;
rich_farmland;Rich Farmland;;;;;;;;;;;;;x;
mountain_farmland;Terraced Farmland;Terres Arables en Terrasses;Terrassenkultur Ackerland;;Tierras de Cultivo de Bancal;;;;;;;;;x;
incorporate_sudan_title;Incorporate Sudan;;;;;;;;;;;;;x;
incorporate_sudan_desc;We should introduce modern administrative structures to replace tribal governments throughout our new lands in the Sudan. The locals won't like it, but it will bind the region to Egypt permanently.;;;;;;;;;;;;;x;
incorporate_hedjaz_title;Incorporate Hedjaz;;;;;;;;;;;;;x;
incorporate_hedjaz_desc;Egypt has proven itself a worthy Protector of the Two Holy Cities. The Hedjaz can now be considered a proper part of Egypt.;;;;;;;;;;;;;x;
treaty_of_kutahya_title;The Treaty of Kutahya;;;;;;;;;;;;;x;
treaty_of_kutahya_desc;Having thoroughly defeated the Ottoman Empire in war, we can now force the Sultan into a humiliating peace. The Sultan will acknowledged Egypt's independence and hereditary rule, not only in Egypt but in the Levant. Other Ottoman territories in the Hedjaz and Cyrenaica will also be transferred to Egyptian control.;;;;;;;;;;;;;x;
claim_the_sahara_MOR_title;Claim the Sahara;;;;;;;;;;;;;x;
claim_the_sahara_MOR_desc;Now that we are recognized as a civilized state, we can credibly assert our sovereignty over the deserts to the south.;;;;;;;;;;;;;x;
claim_the_sahara_ALD_title;Claim the Sahara;;;;;;;;;;;;;x;
claim_the_sahara_ALD_desc;Now that we are recognized as a civilized state, we can credibly assert our sovereignty over the deserts to the south.;;;;;;;;;;;;;x;
persian_asia_title;Persian Asia;;;;;;;;;;;;;x;
persian_asia_desc;Persia's power has grown, and now we can claim all of the regions of central Asia with Persian populations.;;;;;;;;;;;;;x;
persian_caucasus_title;Persian Caucasus;;;;;;;;;;;;;x;
persian_caucasus_desc;Now that Persia has taken its place among the Great Powers of the world, we can redress the wrongs of the Treaty of Gulistan and reestablish our claims to the Caucasus.;;;;;;;;;;;;;x;
greater_iran_title;Greater Iran;;;;;;;;;;;;;x;
greater_iran_desc;The speakers of the Persian language have been scattered under various flags for too long. It is time that we gathered all the Persian peoples under our rule.;;;;;;;;;;;;;x;
greater_bulgaria_title;Greater Bulgaria;;;;;;;;;;;;;x;
greater_bulgaria_desc;Our nation has become influential enough to stake a credible claim to all of the Bulgarian lands in the Balkans. Let us unite Greater Bulgaria!;;;;;;;;;;;;;x;
bulgaria_in_yugoslavia_title;Incorporate Bulgaria into Yugoslavia;;;;;;;;;;;;;x;
bulgaria_in_yugoslavia_desc;The Bulgarians must be incorporated into the larger Slavic union.;;;;;;;;;;;;;x;
treaty_of_adrianople_title;The Treaty of Adrianople;;;;;;;;;;;;;x;
treaty_of_adrianople_desc;Having soundly defeated the Turkish armies in the field, we can force certain concessions from the Ottomans at the peace table. They will acknowledge Greek sovereignty and protect the rights of Christians within their realm. Russia will annex the mouth of the Danube and the fortress of Akhaltsikhe in Georgia, and the Ottomans will allow Russia to station troops in the lands of their Romanian vassals. A great day for the Motherland!;;;;;;;;;;;;;x;
treaty_of_turkmenchay_title;The Treaty of Turkmenchay;;;;;;;;;;;;;x;
treaty_of_turkmenchay_desc;Having defeated Persia's armies in the Caucasus, we can force a humiliating peace upon the Shah. Persia will transfer all of its Caucasian lands to Russian suzerainty, as well as formally renouncing its claims to Armenia and Azerbaijan. A great day for the Motherland!;;;;;;;;;;;;;x;
treaty_of_yandabo_title;The Treaty of Yandabo;;;;;;;;;;;;;x;
treaty_of_yandabo_desc;Having defeated Burma's armies in the East, we can force a humiliating peace upon the Burmese Court. Assam and Arakan will be transferred to our control, along with a segment of the southward coast. Burma will also pay a hefty indemnity for the expense they've put us to. A great day for the Empire!;;;;;;;;;;;;;x;
the_government_of_india_act_title;The Government of India Act;;;;;;;;;;;;x;;
the_government_of_india_act_desc;The recent Sepoy rebellion has brought to light numerous shortcomings of our rule in India. To bring about the fundamental change necessary to restore lasting order to the subcontinent, extensive social, political, and military reforms are needed: an impossibility under Company Rule. The Government of India Act will place India directly under the Crown, paving the way for these necessary reforms.;;;;;;;;;;;;x;;
NEWS_government_of_india_act_short;Seeking to address the causes of the Sepoy Rebellion, the British parliament passed an act ending Company Rule in India.;;;;;;;;;;;;x;;
NEWS_government_of_india_act_medium;Seeking to address the causes of the Sepoy Rebellion, the British parliament passed the Government of India Act ending Company Rule in India. The government promises widespread social, political and military reforms.;;;;;;;;;;;;x;;
unite_portugal_brazil_title;Unite Portugal and Brazil;;;;;;;;;;;;;x;
unite_portugal_brazil_desc;The United Kingdom has stood the test of time. By giving full political rights and equal representation in parliament to our Brazilian citizens, we can create a stronger, transatlantic nation.;;;;;;;;;;;;;x;
create_iberia_UPB_title;Become Iberia;;;;;;;;;;;;;x;
create_iberia_UPB_desc;We have proven our mettle and united the Iberian peninsula under our rule. Now the time has come for a new Iberian federation to be born, one that unites all of the peninsula's cultures under a single rule.;;;;;;;;;;;;;x;
create_iberia2_UPB_title;Become Iberia;;;;;;;;;;;;;x;
create_iberia2_UPB_desc;We have proven our mettle and united the Iberian peninsula under our rule. Now the time has come for a new Iberian federation to be born, one that unites all of the peninsula's cultures under a single rule.;;;;;;;;;;;;;x;
lease_guangzhouwan_title;Lease Guangzhou Wan;;;;;;;;;;;;;;x
lease_guangzhouwan_desc;A port on the Chinese coast would help us to administer our Asian possessions and encourage trade with China. We can propose a lengthy lease for a minor town on the coast of Guangzhou.;;;;;;;;;;;;;;x
RGS_claim_cisplatina_title;Claim Cisplatina;;;;;;;;;;;;;x;
RGS_claim_cisplatina_desc;The Provincia Cisplatina adjoins our country and shares our pastoral culture and independent values. It is only natural that its people should join the Rio Grande Republic.;;;;;;;;;;;;;x;
thorbecke's_reforms_title;Thorbecke's Reforms;;;;;;;;;;;;;;x
thorbecke's_reforms_desc;In the face of coming revolution, King William II of the Netherlands appointed liberal statesman Johan Rudolf Thorbecke as chief minister and asked him to draft a new constitution for the kingdom. The constitution of 1848 significantly reduced the King's powers, established direct popular election of MPs and protected freedom of religion in the Netherlands.;;;;;;;;;;;;;;x
reclaim_southern_netherlands_title;Reclaim Southern Netherlands;;;;;;;;;;;;;x;
reclaim_southern_netherlands_desc;The region of Calais was once part of the Low Countries, and our people are still a minority there. It's time the southern Netherlands was brought under our banner.;;;;;;;;;;;;;x;
reclaim_east_frisia_title;Reclaim East Frisia;;;;;;;;;;;;;x;
reclaim_east_frisia_desc;As recently as the Napoleonic Wars, East Frisia was a part of the Kingdom of Holland. We should let the world know that Friesland is part of the Netherlands.;;;;;;;;;;;;;x;
unite_with_netherlands_title;Unite with Netherlands;;;;;;;;;;;;;x;
unite_with_netherlands_desc;As recently as the Napoleonic Wars, East Frisia was a part of the Kingdom of Holland. It's time we rejoined our brothers in the Netherlands.;;;;;;;;;;;;;x;
integrate_east_frisia_title;Integrate East Frisia;;;;;;;;;;;;;x;
integrate_east_frisia_desc;A sizeable Dutch population remains in Emden, but East Friesland is firmly under German control. We should discourage any lingering Dutch nationalism in the region.;;;;;;;;;;;;;x;
embrace_francophonie_title;Embrace Francophonie;;;;;;;;;;;;;x;
embrace_francophonie_desc;The United Netherlands has ruled over French-speaking peoples in the south for generations now. A new political movement proposes to extend the rights currently enjoyed by the Dutch-speaking majority to the Francophone cultures of the low countries.;;;;;;;;;;;;;x;
repudiate_treaty_of_london_title;Repudiate Treaty of London;;;;;;;;;;;;;x;
repudiate_treaty_of_london_desc;The Netherlands signed away its claims to Belgium under duress. But today's politics places less emphasis on the sort of legal legitimacy and internationalism that marked the age of the Concert of Europe. With the right rhetoric, we could revive our claims to those lands.;;;;;;;;;;;;;x;
embrace_wallonians_title;Embrace Wallonians;;;;;;;;;;;;;x;
embrace_wallonians_desc;The Wallonians of the southern Netherlands are a predominantly Catholic, French-speaking nation with historic ties to France. We should include them fully in our civil and political institutions and build a stronger France together.;;;;;;;;;;;;;x;
organize_indonesia_title;Organize Indonesia;;;;;;;;;;;;;x;
organize_indonesia_desc;We should reorganize our East Indian colonies to streamline our administration and set up the possibility for autonomous rule-- dominated by our benevolent colonial administrators, of course.;;;;;;;;;;;;;x;
unite_malaya_title;Unite Malaysia;;;;;;;;;;;;;x;
unite_malaya_desc;We must unite all of the Malay peoples of the East Indies under a common banner. Down with the imperialists!;;;;;;;;;;;;;x;
create_malaya_title;Create Malaya;;;;;;;;;;;;;x;
create_malaya_desc;A unified and civilized federation of the Malay peoples will provide a stronger ally for our nation.;;;;;;;;;;;;;x;
integrate_silesia_title;Integrate Silesia;;;;;;;;;;;;;x;
integrate_silesia_desc;Our Sovereignity over Silesia is unquestioned. It should be made into a proper German land.;;;;;;;;;;;;;x;
integrate_posen_title;Integrate Posen;;;;;;;;;;;;;x;
integrate_posen_desc;"The Vienna Congress established the Grand Duchy of Posen as an autonomous region, guaranteed to retain its Polish identity and be ruled separately from Prussia proper. In reality, however, Posen is increasingly treated as just another Prussian province. Explicitly doing away with the ""Grand Duchy"" would discourage Polish separatism in the region and reaffirm Prussia's unity.";;;;;;;;;;;;;x;
support_kurdish_independence_title;Support Kurdish Independence;;;;;;;;;;;;;x;
support_kurdish_independence_desc;Persia's Kurdish minority feels marginalized and isolated. We could fan the flames of Kurdish separatism to keep Persia weak and distracted, thus bolstering our supremacy in the region.;;;;;;;;;;;;;x;
russian_black_sea_title;Russian Black Sea;;;;;;;;;;;;;x;
russian_black_sea_desc;The process of expansion around the Black Sea begun by Catherine the Great must continue. Russia should lay claim to the entire northern coast of the Sea.;;;;;;;;;;;;;x;
russian_transcaucasia_title;Russian Transcaucasia;;;;;;;;;;;;;x;
russian_transcaucasia_desc;The process of expansion into the Caucasus begun by Catherine the Great must continue. Russia should lay claim to the entire region south of the Caucasus.;;;;;;;;;;;;;x;
treaty_of_cucuta_title;Treaty of Cucuta;;;;;;;;;;;;;x;
treaty_of_cucuta_desc;The Federation has stood the test of time, and the regional elites have been appeased. Gran Colombia's legitimacy is now universally accepted!;;;;;;;;;;;;;x;
colombia_irredenta_title;Unredeemed Colombia;;;;;;;;;;;;;x;
colombia_irredenta_desc;Bolivar's dream was always to build a federation to embrace all the peoples of New Granada. Our prestigious global presence now enables us to lay claim to all of these lands.;;;;;;;;;;;;;x;
colombian_central_america_title;Colombian Central America;;;;;;;;;;;;;x;
