PROV2371;Uquia;;;;;;;;;;;;;;;;;;x;;;;
PROV2953;New York Bight;;;;;;;;;;;;;;;;;;x;;;;
PROV2954;Chesapeake Bay;;;;;;;;;;;;;;;;;;x;;;;
PROV1930;Idah;;;;;;;;;;;;;;;;;;x;;;;
PROV1937;Wukari;;;;;;;;;;;;;;;;;;x;;;;
PROV1936;Nsukka;;;;;;;;;;;;;;;;;;x;;;;
PROV2697;Jingkiri;;;;;;;;;;;;;;;;;;x;;;;
PROV1081;Yakesa;;;;;;;;;;;;;;;;;;x;;;;
RUS_1072;Hailanpao;;;;;;;;;;;;;;;;;x;;;;
PROV1085;Hailanpao;;;;;;;;;;;;;;;;;x;;;;
PROV1600;Urumqi;;;;;;;;;;;;;;;;;x;;;;
PROV2839;Gulf of Patience;;;;;;;;;;;;;;;;;x;;;;
PROV2831;Soya Strait;;;;;;;;;;;;;;;;;x;;;;
PROV2830;East Sea;;;;;;;;;;;;;;;;;x;;;;
PROV1557;Xining;;;;;;;;;;;;;;;;;x;;;;
PROV2329;Araucanía;;;;;;;;;;;;;;;;;x;;;;
PROV2326;Aconcagua;;;;;;;;;;;;;;;;;x;;;;
PROV2244;Christimas & Cocos;;;;;;;;;;;;;;;;;x;;;;
PROV2406;Penghu;;;;;;;;;;;;;;;;;x;;;;
PROV2113;uMgungundlovu;;;;;;;;;;;;;;;;;x;;;;
PROV2110;Tsaneng;;;;;;;;;;;;;;;;;x;;;;
PROV2058;Moyo;;;;;;;;;;;;;;;;;x;;;;
PROV2050;Manjakazi;;;;;;;;;;;;;;;;;x;;;;
POR_2049;Gaza;;;;;;;;;;;;;;;;;x;;;;
PROV2049;Inkomati;;;;;;;;;;;;;;;;;x;;;;
POR_2060;Moçambique;;;;;;;;;;;;;;;;;x;;;;
PROV2088;O'okiep;;;;;;;;;;;;;;;;;x;;;;
PROV2558;Emthanjeni;;;;;;;;;;;;;;;;;x;;;;
PROV2093;Hantam;;;;;;;;;;;;;;;;;x;;;;
PROV2084;Nomabeb;;;;;;;;;;;;;;;;;x;;;;
PROV2081;Luhonono;;;;;;;;;;;;;;;;;x;;;;
PROV2082;Epako;;;;;;;;;;;;;;;;;x;;;;
PROV2080;Otjivanda;;;;;;;;;;;;;;;;;x;;;;
PROV1788;Kahone;;;;;;;;;;;;;;;;;x;;;;
PROV1540;Nantong;;;;;;;;;;;;;;;;;;;;;;;x
PROV2526;Palmyra and Line Islands;;;;;;;;;;;;;;;;;;;;;;;x
TIB_1591;Tibetan Plateau;;;;;;;;;;;;;;;;;;;;;;;x
PROV2482;Van Diemen's Land;;;;;;;;;;;;;;;;;;;;;;;x
PROV2382;Laboulaye;;;;;;;;;;;;;;;;;;;;;;;x
PROV2640;Gwadar;;;;;;;;;;;;;;;;;;;;;;;x
PROV1071;Qeshm;;;;;;;;;;;;;;;;;;;;;;;x
PROV2786;Gulf of Oman;;;;;;;;;;;;;;;;;;;;;;;x
PROV2787;Hormuz Strait;;;;;;;;;;;;;;;;;;;;;;;x
PROV2664;Khasab;;;;;;;;;;;;;;;;;;;;;;;x
PROV45;Marigot;;;;;;;;;;;;x
PROV2236;Philipsburg;;;;;;;;;;;;x
PEU_2297;Cusco;;;;;;;;;;;;x
PROV2667;Batagay;;;;;;;;;;;;x
PROV110;Rock Springs;;;;;;;;;;;;x
PROV1387;Kelang;;;;;;;;;;;;x
PROV1385;Tanjung Puteri;;;;;;;;;;;;x
PROV88;Mojave;;;;;;;;;;;;x
CAN_18;New Caledonia;;;;;;;;;;;;x
ALD_1714;Saoura;;;;;;;;;;;;x
PROV2590;Ceuta;;;;;;;;;;;;x
PROV3236;Anam a Cheper;;;;;;;;;;;;x
PROV641;Pest;;;;;;;;;;;;x
PROV2637;Vyon;;;;;;;;;;;;x
PROV2632;Kwangchowan;;;;;;;;;;;;x
PROV1495;Maoming;;;;;;;;;;;;x
PROV1644;Meakan;;;;;;;;;;;;x
PROV1443;Rote;;;;;;;;;;;;x
PROV2224;Antigua & Barbuda;;;;;;;;;;;;x
PROV2220;Turks & Caicos;;;;;;;;;;;;x
CHI_1082;Guanwai;;;;;;;;;;;;x
PROV2591;Tranquebar;;;;;;;;;;;;x
SWI_603;Switzerland;;;;;;;;;;;;x
PROV2625;North West River;;;;;;;;;;;;x
PROV2580;Novaya Ladoga;;;;;;;;;;;;x
PROV995;Petrozavodsk;;;;;;;;;;;;x
PROV965;Kherson;;;;;;;;;;;;x
PROV1048;Yekaterinodar;;;;;;;;;;;;x
PROV1045;Migulinskaya;;;;;;;;;;;;x
PROV950;Ungvár;;;;;;;;;;;;x
RUS_1185;Zhetysu;;;;;;;;;;;;x
PROV1201;Khujand;;;;;;;;;;;;x
PROV1206;Amul;;;;;;;;;;;;x
RUS_2618;Magadan;;;;;;;;;;;;x
RUS_2621;Kolyma;;;;;;;;;;;;x
RUS_2590;Chukotka;;;;;;;;;;;;x
RUS_1070;Yeniseysk;;;;;;;;;;;;x
RUS_2694;Evenkiysk;;;;;;;;;;;;x
RUS_2615;Northern Yeniseysk;;;;;;;;;;;;x
RUS_1065;Yamalia;;;;;;;;;;;;x
RUS_2653;Khanty-Mansi;;;;;;;;;;;;x
PROV2634;Beringovsky;;;;;;;;;;;;;;;;;;;;;;;x
PROV2661;Belebino;;;;;;;;;;;;;;;;;;;;;;;x
PROV2660;Seymchan;;;;;;;;;;;;;;;;;;;;;;;x
PROV2620;Susuman;;;;;;;;;;;;;;;;;;;;;;;x
PROV2639;Arman;;;;;;;;;;;;;;;;;;;;;;;x
PROV2665;Chokurdakh;;;;;;;;;;;;;;;;;;;;;;;x
PROV2647;Lifau;;;;;;;;;;;;;;;;;;;;;;;x
PROV1080;Chumikan;;;;;;;;;;;;;;;;;;;;;;;x
PROV2671;Barguzin;;;;;;;;;;;;;;;;;;;;;;;x
PROV2670;Verkhneudinsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2662;Animas;;;;;;;;;;;;;;;;;;;;;;;x
PROV1073;Gizhiga;;;;;;;;;;;;;;;;;;;;;;;x
PROV1076;Nizhneudinsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2645;Bodaybo;;;;;;;;;;;;;;;;;;;;;;;x
PROV2693;Essey;;;;;;;;;;;;;;;;;;;;;;;x
PROV2677;Ilimsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2675;Erbogachen;;;;;;;;;;;;;;;;;;;;;;;x
PROV2701;Kansk;;;;;;;;;;;;;;;;;;;;;;;x
PROV1070;Yeniseysk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2656;Baikit;;;;;;;;;;;;;;;;;;;;;;;x
PROV2651;Mirny;;;;;;;;;;;;;;;;;;;;;;;x
PROV2674;Abakan;;;;;;;;;;;;;;;;;;;;;;;x
PROV2682;Obdorsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2646;Surgut;;;;;;;;;;;;;;;;;;;;;;;x
PROV2690;Yugansk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2685;Verkhoturye;;;;;;;;;;;;;;;;;;;;;;;x
PROV2614;Shadrinsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2658;Kurgan;;;;;;;;;;;;;;;;;;;;;;;x
PROV2683;Narym;;;;;;;;;;;;;;;;;;;;;;;x
PROV2613;Nadym;;;;;;;;;;;;;;;;;;;;;;;x
PROV2659;Khalmer-Sede;;;;;;;;;;;;;;;;;;;;;;;x
PROV2698;Kuznetsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2691;Minusk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2657;Dudinka;;;;;;;;;;;;;;;;;;;;;;;x
PROV2680;Volochanka;;;;;;;;;;;;;;;;;;;;;;;x
PROV1065;Nyagan;;;;;;;;;;;;;;;;;;;;;;;x
PROV2686;Kainsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV1696;Cape Juby;;;;;;;;;;;;x
ENG_1251;West Bengal;;;;;;;;;;;;x
ENG_1252;East Bengal;;;;;;;;;;;;x
PROV1290;Umerkot;;;;;;;;;;;;x
USA_1;Alyaska;;;;;;;;;;;;x
KOK_1190;Alay;;;;;;;;;;;;x
PROV892;Bay;;;;;;;;;;;;x
PROV924;Rewanduz;;;;;;;;;;;;x
PROV925;Sulaymania;;;;;;;;;;;;x
PROV1110;Urmia;;;;;;;;;;;;x
PROV2414;Jezira;;;;;;;;;;;;x
PROV914;Trablos;;;;;;;;;;;;x
PROV1469;Uriankhai;;;;;;;;;;;;x
PROV1181;Akmolinsk;;;;;;;;;;;;;;;;;;;;;;x
PROV1205;Kyzyl-Su;;;;;;;;;;;;;;;;;;;;;;;x
PROV1204;Ashkhabad;;;;;;;;;;;;;;;;;;;;;;;x
PROV1194;Novopetrovskoye;;;;;;;;;;;;;;;;;;;;;;;x
PROV1197;Chimkent;;;;;;;;;;;;;;;;;;;;;;;x
PROV1185;Turkistan;;;;;;;;;;;;;;;;;;;;;;;x
PROV3106;Lake Balkhash;;;;;;;;;;;;;;;;;;;;;;;x
PROV1186;Zhetysu;;;;;;;;;;;;;;;;;;;;;;;x
PROV1193;Ak-Mechet;;;;;;;;;;;;;;;;;;;;;;;x
PROV2606;Balkhash;;;;;;;;;;;;;;;;;;;;;;;x
ARG_2384;Córdoba de Argentina;;;;;;;;;;;;;;;;;;;;;;;x
ARG_2393;La Pampa;;;;;;;;;;;;;;;;;;;;;;;x
PROV1391;Kota Kubang Labu;;;;;;;;;;;;;;;;;;;;;;;x
PROV1382;Hà Tiên;;;;;;;;;;;;;;;;;;;;;;;x
RUS_1048;Circassia;;;;;;;;;;;;;;;;;;;;;;;x
PROV1049;Ubykhia;;;;;;;;;;;;;;;;;;;;;;;x
PROV900;Antakya;;;;;;;;;;;;;;;;;;;;;;;x
PROV689;Teschen;;;;;;;;;;;;;;;;;;;;;;;x
PROV1773;Saguia el-Hamra;;;;;;;;;;;;;;;;;;;;;;;x
PROV1178;Sana'a;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV969;Olviopol;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV972;Yekaterinoslav;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV974;Bachmut;;;;;;;;;;;;;;;;;;;x;
PROV1041;Elista;;;;;;;;;;;;;;;;;;;x;
PROV745;Livorno;;;;;;;;;;;;;;;;;;;x;
PROV2436;Salvador da Bahia;;;;;;;;;;;;;;;;;;;x;
BRZ_2408;Grão - Pará;;;;;;;;;;;;;;;;;;;x;
BRZ_2428;Nordeste;;;;;;;;;;;;;;;;;;;x;
PROV2423;Vila da Palma;;;;;;;;;;;;;;;;;;;x;
PROV2426;Vila do Poti;;;;;;;;;;;;;;;;;;;x;
NEJ_1156;Ha'il;;;;;;;;;;;;;;;;;;;x;
PROV396;Eupen-Malmedy;;;;;;;;;;;;;;;;;x;;;;;;
PROV1445;Koepang;;;;;;;;;;;;;;;;;x;;;;;;
PROV1448;Tidore;;;;;;;;;;;;;;;;;x;;;;;;
KOR_1624;Hanseong;;;;;;;;;;;;;;;;;x;;;;;;
PROV3101;Lake Chad;;;;;;;;;;;;;;;;;x;;;;;;
PROV3102;Ukerewe;;;;;;;;;;;;;x;;;;;;
PROV1845;Bahr el Ghazal;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2070;Umtali;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2581;Chiconono;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2516;Whakatu;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2515;Otautahi;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2513;Otepoti;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2512;Te Upoko-o-te-Ika;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2511;Ahuriri;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2510;Ngamotu;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV1624;Hanseong;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2086;Aixa-aibes;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2079;Otjozondjii;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2078;Otjomuise;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV1481;Lüshun;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2083;Ezorongondo;;;;;;;;;;;;;;;;;;;;;;;x;;;;
