small_country_draft_desc;We must recruit all able-bodied men to fight!;;;;;;;;;;;;x,,,,
daimyo_draft;Emergency Draft;;;;;;;;;;;;x,,,,
daimyo_draft_desc;We must recruit all able-bodied men to fight!;;;;;;;;;;;;x,,,,
sons_of_liberty;Sons of Liberty;;;;;;;;;;;;;x,,,,
sons_of_liberty_desc;A militia of pro-democracy liberals, determined to either see the United States returned to its democratic tradition or secede their state from the union.;;;;;;;;;;;;;x,,,
peasant_revolt;Open Revolt;;;;;;;;;;;;x,,,,
peasant_revolt_desc;There is increased agitation within the province, including riots and random violence which the local government has had difficulty putting down.;;;;;;;;;;;;x,,,
shastar_vidya;Shastar Vidiya;;;;;;;;;;;;;x,,,,
shastar_vidya_desc;The renowned Sikh fighting style, it is a martial art involving sword play ...and has made the Sikhs into fearsome combatants.;;;;;;;;;;;;;x,,,
force_publique;Force Publique;;;;;;;;;;;;x,,,,
force_publique_title;Form the Force Publique;;;;;;;;;;;;x,,,,
force_publique_desc;The Force Publique was the official armed force of the Belgian-controlled Congo Free State. Though ostensibly formed to combat Arab Slavers, the soldiers were often used to enforce economic quotas with brutal punishment.;;;;;;;;;;;;x,,,
rcmp;R.C.M.P.;;;;;;;;;;;;x,,,,
rcmp_desc;The Royal Canadian Mounted Police was formed to patrol the newly-acquired North-West Territories, eventually uniting with the Dominion Police to keep order throughout all Canadian provinces.;;;;;;;;;;;;x,,,
kalmar_union;Kalmar Union;;;;;;;;;;;;;x,,,,
kalmar_union_desc;We have agreed in principle to a closer bond with the other Scandinavian nations.;;;;;;;;;;;;;x,,,,
leader_of_kalmar;Leader of the Kalmar Union;;;;;;;;;;;;;x,,,,
leader_of_kalmar_desc;We are the leader of the movement to unite the Scandinavian people under a single flag.;;;;;;;;;;;;;x,,,,
customs_union;Customs Union;;;;;;;;;;;;;x,,,,
customs_union_desc;We are a member of a customs union, designed to reduce the barriers in trade between the member nations.;;;;;;;;;;;;;x,,,
spanish_restoration;The Restoration;;;;;;;;;;;;;x,,,,
spanish_restoration_desc;A period of relative peace and stability in Spain initiated by King Alfonso XII, the aim being to create a new system of government with balance between the liberals and conservatives.;;;;;;;;;;;;;x,,,
national_instability;National Instability;;;;;;;;;;;;;x,,,,
national_instability_desc;The country is in a state of turmoil, and is in danger of rebellions.;;;;;;;;;;;;;x,,,
home_of_the_mormons;Home of the Mormons;;;;;;;;;;;;;x,,,,
home_of_the_mormons_desc;the Mormons believe in polygamy, the taking of many wives, and encourage their followers to have large families.;;;;;;;;;;;;;x,,
gateway_to_america;Gateway to America;;;;;;;;;;;;;x,,,,
gateway_to_america_desc;Many immigrants from Europe will pass through the gates of Ellis Island, and a great number of them will remain in New York City.;;;;;;;;;;;;;x,,,
carlist_sympathies;Carlist Sympathies;;;;;;;;;;;;x,,,,
carlist_sympathies_desc;A Carlist cell is at work in the province, and is quickly gaining sympathy for the rebels that wish to topple the Spanish government.;;;;;;;;;;;;x,,,
christino_sympathies;Christino Sympathies;;;;;;;;;;;;x,,,,
christino_sympathies_desc;A Christino cell is at work in the province, and is quickly gaining sympathy for the rebels that wish to topple the Spanish government.;;;;;;;;;;;;x,,,
war_torn;War Torn;;;;;;;;;;;;x,,,,
war_torn_desc;This province has been devastated by the rebellion.;;;;;;;;;;;;x,,,,
boxer_rebellion;Boxer Rebellion;;;;;;;;;;;;x,,,,
boxer_rebellion_desc;The province is currently held by the Boxer rebels, and is in great disarray.;;;;;;;;;;;;x,,,
new_country;Newly-Established Country;;;;;;;;;;;;x,,,,
new_country_desc;This country has just been established, and its citizens are willing to work harder to keep it running… for the time being.;;;;;;;;;;;;x,,,
jewish_diaspora;Jewish Diaspora;;;;;;;;;;;;x,,,,
jewish_diaspora_desc;The Jewish community is organizing in reaction to the creation of Israel.;;;;;;;;;;;;x,,,,
declaration_of_the_rights_of_man;Declaration of the Rights of Man;;;;;;;;;;;;x,,,,
declaration_of_the_rights_of_man_desc;The Declaration of the Rights of Man and of the Citizen, a fundamental document of the French Revolution, defined the individual and collective rights of all the estates of the realm as universal.;;;;;;;;;;;;x,,
caste_privileges;Caste Privilege;;;;;;;;;;;;x,,,,
caste_privileges_desc;An early goal of British Imperialists in India was to create a class of local elites in their own image. They were successful, forming a new caste of wealthy Indians who rose to prominence within the colony.;;;;;;;;;;;;x,,,
sati_abolished;Abolishment of Sati;;;;;;;;;;;;x,,,,
sati_abolished_desc;The abolishment of Sati funeral practices, where a recent widow immolated herself on her husband's grave, was incredibly unpopular in some parts of India.;;;;;;;;;;;;x,,
pig_fat_cartridges;Pig Fat Cartridges;;;;;;;;;;;;x,,,,
pig_fat_cartridges_desc;The issuing of gunpowder cartridges which were believed to be greased with pig fat was considered an incredible insult by Sepoy soldiers, and further evidence of the growing cultural rift between Indians and colonial powers.;;;;;;;;;;;;x,,,
carlism;Carlism;;;;;;;;;;;;x,,,,
carlism_desc;Carlism is a traditionalist and legitimist political movement in Spain seeking the establishment of a separate line of the Bourbon family on the Spanish throne. This line descended from Infante Carlos, Count of Molina, and was founded due to dispute over the succession laws and widespread dissatisfaction with the Alfonsine line of the House of Bourbon.;;;;;;;;;;;;x,,
spirit_of_freedom;The Spirit of Freedom;;;;;;;;;;;;x,,,,
spirit_of_freedom_desc;For some cultures, the notion of democracy and individual freedom is rooted in their very psyche.;;;;;;;;;;;;x,,,
national_identity;National Identity;;;;;;;;;;;;x,,,,
national_identity_desc;The concept of nationhood began taking hold in the late 19th century, as people began to identify more with the country they lived in rather than a particular region. Nationalism quickly gave rise to rebels who sought independence from foreign rule, or to rejoin their homeland.;;;;;;;;;;;;x,,
anti_jacobin_movement;Anti-Jacobin;;;;;;;;;;;;x,,,,
anti_jacobin_movement_desc;A reaction to the Jacobins and the struggle for democracy, reactionary elements in countries became very entrenched against democracy as a concept-- calling it 'inherently flawed' and misguided, as well as a source of chaos, rather than holding the possibility of anything useful or good.;;;;;;;;;;;;x,
sharia_law;Sharia Law;;;;;;;;;;;;x,,,,
sharia_law_desc;Sharia is the strict moral code and religious law of Islam, considered the infallible law of God-- interpreted by Islamic judges who have responsibilities to religious leaders.;;;;;;;;;;;;x,,,
ottoman_oppression;Christian Oppression;;;;;;;;;;;;;;;x,,,,
ottoman_oppression_desc;A number of Ottoman policies regarding Christians within the Empire, such as the Jizya tax and restrictions on work and movement, set the stage for issues in the Balkans for years to come. These policies were not revoked until the Tanzimat Reforms which began in 1839.;;;;;;;;;;;;x,,
ottomanism_reform;Imperial Reform Edict;;;;;;;;;;;;x,,,,
ottomanism_reform_desc;The Hatt-i Hümayun has established religious equality among the Empire's minorities, and gone a long way towards assuaging some of the concerns of nationalists within our borders.;;;;;;;;;;;;x,,,
great_statesman;Great Statesman;;;;;;;;;;;;;x,,,,
great_statesman_desc;Our leader is an able speaker and a fine statesman, respected by other world leaders.;;;;;;;;;;;;;x,,,
begin_revolution;Revolutionary State;;;;;;;;;;;;x,,,,
begin_revolution_desc;Our country is a fledgling state, founded in the midst of chaos and rebellion. But the people are willing to fight!;;;;;;;;;;;;x,,,
zemene_mesafint;Zemene Mesafint;;;;;;;;;;;;x,,,,
zemene_mesafint_desc;The 'Age of Princes', where the rulers of Ethiopia must struggle to unite the nation under a single Emperor.;;;;;;;;;;;;x,,,
irish_integration_desc;Now that the Irish are equal subjects under British law, steps may be taken to integrate them more fully into overall British culture.;;;;;;;;;;;;;x,,,
irish_integration;Irish Integration;;;;;;;;;;;;;x,,,,
irish_oppression;Irish Destitution;;;;;;;;;;;;;x,,,,
irish_oppression_desc;The system of absentee landownership has left Ireland a model of inefficiency, and left the Irish continually struggling and rebelling against British rule for centuries.;;;;;;;;;;;;;x,,,
land_of_opportunity;Land of Opportunity;;;;;;;;;;;;;x,,,,
land_of_opportunity_desc;By the late 19th century our industry, banking system and the free movement of population established with our neighbors caused a boom of migrant workers that come to work in our industry and in our banks, eventually settling in Switzerland.;;;;;;;;;;;;;;;;;;;;;;;;x,,,
swiss_banking;Swiss Banking;;;;;;;;;;;;;;;;;;;;;;;;x,,,
swiss_banking_desc;The Swiss run an efficient and internationally recognized banking system. The rich from all over the world come to Switzerland for their banking needs.;;;;;;;;;;;;;;;;;;;;;;;;x,,,
anynomous_investor_business;Anonymous Investor Business;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
anynomous_investor_business_desc;This style of business culture meant that the owners treated the business as an investment. Ownership was not about producing and selling things. Instead the only reason for being the owner was to see the business ratios rise. This practice was professional, but lacked commitment and was intensely risk-aversive.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boer_republic;Boer Republic;;;;;;;;;;;;x,,,,
boer_republic_desc;We have established a new nation, dominated by the Voortrekkers and carved from the territory of African natives. This is a new opportunity for us to live outside of British rule, now and forever.;;;;;;;;;;;;x,,
integration_refusal;No Integration;;;;;;;;;;;;;x,,,,
integration_refusal_desc;The province is not being integrated into the rest of the country, and being allowed to maintain its separate identity.;;;;;;;;;;;;;x,,,
core_integration;Core Integration;;;;;;;;;;;;;x,,,,
core_integration_desc;The province is being integrated into the rest of the country, a slow process that may cause problems here.;;;;;;;;;;;;;x,,,
national_assimilation_complete;National Assimilation Complete;;;;;;;;;;;;;x,,,,
national_assimilation;National Assimilation;;;;;;;;;;;;;x,,,,
national_assimilation_desc;This province is undergoing assimilation to remove the claims that other countries have upon it.;;;;;;;;;;;;;x,,,,
national_assimilation_rejection;Assimilation Rejection;;;;;;;;;;;;;x,,,,
national_assimilation_rejection_desc;The minorities in this province have rejected the policies of national assimilation.;;;;;;;;;;;;;x,,,,
national_assimilation_acceptance;Assimilation Acceptance;;;;;;;;;;;;;x,,,,
national_assimilation_acceptance_desc;The minorities in this province have accepted the policies of national assimilation.;;;;;;;;;;;;;x,,,,
christian_repression;Christian Repression;;;;;;;;;;;;;x,,,,
christian_repression_desc;Taiping missionaries are being actively repressed in this province.;;;;;;;;;;;;;x,,,,
anti_manchu_sentiment;Anti-Manchu Sentiment;;;;;;;;;;;;;x,,,,
anti_manchu_sentiment_desc;There is a great deal of bitterness against the Qing Dynasty's rulers in this province.;;;;;;;;;;;;;x,,,,
expert_diplomat;Expert Diplomat;;;;;;;;;;;;;x,,,,
expert_diplomat_desc;Our leader is an expert in the art of diplomacy.;;;;;;;;;;;;;x,,,,
successful_industrialist;Successful Industrialist;;;;;;;;;;;;;x,,,,
successful_industrialist_desc;Our leader is a wealthy industrialist skilled in matters of business and finance.;;;;;;;;;;;;;x,,,,
ivory_tower_intellectual;Ivory Tower Intellectual;;;;;;;;;;;;;x,,,,
ivory_tower_intellectual_desc;Our leader hails from the ranks of the intelligentsia, possessing a superior education.;;;;;;;;;;;;;x,,,
man_of_the_people;Man of the People;;;;;;;;;;;;;x,,,,
man_of_the_people_desc;Our leader is charismatic, and has a way of connecting with our country's people that few understand.;;;;;;;;;;;;;x,,,
landed_gentleman;Landed Gentleman;;;;;;;;;;;;;x,,,,
landed_gentleman_desc;Our leader hails from the ranks of the landed gentry, a man of breeding who is familiar with our country's aristocracy.;;;;;;;;;;;;;x,,,
military_man;Military Man;;;;;;;;;;;;;x,,,,
military_man_desc;Our leader has a significant military background, and is familiar with the needs of our armed forces.;;;;;;;;;;;;;x,,,
lord_admiral;Lord Admiral;;;;;;;;;;;;;x,,,,
lord_admiral_desc;Our leader has a significant naval background, and is familiar with the needs of our country's navy.;;;;;;;;;;;;;x,,,
raving_loon;Raving Loon;;;;;;;;;;;;;x,,,,
raving_loon_desc;To put it politely, we will be fortunate if our leader does not cause the country considerable harm. Many consider him a lunatic.;;;;;;;;;;;;;x,,,
luddite;Luddite;;;;;;;;;;;;;x,,,,
luddite_desc;Our leader is no friend of progress and technology, favoring traditionalism over industrial development.;;;;;;;;;;;;;x,,,
great_statesman;Great Statesman;;;;;;;;;;;;;x,,,,
great_statesman_desc;Our leader is an able speaker and a fine statesman, respected by other world leaders.;;;;;;;;;;;;;x,,,
backroom_boy;Backroom Boy;;;;;;;;;;;;;x,,,,
backroom_boy_desc;Our leader hails from the ranks of the bureaucracy, possessing a way of ensuring the country's administration is run smoothly.;;;;;;;;;;;;;x,,,
great_reformer;Great Reformer;;;;;;;;;;;;;x,,,,
great_reformer_desc;A champion of reform, our leader is seen as someone who can enact significant change in our country.;;;;;;;;;;;;;x,,,
gauche_buffoon;Gauche Buffoon;;;;;;;;;;;;;x,,,,
gauche_buffoon_desc;For the love of God, don't let our leader interact with foreign dignitaries. He has, shall we say, a facility for saying the wrong thing at the wrong time.;;;;;;;;;;;;;x,
administrative_genius;Administrative Genius;;;;;;;;;;;;;x,,,,
administrative_genius_desc;Under our leader's guidance, the country's bureaucracy has never run more efficiently. Nothing escapes his notice.;;;;;;;;;;;;;x,,,
visionary_thinker;Visionary Thinker;;;;;;;;;;;;;x,,,,
visionary_thinker_desc;Our leader is a true visionary, and under his guidance we shall almost certainly see great leaps in technological progress.;;;;;;;;;;;;;x,,,
competent_placeholder;Competent Placeholder;;;;;;;;;;;;;x,,,,
competent_placeholder_desc;Little good can be said about our leader. Fortunately, little bad can be said about him as well.;;;;;;;;;;;;;x,,,
imperious_autocrat;Imperious Autocrat;;;;;;;;;;;;;x,,,,
imperious_autocrat_desc;No-one challenges our leader, for any reason. That said, he's quite impressive.;;;;;;;;;;;;;x,,
prince_of_terror;Prince of Terror;;;;;;;;;;;;;x,,,,
prince_of_terror_desc;Woe betide anyone or any nation that gets in the way of our leader's ambition.;;;;;;;;;;;;;x,,,,
efficient_sociopath;Efficient Sociopath;;;;;;;;;;;;;x,,,,
efficient_sociopath_desc;The country has never run more smoothly than under our leader's guidance. Everyone agrees. Just ask them. They're all nodding and smiling, aren't they?;;;;;;;;;;;;;x,,,
pig_headed_isolationist;Pig-Headed Isolationist;;;;;;;;;;;;;x,,,,
pig_headed_isolationist_desc;Our leader is determined to keep our country isolated, favoring unquestioning adherence to tradition over all else.;;;;;;;;;;;;;x,,,
ambitious_union_boss;Ambitious Union Boss;;;;;;;;;;;;;x,,,,
ambitious_union_boss_desc;Our leader hails from the ranks of the blue-collar unions, a man who has worked his way up through the ranks... right to the very top.;;;;;;;;;;;;;x,,,
dour_economist;Dour Economist;;;;;;;;;;;;;x,,,,
dour_economist_desc;Our leader has a penchant for numbers and economics, even if he isn't particularly good with people.;;;;;;;;;;;;;x,,,
otto_von_bismarck;Otto von Bismarck;;;;;;;;;;;;;x,,,,
otto_von_bismarck_desc;The current Chancellor of our nation, von Bismarck is a remarkable statesman… perhaps one of the finest our nation will ever know.;;;;;;;;;;;;;x,,,
louis_napoleon_iii;Louis-Napoléon Bonaparte;;;;;;;;;;;;;x,,,,
louis_napoleon_iii_desc;Nephew and heir of Napoleon I, he is a man of the people and carries with him a legacy that makes him seemingly invincible-- even if, at times, his decisions are reckless and of questionable military value.;;;;;;;;;;;;;x,
begin_disunited_states;Disunited States;;;;;;;;;;;;;x,,,,
begin_disunited_states_desc;With the transition of the United States away from democracy, the Sons of Liberty have arisen in an effort fight what they call tyranny. It will take time for this resistance to calm, and until it does there shall be much talk of secession and even open revolt.;;;;;;;;;;;;;x,,
election_cooldown;Ongoing Elections;;;;;;;;;;;;;x,,,,
desc_election_cooldown;Our voters are currently debating and discussing all important issues.;;;;;;;;;;;;;x,,,,
violent_elections;Violent Elections;;;;;;;;;;;;;x,,,,
desc_violent_elections;The current elections turned out have a quite violent undertone in the ongoing campaigns.;;;;;;;;;;;;;x,,,,
social_reform_movement;Social Reform Movement;;;;;;;;;;;;;x,,,,
desc_social_reform_movement;Socialists and communists have initiated a countrywide agenda for better living conditions.;;;;;;;;;;;;;x,,,,
wartime_elections;War-time Elections;;;;;;;;;;;;x,,,,
wartime_elections_desc;The elections are taking place in a time of war, an event which has taken center stage in the debates.;;;;;;;;;;;;x,,,
loss_of_support;Loss of Support;;;;;;;;;;;;x,,,,
loss_of_support_desc;The ruling party has lost support in this area.;;;;;;;;;;;;x,,,,
support_the_government;Government Support;;;;;;;;;;;;x,,,,
support_the_government_desc;The ruling party has extra support in this area.;;;;;;;;;;;;x,,,,
nothing_stops_progress;Nothing Stops Progress;;;;;;;;;;;;x,,,,
nothing_stops_progress_desc;We are arresting the reactionary agitators and proceeding with reforms as planned.;;;;;;;;;;;;x,,,,
slow_down_progress;Reform Restrictions;;;;;;;;;;;;x,,,,
slow_down_progress_desc;Perhaps it is best if we apply brakes to the rate of reforms. We must allow our people to catch up!;;;;;;;;;;;;x,,,,
ruling_party_scandal;National Scandal;;;;;;;;;;;;;x,,,,
ruling_party_scandal_desc;A recent scandal has rocked the government and eroded support for the ruling party.;;;;;;;;;;;;;x,,,,
party_scandal_evidence;Major National Scandal;;;;;;;;;;;;;x,,,,
party_scandal_evidence_desc;Evidence has come to light which has only worsened the national scandal, putting the government at dire risk if it should come to an election.;;;;;;;;;;;;;x,,,
line_of_advantage;Line of Advantage;;;;;;;;;;;;;x,,,,
line_of_advantage_desc;The concept of riekisen, or the 'line of advantage', means that we must extend Japanese influence beyond our national borders in order to ensure our security. This means turning all of the Japanese military, and indeed our people, to the notion of foreign conquest and glory.;;;;;;;;;;;;;x
no_line_of_advantage;Path of Progress;;;;;;;;;;;;;x,,,,
no_line_of_advantage_desc;Instead of focusing on military might and conquest, Japanese security must be provided by devotion to technological progress and reform. We must match the Western powers, and quickly, or they will surely take advantage and find Japan sorely unprepared.;;;;;;;;;;;;;x,
border_incident;Recent Border Incident;;;;;;;;;;;;;x,,,,
border_incident_desc;We have recently had a border incident, stirring up trouble with a Great Power.;;;;;;;;;;;;;x,,,
the_british_raj;The Indian Raj;;;;;;;;;;;;x,,,,
the_british_raj_desc;Greatest of the jewels in our nation's crown is the Indian Raj.;;;;;;;;;;;;x,,,,
the_british_raj_ai;The Indian Raj;;;;;;;;;;;;x,,,,
the_british_raj_ai_desc;Greatest of the jewels in our nation's crown is the Indian Raj.;;;;;;;;;;;;x,,,,
dutch_east_india;East India Company;;;;;;;;;;;;x,,,,
dutch_east_india_desc;Greatest of the jewels in our nation's crown is the East Indies colony.;;;;;;;;;;;;x,,,,
vassal_nation;Vassal Nation;;;;;;;;;;;;x,,,,
vassal_nation_desc;As a vassal nation to a foreign power, we will always be seen as a lesser country in the eyes of the rest of the world.;;;;;;;;;;;;x,,,
coup_risk;Coup D'etat Risk;;;;;;;;;;;;;x,,,,
coup_risk_desc;There is dissension within the nation's military, one that is leading to a breakdown of order not only within the ranks but within the country itself. Some fear the army will rise up and take over the government.;;;;;;;;;;;;;x,,,
military_strife;Military Strife;;;;;;;;;;;;;x,,,,
military_strife_desc;We are battling with our own army to prevent them from taking over the government. Purges are not infrequent, and the chances of soldiers defecting to join rebel causes raises with every passing day.;;;;;;;;;;;;;x,,,
vangaurd_party;Vanguard Party;;;;;;;;;;;;x,,,,
mixed_economy_desc;Mixed economy is an economic system in which both the state and private sector direct the economy, reflecting characteristics of both market economies and planned economies. Most mixed economies can be described as market economies with strong regulatory oversight, and many mixed economies feature a variety of government-run enterprises and governmental provision of public goods.;;;;;;;;;;;;x,,
the_dark_continent;The Dark Continent;;;;;;;;;;;;x,,,,
the_dark_continent_desc;A common name for Africa prior to its exploration, 'the Dark Continent' referred to the deep interior where few men had ever seen much less knew anything about. These deep jungles and desolate wastes were a no-man's-land, populated primarily by natives who had little contact with civilization. With the increase of exploration brought on by colonialism, suddenly the ability to colonize the areas previously denied to us has become possible.;;;;;;;;;;;;x,
fight_the_power;Government Resistance;;;;;;;;;;;;;x,,,,
fight_the_power_desc;There is rising dissension against the government, both among the people and within the military. We will have difficulty keeping order until this passes.;;;;;;;;;;;;;x,,,
national_confusion;National Confusion;;;;;;;;;;;;x,,,,
national_confusion_desc;There has been a great deal of change in our country. It will take some time to sort things out, before business as usual can resume.;;;;;;;;;;;;x,,,
neutrality;Political Neutrality;;;;;;;;;;;;;x,,,,
neutrality_desc;Our country deliberately takes no sides. We do not go to war, even against those the world universally reviles, and thus expect that no one shall go to war against us. This means we will likely never achieve recognition as a 'mover and shaker', but it also protects us. We shall not abandon our principles for the sake of power and influence.;;;;;;;;;;;;;x,
apache_raiders;Apache Raiders;;;;;;;;;;;;;x,,,,
irish_potato_blight;Potato Blight;Le mildiou de la pomme de terre;Kartoffelfäule;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,
irish_potato_blight_desc;Famine spreads as crops lie, dead and rotting, in our fields.;La famine s'étend tandis que les cultures pourrissent dans nos champs.;Hunger breitet sich aus, weil die Ernte tot und verfaulend auf unseren Feldern liegt.;;;;;;;;;;;;x;;;;;;;;;;;;;;,
irish_republicans;Irish Republicans;;;;;;;;;;;;x,,,,
irish_republicans_desc;Down with the monarchy! An Irish Free State is the only solution!;;;;;;;;;;;;x,,,,
irish_unionists;Irish Unionists;;;;;;;;;;;;x,,,,
irish_unionists_desc;Ireland is a part of the United Kingdom, now and forever more! We will not turn our back on the monarchy!;;;;;;;;;;;;x,,,
power_vacuum;Power Vacuum;;;;;;;;;;;;x,,,,
power_vacuum_desc;The government is in a state of transition as it struggles to find its new leader… or fall in the process.;;;;;;;;;;;;x,,,,
chinese_substate;Qing Oppression;;;;;;;;;;;;x,,,,
chinese_substate_desc;The oppression by the Qing Emperor has left our nation in disarray.;;;;;;;;;;;;x,,,,
treaties_of_velasco;Treaties of Velasco;;;;;;;;;;;;x,,,,
treaties_of_velasco_desc;The treaties may be worth less than the paper they're printed on, but they supposedly offer us a guarantee of independence from Mexico. We shall see if they last.;;;;;;;;;;;;x,,,
recent_crisis;Recent Crisis;;;;;;;;;;;;x,,,,
recent_crisis_desc;We have been the instigators in a recent crisis. Until memories fade, the world will likely tend to overlook any further demands we make for our territories.;;;;;;;;;;;;x,,,
switched_production;Switched Production;;;;;;;;;;;;;x,,,,
switched_production_desc;The province has just switched its major production, and locals are still acclimatizing to the change.;;;;;;;;;;;;;x,,,
new_production;New Plantation;;;;;;;;;;;;x,,,,
new_production_desc;A new plantation has been started in this province, moving production over to cash crops rather than than the traditional farming which has been done here by the natives.;;;;;;;;;;;;x,,,
emergency_tax_measures1;Emergency Measures;;;;;;;;;;;;x,,,,
emergency_tax_measures1_desc;Our financial situation has forced us to adopt draconian, and very unpopular, tax measures.;;;;;;;;;;;;x,,
emergency_tax_measures2;Extreme Measures;;;;;;;;;;;;x,,,,
emergency_tax_measures2_desc;Our financial situation has forced us to adopt draconian, and very unpopular, tax measures.;;;;;;;;;;;;x,,
boxer_presence;Boxer Presence;;;;;;;;;;;;x,,,,
boxer_presence_desc;The Righteous Harmony Society is present in this province, disrupting regular trade as they act against foreign influence.;;;;;;;;;;;;x,,,
boxer_agitation;Boxer Agitation;;;;;;;;;;;;x,,,,
boxer_agitation_desc;Our efforts to suppress the Boxers in this province has angered them, turning these nationalists against our government.;;;;;;;;;;;;x,,,
international_pariah;International Pariah;Paria International;Internationales Ausgestossen;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,
international_pariah_desc;We are a pariah in the international community for our aggressive policies.;;;;;;;;;;;;;x,,,,
great_war;Total War;Guerre Totale;Größer Krieg;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,
great_war_desc;We are in a state of total war with our enemies. We must rise up as one, or risk the destruction of our entire way of life.;;;;;;;;;;;;;x,,,
great_war2;The Demands of War;Les Demandes de la Guerre;Die Nachfragen des Krieges;;;;;;;;;;;x,,,,
great_war2_desc;Massive shortages are causing our people's enthusiasm for war to dim.;;;;;;;;;;;;;x,,,,
great_war3;Is It All For Nothing?;Est-il Tout Pour Rien?;Ist Alles Für Nichts?;;;;;;;;;;;x,,,,
