tree_plantations_desc;The development of plantations specifically created for tree harvesting reduced the reliance on naturally-occurring forests for exploitation.;;;;;;;;;;;;x,,,,,,,
mechanized_wells;Mechanized Oil Wells;;;;;;;;;;;;x,,,,,,,
mechanized_wells_desc;The ability to pump oil from the ground through automated machinery has greatly increased the capacity of the individual well. Already production has begun to skyrocket.;;;;;;;;;;;;x,,,,,,,
advanced_drilling_techniques;Advanced Drilling Techniques;;;;;;;;;;;;x,,,,,,,
advanced_drilling_techniques_desc;New methods of pumping oil from the ground are becoming available, meaning that oil can be harvested in a far more efficient manner.;;;;;;;;;;;;x,,,,,,
brixham_trawlers;Brixham Trawlers;;;;;;;;;;;;x,,,
brixham_trawlers_desc;Named for the British town where they were developed and built, Brixham Trawlers represented a giant leap forward in the design of fishing vessels. A wooden sailing ship made for deep-sea fishing, its sleek design and tall rigging gave it great speed. Brixham fishermen could travel to the fishing grounds and back in record time. This allowed them to make a bigger catch and bring it to market faster. The design was copied all over the world.;;;;;;;;;;;;x,,,
coal_powered_fishing_trawlers;Coal Powered Fishing Trawlers;;;;;;;;;;;;x,,,
coal_powered_fishing_trawlers_desc;As coal became the engine of industrialization, its use became more and more predominant at sea as well.;;;;;;;;;;;;x,,
turbine_driven_trawlers;Turbine Driven Trawlers;;;;;;;;;;;;x,,,
turbine_driven_trawlers_desc;With new turbines added to trawlers across the country, who needs actual fishermen?;;;;;;;;;;;;x,,,
oil_powered_fishing_trawlers;Oil Powered Fishing Trawlers;;;;;;;;;;;;x,,,
oil_powered_fishing_trawlers_desc;Blue Water fishing fleets followed the merchant marines and navies of the world in transitioning from coal to oil for fueling.;;;;;;;;;;;;x,,
zacherlin;Zacherlin;;;;;;;;;;;;x,,,,,,,
zacherlin_desc;Zacherlin is an industrial pesticide first mass-produced in Austria by Johann Zacherl around 1855. Its formula was based on a centuries-old process from the Middle East for extracting a natural insecticide from the dried head of the flower Chrysanthenum cinerariifolum.;;;;;;;;;;;;x,,,,,
rotenone;Rotenone;;;;;;;;;;;;x,,,,,,,
rotenone_desc;Rotenone is an odourless chemical which is naturally derived from several species of tropical and subtropical plants. It was first isolated in 1895 by the French Botanist Emmanuel Geoffroy. It became a key component in many industrial insecticides and pesticides.;;;;;;;;;;;;x,,,,,
ddt;DDT;;;;;;;;;;;;x,,,,,,,
ddt_desc;Short-form for dichlorodiphenyltrichloroethane, DDT was first synthesized in the early 1870s. Its insecticidal and pesticidal properties were realized in the first half of the twentieth century, when their industrial production and use skyrocketed.;;;;;;;;;;;;x,,,,,
#############################################;;;;;;;;;;;;;;x
#Industrial Inventions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
alite;Alite;;;;;;;;;;;;x,,,,,,,
alite_desc;Alite is a name for tricalcium silicate. It is the major, and characteristic, mineral phases in Portland cement.;;;;;;;;;;;;x,,,,,
portland_cement;Portland Cement;;;;;;;;;;;;x,,,,,,,
portland_cement_desc;Portland cement is the most common type of cement in general use around the world because it is a basic ingredient of concrete, mortar, stucco and most non-specialty grout.;;;;;;;;;;;;x,,,,,
mechanized_sawmills;Mechanized Sawmills;;;;;;;;;;;;x,,,,,,,
mechanized_sawmills_desc;The introduction of steam power to the operations of sawmills allowed for a greater level of mechanization. Mills could be located far from water with the addition of rail connections. Mechanized Sawmills saw greater efficiency as the scrap waste from lumber production could be used to fuel the boilers. Increased factory costs came with the gains in efficiency however.;;;;;;;;;;;;x,,,,,
diode;Diodes;;;;;;;;;;;;x,,,,,,,
diode_desc;In electronics, a diode is a two-terminal electronic component with asymmetric transfer characteristic, with low (ideally zero) resistance to current flow in one direction, and high (ideally infinite) resistance in the other. Diodes were the first semiconductor electronic devices.;;;;;;;;;;;;x,,,,
triode;Triodes;;;;;;;;;;;;x,,,,,,,
triode_desc;A triode is an electronic amplification device having three active electrodes. The term most commonly applies to a vacuum tube (or valve in British English) with three elements: the filament or cathode, the grid, and the plate or anode. The triode vacuum tube was the first electronic amplification device, which propelled the electronics age forward,  by enabling amplified radio technology and long-distance telephony.;;;;;;;;;;;;x,,,
tetrode;Tetrodes;;;;;;;;;;;;x,,,,,,,
tetrode_desc;A tetrode is an electronic device having four active electrodes. The term most commonly applies to a two-grid vacuum tube. It has the three electrodes of a triode and an additional screen grid which significantly changes its behaviour.;;;;;;;;;;;;x,,,,,,,
crystal_radio;Crystal Radio;;;;;;;;;;;;x,,,,,,,
crystal_radio_desc;A crystal radio receiver, also called a crystal set or cat's whisker receiver, is a very simple radio receiver, popular in the early days of radio. It needs no battery or power source and runs on the power received from radio waves by a long wire antenna. It gets its name from its most important component, known as a crystal detector, originally made with a piece of crystalline mineral such as galena.;;;;;;;;;;;;x,,
valve_radio_sets;Valve Radio Sets;;;;;;;;;;;;x,,,,,,,
valve_radio_sets_desc;With the discovery that triode valves could amplify signals it was soon noticed that they would also oscillate, a fact that was exploited in generating signals. Once the triode was established as an amplifier it made a tremendous difference to radio receiver performance as it allowed the incoming signals to be amplified. This gave significant improvements in the levels of gain that could be achieved, greatly increasing selectivity, enabling this type of receiver to outperform all other types of the era.;;;;;;;;;;;;x,,,,
carbon_transmitter;Carbon Transmitter;;;;;;;;;;;;x,,,,,,,
carbon_transmitter_desc;Before the proliferation of vacuum tube amplifiers in the 1920s, carbon transmitters were the only practical means of obtaining high-level audio signals, and were widely used in telephone systems. Their low cost," inherently high output and ""peaked"" frequency response characteristic were well suited for this application", and their use in new telephone installations continued up to the 1980s, long after they had been replaced by other types of microphones in other applications.;;;;;;;;;;;;x,,
candlestick_telephone;Candlestick Telephone;;;;;;;;;;;;x,,,,,,,
candlestick_telephone_desc;The candlestick telephone is a style of telephone that was common from the late 1890s to the 1930s. Also known as a desk stand, upright, or a stick phone, it came with or without a rotary dial, and with a ringer box.;;;;;;;;;;;;x,,,
bullough_n_kenworthys_lancashire_loom;Bullough and Kenworthy's Lancashire Loom;;;;;;;;;;;;x,,,
bullough_n_kenworthys_lancashire_loom_desc;The Lancashire Loom was invented in 1842 by James Bullough and William Kenworthy. It was a culmination of several advances made to the Roberts Power Loom from 1830, it was a semi-automatic loom with a single-stop action for changing shuttles. It incorporated an improved automatic filling process and better temples to smooth the edges of the fabric. A Lancashire Loom could increased the productivity of a weaver by a factor of twelve times compared to an existing Cartwright Loom.;;;;;;;;;;;;x,,,
machine_made_steel_cans;Machine-Made Steel Cans;;;;;;;;;;;;x,,,,,,,
machine_made_steel_cans_desc;A cumulative process of inventions and improvements have enabled canning factories to mechanize the production of cans and replace the tinned wrought-iron used with cheap steel. These new cans were smaller and could be produced in greater quantities to meet a growing demand.;;;;;;;;;;;;x,,,,,
double_seams;Double Seams;;;;;;;;;;;;x,,,,,,,
double_seams_desc;Double Seams were invented in 1888 by Max Ams. A double seam uses advanced metal rolling techniques to create a double-edged seal between the rolled tin plate lids and the body of the can. Double Seaming provided an air-tight lid to keep micro-organisms out. It also removed the need to use solder as a sealant, thus making steel cans cheaper and faster to produce.;;;;;;;;;;;;x,,,,,
lombard_and_holts_continuous_track;Lombard and Holt's Continuous Track;;;;;;;;;;;;x,,,
lombard_and_holts_continuous_track_desc;Alvin Lombard patented an effective continuous track system in 1901. This method of vehicle propulsion consisted of an interlocking band of hardened metal plates rotating around two or more wheels. Benjamin Holt acquired the patent in 1905 and began mass production. Holt later trademarked his system as "Caterpillar Tracks" after soldiers likened it to the movements of a caterpillar. Holt's track system was one of the key elements in the development of construction equipment and tanks.;;;;;;;;;;;;x,,,
mercerization;Mercerization;;;;;;;;;;;;x,,,,,,,
mercerization_desc;Mercerization is a chemical process developed by Englishman John Mercer in 1844. He developed a chemical treatment for cotton using sodium hydroxide. Mercerization strengthened the fibres and made them easier to dye. H.A. Lowe modernized and popularized Mercer's treatment in the 1890s, producing cotton fabric with a lustrous appearance.;;;;;;;;;;;;x,,,
rosendale_cement;Rosendale Cement;;;;;;;;;;;;x,,,,,,,
rosendale_cement_desc;Rosendale cement generally refers to a type of natural cement that was produced in and around Rosendale,New York from argillaceous limestone,but is a term that has had different definitions at different times. The fast-setting Rosendale natural cement mortars proved to be more efficient than the mortars based on lime and sand. Because of its reputation,"""Rosendale Cement"" has also been used as both a trade name and as a generic term referring to natural hydraulic cements produced elsewhere.;;;;;;;;;;;;x",,,,
vacuum_distillation;Vacuum Distillation;;;;;;;;;;;;x,,,
vacuum_distillation_desc;Vacuum distillation is a process for separating hydrocarbons using pressure. The liquid hydrocarbons are channeled into the lower portion of the distillation column at a temperature no greater than 370 degrees Celsius at an absolute pressure. The pressure in the column increases gradually from the top of the column to the bottom. The hydrocarbons evaporate and are piped out at various levels whenever the atmospheric pressure above the hydrocarbon to be distilled is lower than its vapor pressure. Vacuum distillation increases the relative volatility of the components, making the separation process quicker.;;;;;;;;;;;;x,,,
fractional_distillation;Fractional Distillation;;;;;;;;;;;;x,,,
fractional_distillation_desc;Fractional Distillation is a process of separating crude oil into various fractions of hydrocarbons. The Crude Oil is heated to a temperature between 350 and 370 degrees Celsius which causes vaporization. The gas is then fed into a fractional distillation column, which is made up of several trays and outflowing channels. As the vapour rises, it cools according to its boiling point. The fractions with high boiling points condense into the lower trays; those with lower boiling points condense in the upper trays.;;;;;;;;;;;;x,,,
fluid_catalytic_cracking;Fluid Catalytic Cracking;;;;;;;;;;;;x,,,
fluid_catalytic_cracking_desc;Fluid Catalytic Cracking is the most significant of the refining processes. It converts the high-boiling components of heavy crude oils into low-boiling, high-octane components such as gasoline and aviation fuels.;;;;;;;;;;;;x,,,
bergius_process;Bergius Process;;;;;;;;;;;;x,,,,,,,
bergius_process_desc;The Bergius Process is a chemical process developed by German chemist Friedrich Bergius in 1913. The Bergius Process diectly converts coal to useful synthetic fuels. Once finely ground, the coal is dried by the addition of hot gas. Heavy oil is recycled from the process and added to the mixture. A catalyst may also be introduced to trigger or speed up the conversion reaction. Bergius received the Nobel Prize in 1931 for his work in high pressure chemistry.;;;;;;;;;;;;x,,,
fischer_tropsch_process;Fischer-Tropsch Process;;;;;;;;;;;;x,,,,,,,
fischer_tropsch_process_desc;The Fischer Tropsh Process was developed at the Kaiser-Wilhelm-Institut für Kohlenforschung in 1925 by German chemists Franz Fischer and Hans Tropsch. The Fischer-Tropsch Process indirectly produces synthetic oils and fuels via a series of reactions. Coal or Natural Gas is converted to a gaseous state, and then reacts with a mixture of Carbon Monoxide and Hydrogen to produce various hydrocarbon products. Nazi Germany used this process extensively in the Second World War to convert their abundant coal stocks into replacement fuels after they were cut off from most natural sources of oil.;;;;;;;;;;;;x,,,
synthetic_cement;Synthetic Cement;;;;;;;;;;;;x,,,,,,,
synthetic_cement_desc;'Natural' cement,namely cement that does not use chemical processes to make the result more durable,began to fall out of use with the production of modern concrete. A veriety of synthetic brands has developed and has resulted in a burgeoning construction industry.;;;;;;;;;;;;x,,,,,
alfred_nobel;Alfred Nobel;;;;;;;;;;;;x,,,,,,,
alfred_nobel_desc;Alfred Bernhard Nobel was a Swedish chemist, engineer, innovator, and armaments manufacturer. He is the inventor of dynamite, and in his last will he used his enormous fortune to institute the Nobel Prizes.;;;;;;;;;;;;x,,,
#############################################;;;;;;;;;;;;;;x
#Military Industrial Inventions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
basic_ship_building_R&D;Basic Ship Building R&D;;;;;;;;;;;;x,,,,,,,
basic_ship_building_R&D_desc;early production techniques were aided by increasing ship research.;;;;;;;;;;;;x,,,,,,,
improved_ship_building_R&D;Improved Ship Building R&D;;;;;;;;;;;;x,,,,,,,
improved_ship_building_R&D_desc;With advanced warships came advanced supply output.;;;;;;;;;;;;x,,,,,,,
late_colonial_ships;Late Colonial Ships;;;;;;;;;;;;x,,,,,,,
late_colonial_ships_desc;Ships with ever increasing naval ranges meant new methods of supply manufacture had to be devised.;;;;;;;;;;;;x,,,,,,,
early_modern_oil_ship;Early Modern Oil Ship;;;;;;;;;;;;x,,,,,,,
early_modern_oil_ship_desc;New advances in mobile refueling soon gave way to new advances in naval supply production.;;;;;;;;;;;;x, too!;;;;;;;;;;;;x,,,,,,
ship_artillery_making;Ship Artillery Production;;;;;;;;;;;;x,,,,,,,
ship_artillery_making_desc;The massive cannons required on warships ultimately led to more improvements in artillery production overall.;;;;;;;;;;;;x, resulting in more stable and fruitful marital unions.;;;;;;;;;;;;x,,,,,,
ship_cannon_building;Ship Cannon Building;;;;;;;;;;;;x,,,,,,,
ship_cannon_building_desc;As naval weaponry became larger and larger, so did its means of production.;;;;;;;;;;;;x,,,,,,
late_colonial_armaments_industry;Late Colonial Armaments Industry;;;;;;;;;;;;x,,,,,,,
late_colonial_armaments_industry_desc;Colonial ventures required arms production, but standard procedures often fell short. Thus, new methods were devised.;;;;;;;;;;;;x,,,,,
modern_armaments_industry;Modern Armaments Industry;;;;;;;;;;;;x,,,,,,,
modern_armaments_industry_desc;The modern armaments industry saw impressive gains in arms production.;;;;;;;;;;;;x,,,,,,,
interruptor_gears;Interruptor Gears;;;;;;;;;;;;x,,,
interruptor_gears_desc;These were inventions which enabled machine guns to be mounted in front of the cockpit of the airplane to give it real combat power for the first time. One type of gear synchronized the firing of the guns with the spinning arc of the propellers to prevent them being shot off. The second or true interruptor gear developed with bombers prevented the guns from firing if any part of the plane would take a hit.;;;;;;;;;;;;x,,,
medium_tanks;Medium Tanks;;;;;;;;;;;;x,,,
medium_tanks_desc;The Medium tank was developed in the interwar period to correct the design deficiencies and lack of speed of the early heavy tanks and the mobile yet underarmoured and outgunned light tanks. Medium tanks featured a main gun of between 37 and 76 millimetres to give it a more than adequate punch. At the same time, they were built with 360 degree revolving turrets and usually armed with at least one machine gun to provide defence from infantry attacks. They were built to specific designs with thicker armour than light tanks and with a lower profile, increasing their ability to survive on the battlefield.;;;;;;;;;;;;x,,,
#############################################;;;;;;;;;;;;;;x
#POP Growth Inventions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
sanitation;Sanitation;;;;;;;;;;;;x,,,,,,,
sanitation_desc;It was not until the development of sanitation that the presence of waste and sewage in cities was even considered to be a health issue. Once methods were introduced to remove waste and keep the streets clean, it became possible for rodent infestations to be reduced in size and for cities to rapidly grow.;;;;;;;;;;;;x,,,,,,
prophylactics;Prophylactics;;;;;;;;;;;;x,,,,,,,
prophylactics_desc;The invention of modern methods of voluntary birth control are having a profound effect on the national birth rate, as citizens (particularly the wealthy) are able to exert far more control over when and how often they have children.;;;;;;;;;;;;x,,,,,,
cholera_vaccine;Cholera Vaccine;;;;;;;;;;;;x,,,,,,,
cholera_vaccine_desc;A vaccine has been developed which should stop the spread of cholera in our country, and which indeed should be a blow against the affliction throughout the world.;;;;;;;;;;;;x,,,,,,
antitoxins;Antitoxins;;;;;;;;;;;;x,,,,,,,
antitoxins_desc;The development of antitoxins is an advance that not only allows the medical field to combat poisons, but also to develop and further their understanding of how to kill bacteria and other microorganisms which are responsible for many afflictions.;;;;;;;;;;;;x,,,,,,
defamation_of_women;Defamation of Women;;;;;;;;;;;;x,,,,,,,
defamation_of_women_desc;A cultural shift has begun which assigns to women a lesser status than that of men, even beyond their traditional inability to partake in politics. Common thought is that women are lesser creatures, best suited as chattel and as producers of children.;;;;;;;;;;;;x,,,,,
#############################################;;;;;;;;;;;;;;x
#Economic Thought Inventions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
adam_smith;Adam Smith;;;;;;;;;;;;x;
adam_smith_desc;Adam Smith was a Scottish Enlightenment philosopher of political economy. He was author of The Theory of Moral Sentiments and An Inquiry into the Nature and Causes of the Wealth of Nations. Smith promoted the central tenement of Capitalism as the individual pursuing his own self-interest, and in so doing, promoting the greater good. He talked about the "invisible hand" that would guide the actions of individuals and argued against government interference in all but a aspects of the economy.;;;;;;;;;;;;x;
jean_baptiste_say;Jean-Baptiste Say;;;;;;;;;;;;x;
jean_baptiste_say_desc;Jean-Baptiste Say was a French scholar active in the field of political economy. A contemporary of Adam Smith, he also advocated economic competition and freedom of trade. He wrote the Traité d'économie politique ou simple exposition de la manière dont se forment, se distribuent et se composent les richesses, originally published in 1803. Say's Law of Markets was derived thus from his treatise, "Inherent in supply is the wherewithal for its own consumption.";;;;;;;;;;;;x;
david_ricardo;David Ricardo;;;;;;;;;;;;x;
david_ricardo_desc;David Ricardo was an English political economist who followed the theories of Adam Smith. He wrote his most important work in 1817, titled Principles of Political Economy and Taxation. A great promoter of free trade, his major contribution to classical economics was his Law of Comparative Advantage, where he argued that mutual advantage in trade was always possible if each country concentrated on its resource advantages.;;;;;;;;;;;;x;
thomas_robert_malthus;Thomas Robert Malthus;;;;;;;;;;;;x;
thomas_robert_malthus_desc;Thomas Robert Malthus was a British scholar, influential in political economy and demography. Malthus popularised the economic theory of rent.;;;;;;;;;;;;x;
floating_international_exchange_rates;Floating International Exchange Rates;;;;;;;;;;;;x;
floating_international_exchange_rates_desc;In a Floating Exchange Rate region, the value of the currency is set by supply and demand in the international markets. This is measured freely against the currencies of other countries. The Central Bank may intervene in cases of rapid and extreme movement by the currency price in either direction. It buys or sells from its own currency reserves to stabilize the value.;;;;;;;;;;;;x;
monetization_of_debt;Monetization of Debt;;;;;;;;;;;;x;
monetization_of_debt_desc;By monetizing the debt, the Central Bank could artificially decrease the fiscal deficit and increase the money supply of the country. It would print new money and use it to purchase public debt instruments (bonds and bills) issued by the Treasury. This has the effect of moving the debt off of the public balance sheet, with the Central Bank remitting the balance of the interest earnings back to the Treasury on a regular basis.;;;;;;;;;;;;x;
#############################################;;;;;;;;;;;;;;x
#Philosophy Inventions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
montesquieu;Montesquieu;;;;;;;;;;;;x;
montesquieu_desc;Charles-Louis de Secondat, Baron de La Brède et de Montesquieu was a French lawyer and political philosopher. He was best known for his support of constitutional government with a clear separation of powers. In his most famous work, 'The Spirit of the Laws (1748),' Montesquieu developed a series of classification sytems to describe governments and societies. He divided French society into three classes: the monarchy, the aristocracy and the commons, and he said that they should be equally dependent on and separate from eachother. Government administration was divided into three branches, the executive, legislative, and the judicial. His separation of powers later became embedded in the U.S. and other modern constitutions. He popularized the term 'Despotism' by describing it as one of the three basic forms of government, along with Monarchy and Republic.;;;;;;;;;;;;x;
rousseau;Jean-Jacques Rousseau;;;;;;;;;;;;x,,,,,,,
