rebellious;Rebellious;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
skilled;Skilled;Talentueux;Geschickt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
secretive;Secretive;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
shrinking_violet;Shrinking Violet;Timoré;Mauerblümchen;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sinner;Sinner;;;;;;;;;;;;x,,,
strange;Strange;Étrange;Merkwürdig;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
stout;Stout;Solide;Beherzt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
soldierly;Soldierly;Militaire;Soldatisch;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
spirited;Spirited;Fougueux;Sprühend;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
stalwart;Stalwart;Robuste;Robust;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
soft;Soft;Indolent;Weich;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
spineless;Spineless;Mou;Rückgratlos;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
stouthearted;Stouthearted;Intrépide;Beherzt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
steadfast;Steadfast;Inébranlable;Solide;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
scared;Scared;Craintif;Verängstigt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
shirker;Shirker;Tire-au-flanc;Drückeberger;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
smart_p;Smart;Habile;Schlau;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sharp;Sharp;Malin;Klug;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
timid;Timid;Timide;Furchtsam;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
tactful;Tactful;Délicat;Taktvoll;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unflinching;Unflinching;Opiniâtre;Entschlossen;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unruly;Unruly;Insoumis;Widerborstig;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
undisciplined;Undisciplined;Indiscipliné;Undiszipliniert;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unforgiving;Unforgiving;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unmanly;Unmanly;Lâche;Unmännlich;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unsound;Unsound;Dangereux;Unzuverlässig;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
vainglorious;Vainglorious;Vaniteux;Prahlerisch;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
vicious;Vicious;Violent;Bösartig;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
wrathful;Wrathful;Courroucé;Zornerfüllt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
wretched;Wretched;Misérable;Jämmerlich;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
yellow;Yellow;Trouillard;Memme;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
no_background;No Background;Aucun(e);Nichts;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
ambitious_careerist;Ambitious Careerist;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
architect;Architect;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
armchair_general;Armchair General;Général de façade;Sesselgeneral;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
artillerist;Artillerist;Artilleur;Artillerist;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
amateur;Amateur;Amateur;Amateur;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
aristocrat;Aristocrat;Aristocrate;Aristokrat;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
adventurer;Adventurer;Aventurier;Abenteurer;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
butcher;Butcher;Boucher;Schlächter;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
bureaucrat_speed;Bureaucrat Speed;Vitesse de bureaucrate;Bürokratische Geschwindigkeit;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
brownnoser;Brownnoser;Lèche-cul;Stiefellecker;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
brilliant_strategist;Brilliant Strategist;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
bootlicker;Bootlicker;Lèche-bottes;Speichellecker;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
cavalry_school;Cavalry School;École de cavalerie;Kavallerieschule;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
colonial_recruit;Colonial Recruit;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
colonial_b;Colonial;Colonial;Kolonial;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
cartographer;Cartographer;Cartographe;Kartograf;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
cursed_luck;Cursed Luck;Malchanceux;Vom Pech verflucht;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
corrupt;Corrupt;Corrompu;Korrupt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
clueless;Clueless;Ignorant;Ahnungslos;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
debutante;Debutante;Débutant;Debütant;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
disgraced;Disgraced;Déshonoré;In Ungnade Gefallener;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
drillmaster;Drillmaster;Sergent instructeur;Zuchtmeister;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
diplomat;Diplomat;Diplomate;Diplomat;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
engineer;Engineer;Génie;Ingenieur;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
entrepreneur;Entrepreneur;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
exranker;Exranker;Ancien militaire;Ex-Gefreiter;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
expert_raider;Expert Raider;Commando expérimenté;Überfallexperte;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
eccentric_genius;Eccentric Genius;Génie excentrique;Exzentrisches Genie;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
elder_statesmen;Elder Statesman;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
elderly;Elderly;Âgé;Älter;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
ethnic;Ethnic;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
gifted_administrator;Gifted Administrator;Administrateur doué;Begabter Administrator;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
generals_aide;General's Aide;Aide de camp;Generalsadjutant;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
hated;Hated;Odieux;Gehasst;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
innovative_tactician;Innovative Tactician;Tacticien novateur;Innovativer Taktiker;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
immoral;Immoral;Immoral;Unmoralisch;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
introverted_philosopher;Introverted Philosopher;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
incompetent;Incompetent;Incompétent;Inkompetent;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
intellectual;Intellectual;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
military_theoretician;Military Theoretician;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
megalomaniac;Megalomaniac;Mégalomane;Megalomane;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
mercenary;Mercenary;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
feeble;Feeble;;;;;;;;;;;;x,,,
harsh_disciplinarian;Harsh Disciplinarian;;;;;;;;;;;;x,,,
fearsome;Fearsome;;;;;;;;;;;;x,,,
independent;Independent-Minded;;;;;;;;;;;;x,,,
bureaucrat;Bureaucrat;;;;;;;;;;;;x,,,
member_of_elite;Member of the Elite;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
natural_born_leader;Natural Born Leader;Leader naturel;Geborener Anführer;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
nationalist;Nationalist;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
old_school;Old School;Vieille école;Alte Schule;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
poet;Poet;Poète;Poet;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
priest;Priest;Prêtre;Priester;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
professor;Professor;Professeur;Professor;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
powerful_friends;Powerful Friends;Amis puissants;Mächtige Freunde;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
pawn;Pawn;Pion;Pfand;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
questionable_loyalties;Questionable Loyalties;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
renowned_adventurer;Renowned Adventurer;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
politician;Politician;Politicien;Politiker;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
rising_star;Rising Star;Étoile montante;Aufsteigender Stern;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
religious_fanatic;Religious Fanatic;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
religious_leader;Religious Leader;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
railroad_man;Railroad Man;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
rags_to_riches;Rags to Riches;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
son_of_hero;Hero's Son;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
spoiled;Spoiled;Gâté;Verwöhnt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
school_of_defense;School of Defense;École de défense;Schule der Verteidigung;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
school_of_offense;School of Offense;École d'attaque;Schule der Offensive;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
school_of_the_bayonet;School of the Bayonet;École de la baïonnette;Schule des Bajonetts;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
school_of_firepower;School of Firepower;École de la puissance de feu;Schule der Feuerkraft;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sad_sack;Sad Sack;Raté;Trauriger Sack;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
state_ideologue;State Ideologue;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sucker;Sucker;Gogo;Trottel;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sycophant;Sycophant;Flagorneur;Kriecher;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
toady;Toady;Flatteur;Schleimer;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
turncoat;Turncoat;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
university_educated;University Educated;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
uncommonly_young;Uncommonly Young;Singulièrement jeune;Ungewöhnlich jung;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unfit;Unfit;Inapte;Ungeeignet;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unqualified;Unqualified;Non qualifié;Unqualifiziert;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unfulfilled_potential;Unfulfilled Potential;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
warmonger;Warmonger;Belliciste;Kriegstreiber;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
war_college;War College;École militaire;Militärakademie;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
wounded_veteran;Wounded Veteran;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
womanizer;Womanizer;Coureur de jupons;Schürzenjäger;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
yesman;Yesman;Béni-oui-oui;Jasager;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
arab_revolt_ended;Arab Revolt Ended;;;;;;;;;;;;x,,,
newly_released_nation;Newly-Formed Nation;;;;;;;;;;;;x,,,
crop_rotation;Crop Rotation;;;;;;;;;;;;x,,,
crop_rotation_desc;The practice of crop rotation is now being used in local farms.;;;;;;;;;;;;x,,,
phosphates;Phosphates;;;;;;;;;;;;x,,,
phosphates_desc;Phosphates are now being used to fertilize farm soil in the area.;;;;;;;;;;;;x,,,
nitrates;Nitrates;;;;;;;;;;;;x,,,
nitrates_desc;Nitrates are now being used to fertilize farm soil in the area.;;;;;;;;;;;;x,,,
will_support_entre_rios;Pledged Support to Entre Rios;;;;;;;;;;;;x,,,
shaft_mine;Shaft Mining;;;;;;;;;;;;x,,,
shaft_mine_desc;Deep shaft mining has been developed in the province.;;;;;;;;;;;;x,,,
pit_mine;Pit Mining;;;;;;;;;;;;x,,,
pit_mine_desc;Pit mining has been developed in the province.;;;;;;;;;;;;x,,,
strip_mine;Strip Mining;;;;;;;;;;;;x,,,
strip_mine_desc;Strip mining has been developed in the province.;;;;;;;;;;;;x,,,
tax_reforms;National Tax Reforms;;;;;;;;;;;;x,,,
tax_reforms_desc;Recent reforms to tax laws have increased our tax efficiency… at least until those laws are repealed or loopholes found to evade them.;;;;;;;;;;;;x,,,
intense_farming;Intensive Farming;;;;;;;;;;;;x,,,
intense_farming_desc;Plantations have been started in this province to more efficiently and intensively farm it-- even though this comes with a risk of exhausting the farmland.;;;;;;;;;;;;x,,,
exhausted_land;Exhausted Farmland;;;;;;;;;;;;x,,,
exhausted_land_desc;The intensive farming of this province's farmland has exhausted the soil. Production will be low until the land recovers.;;;;;;;;;;;;x,,,
irrigration_network;Irrigation Network;;;;;;;;;;;;x,,,
irrigration_network_desc;An irrigation network has been built here, allowing the desert to be farmed more effectively.;;;;;;;;;;;;x,,
population_trend;Population Growth Trend;;;;;;;;;;;;x,,,
