EVTDESC600059;The political scene in Uruguay during the 1830s became split between two parties, the conservative Blancos ("Whites") and the liberal Colorados (literally "coloureds", more usually "Reds"). The Colorados were led by Fructuoso Rivera and represented the business interests of Montevideo. The Blancos were headed by Manuel Oribe, who looked after the agricultural interests of the countryside and promoted protectionism. The two groups took their names from the color of the armbands that they wore. Initially, the Colorados wore blue, but when it faded in the sun, they replaced it with red. \n \n The Uruguayan Constitution of 1830 didn't anticipate the sharing of political power between parties, which forced the minorities to resort to revolution.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600059A;Troublemakers, the lot of them.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600060;Oribe's Army;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600060;With the destruction of our army, Oribe took the opportunity to seize the countryside. Now, they are moving in to take the capital.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600060A;That can't end well for us.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME6000061;The Argentine Unitarianists;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC6000061;For a long time, two projects of country divided Argentina. Unitarianists or Unitarians were the proponents of the concept of a Unitary state (centralized government) in Buenos Aires and they were led by  Juan Lavalle. They were opposed to the Argentine Federalists, who wanted a federation of independent provinces, led by Juan Manuel de Rosas. The Unitarians, sympathetic to our government, fled Argentina in exile after being defeated in 1831. Rosas, the so called Restorer of the Laws, controlled the Argentina Confederation for too long under his despotic rule. They harbour Oribe, who claims is still president, and their government is hostile to ours. Our most trusted Caudillos argue that it is time to prepare for war and for that end we can weaken the Confederation by using our Unitarianist friends.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT6000061A;Contact Genaro Berón de Astrada, Governor of Corrientes.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600061B;Let it go, Rosas surely will not interfere in Uruguay anymore.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600062;The Argentine Federalists;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600062;For a long time, two projects of country divided Argentina. Unitarianists or Unitarians were the proponents of the concept of a Unitary state (centralized government) in Buenos Aires and they were led by  Juan Lavalle. They were opposed to the Argentine Federalists, who wanted a federation of independent provinces, led by Juan Manuel de Rosas. The Unitarians, sympathetic to our government, fled Argentina in exile after being defeated in 1831. Rosas, the so called Restorer of the Laws, controlled the Argentine Confederation for too long under his despotic rule. Now, our friends in Uruguay defeated the Blancos and promise to support us if we were to fight the Federalists to end Rosas despotic ruler.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600062A;Tell them we are ready for war when they are.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600063;The Big War;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600063;Genaro Berón de Astrada, governor of Corrientes, pledged to support us in our struggle against Rosas. The moment has arrived to rid the world of the tyrant. If we back down now, our government might look weak. France and the United Kingdom, that long had an attrition with Rosas, will surely help us in our struggle.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600063A;Call the Caudillos. Mobilize the troops. Rosas will fall.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600063B;This is a dangerous move. Let the Blancos and Rosas in peace.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600063C;Bide our time.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600064;Rivera backs down;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600064;The Uruguayan President backed down from the war with Rosas, but Rosas knows of the plan. This, combined with previous attrition with him, will surely lead to a war against him.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600064A;Fight to the last man!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600064B;It's time to step down.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600065;The Uruguayan Aggression;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600065;Rivera, the Uruguayan president, convinced governor Genaro Berón de Astrada to support him and Corrientes in a rebellion against Buenos Aires. Uruguay is preparing for war against us and they seek to depose Rosas.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600065A;The fools!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600066;The Italian Legion;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600066;Giuseppe Garibaldi moved in with his wife and has been living in Montevideo for a time already. A sworn fighter against tyranny, he now has offered his help in setting up the defences of Montevideo against Oribe and Rosas and has offered to lead an Italian Legion made of foreign soldiers that will help us in the struggle against the tyranny of Rosas. Furthermore, it has been recommended that we do as the Blancos are planning to do and abolish slavery in Uruguay so we can have more soldiers for the war.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600066A;We welcome him and his soldiers.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600066B;We don't need any help.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600067;The Defences of Montevideo;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600067;The Italian Legion of Garibaldi has finished the construction of a fort and barricades throughout the city. This will, without a doubt, help us in the war.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600067A;Wonderful!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600068;Garibaldi seizes a province;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600068;The Italian Legion has defeated the enemy in a province and seized it back, returning it for us.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600068A;Splendid!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600069;The Fall of the Blancos;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600069;After years of struggle, the Blancos are losing their strength. Our country, once torn by civil war, is beginning to unite and the flames of revolutions are dying.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600069A;Finally.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600070;Brazilian Intervention;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600070;The war with Argentina and the Blancos costed too much already and our people want peace, internally and externally. The Brazilians are showing some interest in the conflict, and our country, and they would help us much in the struggle against Rosas and Oribe. Our diplomats began the talks and the conditions the Brazilians are asking are the free navigation of the Uruguay river, taxes and trade benefits, renouncement of our claims on the border with Rio Grande do Sul and the recognition of Brazil's right to interfere with our internal affairs. \n \n Getting Brazilian help would undoubtedly tip the war in our favour and it is better than to risk another Blanco government.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600070A;I'm sure there will be no problems. Ask for their help.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600070B;We can take care of this war by ourselves.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600071;Uruguay asks for our help;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600071;For a long time, Uruguay has been plunged into turmoil. It fights the Blancos, which aren't too fond of us, and the Argentine, which aren't too fond of us either. But the war isn't going very well for them, and they are asking for our help. In exchange for our help, they  are proposing several benefits for our country, such as treaties for the free navigation of the Uruguay river, taxes and trade benefits, renouncement of their claims on the border with Rio Grande do Sul and the recognition of Brazil's right to interfere with Uruguay internal affairs. This would undoubtedly bring our countries close together and can serve as a the start of Brazilian hegemony in the south of the continent;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600071A;Agree to these terms.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600071B;We can't afford to help them right now.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600072;Spheres of Influence;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600072;After years of struggle for power, both the Colorados and the Blancos were weary of the chaos. In $YEAR$, they came to an agreement to define spheres of influence: the Colorados would control Montevideo and the coastal region, the Blancos would rule the hinterland with its agricultural estates. In addition, the Blancos were paid a lump sum of money to compensate them for the loss of their stake in Montevideo.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600072A;Finally we can have some peace.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600072B;Unnecessary. Our current government will always have power.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME600073;Spheres of Influence;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC600073;Blancos and Colorados finally learned to share political power. This will severely reduce rebellion and aggressions between the parties.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT600073A;Uruguay can rest;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700000;Death of Francia;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700000;Paraguayan supreme dictator, José Gaspar Rodríguez de Francia, took several precautions against assassination. He would lock the Palace doors himself, unroll the cigars his sister made to ensure there was no poison, prepare his own yerba mate, and sleep with a pistol under his pillow. No one could come within six paces of him, or even bear a cane near him. Whenever he would go out riding, he had all bushes and trees along the route uprooted so that assassins could not hide. All shutters had to be closed, and pedestrians had to prostrate before him as he passed. Sensing his mortality, he destroyed all his papers and refused medical aid, even lashing out at a physician with his sabre. In this day, Francia breathed his last and passed away. Francia left the state treasury with at least twice as much money in it as when he took office, including 36,500 pesos of his unspent salary, the equivalent of several years' pay. His daughter later burnt all his furniture after his death.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700000A;The end of an era.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700001;The Rise of Carlos Lopéz;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700001;Carlos Antonio López Ynsfrán, nephew of Francia, attracted the hostility of the dictator and uncle and he was forced to keep in hiding for several years. He was briefly secretary of the military junta that ruled the country after Francia's death and today, after years of confusion and chaos since Francia's death, he was chosen as the country's first consul--a post equivalent to that of president -- ruling alongside Mariano Roque Alonso.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700001A;What the future holds for Paraguay?;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700002;Carlos López Takes Power;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700002;Paraguay's Consul, Carlos López, exiled Roque and assumed dictatorial powers. The Congress approved the first Paraguayan Constitution — probably the work of Lopez himself. A few months later, Congress changed his post from consul to president, and elected him to the new post for a 10-year term. The constitution not only legally sanctioned López' dictatorial powers, but included no guarantees of civil rights. Indeed, the word "liberty" was not even mentioned in the text.\nHis government now is directing energy towards developing the material resources and strengthening the military power of the country. One of his first actions was to strengthen Paraguay's grip on the Chaco region by building forts and founding villages.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700002A;For the glory of Paraguay!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700002B;Try to fight for democracy!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700003;Foreign Policy;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700003;López lead an extremely aggressive foreign policy which frequently caused attrition with other governments. In 1853, he refused to ratify a commercial and navigational treaty with the United States and began confiscating the property of American citizens residing in Paraguay. Because of a dispute with Britain, López closed Paraguayan waters to foreign warships. Today, Paraguayan soldiers fired upon an American ship engaged in a scientific survey of the Parana River, killing one American crew member.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700003A;Who gives a hoot about yankees anyway?;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700003B;Issue an official apology.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700004;The Paraguay Expedition;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700004;Some years ago, the American ship USS Water Witch was doing a scientific expedition on the Paraná River when Paraguayan troops fired against it. This act of aggression wasn't met by an official apology by Paraguayan dictator Carlos López. This insult went unanswered for too long. Now, the US Congress authorized for a Naval Squadron to be sent to Paraguay to seek redress from Paraguay for the shelling of the Water Witch, which had resulted in the death of the an American citizen, the ship's helmsman.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700004A;Time to show American gunboat diplomacy.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700004B;Drop the matter, it's not worth it.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700005;The USA asks for military access;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700005;Tensions between the United States of America and Paraguay reached a critical point this year as the USA plans to seek an apology for the shelling of one of its ships on the Parana river. The United States of America asked our government military access so they can enter Paraguayan territory in seek of their redress.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700005A;The yankees can pass through our territory.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700005B;We don't want any involvement on this matter.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700006;Uruguay gave us military access;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700006;The Uruguayan government gave us military access for our expedition against Paraguay.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700006A;Contact Flag Officer William B. Shubrick. Let the expedition begin.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700006B;Better to leave this issue behind us.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700007;Uruguay refuse to give military access;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700007;The Uruguayan government refuse to give us military access for our expedition against Paraguay.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700007A;The expedition will happen one way or another.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700007B;Better to leave issue this behind us.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700008;The USA Expedition;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700008;The United States of America sent an expedition to get an official apology for our attack against one of its ships. There are rumours of yankee ships in the coast and that the Uruguayans will let the yankees through their territory and if they do, we might face a defeat that will shake off our government.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700008A;Send them an official apology and pay indemnifications.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700008B;The Paraguayans will never submit!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700008C;Let us bide our time.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700009;The Expedition Ends;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700009;Our military sent a few gunboats up the Paraná River for target practice in Paraguay and military exercises. A few months of gunboat diplomacy and a few demonstrations of our military might and Paraguay agreed to issue an official apology and already paid indemnifications for the death of our sailor.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700009A;Justice is served.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700009B;We already got the reparations? Great! Now continue the war.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700010;Paraguay Occupies Misiones;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700010;The Paraguayan dictator built a fort overnight and occupied the province of Misiones, claiming the ethnic majority is Guarani and therefore should be ruled by him.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700010A;Irrelevant, Paraguay is a province of Argentina.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700011;Francia's Utopia;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700011;Dr. José Gaspar Rodríguez de Francia y Velasco is a Paraguayan lawyer and the Dictator of Paraguay. Originally a professor of philosophy, he entered the cabildo of Asunción while working as a lawyer and rose to become the head of the cabildo. After the proclamation of the Paraguayan Republic he became an important political leader in South America, and was eventually installed as supreme leader before being declared dictator for life. \n Inspired by French revolutionary ideals, Francia sought to create a utopian state based on Rosseau's Social Contract. Although he strived for equality of the people, Francia ruthlessly destroyed any opposition and created a Police state, imprisoning all those he deemed seditious. \n Francia lived a spartan lifestyle, and apart from some books and furniture, his only possessions were a tobacco case and a pewter confectionery box.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
