;;;;;;;;;;;;x,,,,,,,,,,,,,
return_core_on_title;Enable 'Return Cores' decisions;;;;;;;;;;;;x,,
return_cores_CRL_desc;We hold provinces that Chitral has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_RDL_title;Return cores to Ardalan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_RDL_desc;We hold provinces that Ardalan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BTL_title;Return cores to Bitlis;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BTL_desc;We hold provinces that Bitlis has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BDN_title;Return cores to Bahdinan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BDN_desc;We hold provinces that Bahdinan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BNB_title;Return cores to Baban;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BNB_desc;We hold provinces that Baban has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_MKN_title;Return cores to Mukriyan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_MKN_desc;We hold provinces that Mukriyan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BHT_title;Return cores to Bohtan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BHT_desc;We hold provinces that Bohtan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_SRN_title;Return cores to Soran;;;;;;;;;;;;;;;;;;;;x,,
return_cores_SRN_desc;We hold provinces that Soran has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_LBG_title;Return cores to Limburg;;;;;;;;;;;;;;;;;;;;x,,
return_cores_LBG_desc;We hold provinces that Limburg has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_PNB_title;Return cores to Pernambuco;;;;;;;;;;;;;;;;;;;;x,,
return_cores_PNB_desc;We hold provinces that Pernambuco has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FIU_title;Return cores to Fiume;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FIU_desc;We hold provinces that Fiume has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_SYC_title;Return cores to Sicily;;;;;;;;;;;;;;;;;;;;x,,
return_cores_SYC_desc;We hold provinces that Sicily has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_MDV_title;Return cores to Moldova;;;;;;;;;;;;;;;;;;;;x,,
return_cores_MDV_desc;We hold provinces that Moldova has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ABK_title;Return cores to Abkhazia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ABK_desc;We hold provinces that Abkhazia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CRT_title;Return cores to Corrientes;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CRT_desc;We hold provinces that Corrientes has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_SBA_title;Return cores to Buenos Aires;;;;;;;;;;;;;;;;;;;;x,,
return_cores_SBA_desc;We hold provinces that Buenos Aires has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ARC_title;Return cores to Argentine Confederation;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ARC_desc;We hold provinces that Argentine Confederation has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_LHJ_title;Return cores to Lahej;;;;;;;;;;;;;;;;;;;;x,,
return_cores_LHJ_desc;We hold provinces that Lahej has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FDL_title;Return cores to Fadhli;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FDL_desc;We hold provinces that Fadhli has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KTH_title;Return cores to Kathiri;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KTH_desc;We hold provinces that Kathiri has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_MHR_title;Return cores to Mahra;;;;;;;;;;;;;;;;;;;;x,,
return_cores_MHR_desc;We hold provinces that Mahra has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KML_title;Return cores to Kumul;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KML_desc;We hold provinces that Kumul has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_SHK_title;Return cores to Shilluk;;;;;;;;;;;;;;;;;;;;x,,
return_cores_SHK_desc;We hold provinces that Shilluk has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_WRL_title;Return cores to Warsangali;;;;;;;;;;;;;;;;;;;;x,,
return_cores_WRL_desc;We hold provinces that Warsangali has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BHP_title;Return cores to Bahawalpur;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BHP_desc;We hold provinces that Bahawalpur has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_EZO_title;Return cores to Ezo;;;;;;;;;;;;;;;;;;;;x,,
return_cores_EZO_desc;We hold provinces that Ezo has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHY_title;Return cores to Chechnya;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHY_desc;We hold provinces that Chechnya has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHK_title;Return cores to Champasak;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHK_desc;We hold provinces that Champasak has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_QNG_title;Return cores to Qing China;;;;;;;;;;;;;;;;;;;;x,,
return_cores_QNG_desc;We hold provinces that Qing China has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_MGH_title;Return cores to Maghreb;;;;;;;;;;;;;;;;;;;;x,,
return_cores_MGH_desc;We hold provinces that Maghreb has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAH_title;Return cores to Bahia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAH_desc;We hold provinces that Bahia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHP_title;Return cores to Chiapas;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHP_desc;We hold provinces that Chiapas has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CEQ_title;Return cores to Equador Confederation;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CEQ_desc;We hold provinces that Equador Confederation has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ENT_title;Return cores to Entre Rios;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ENT_desc;We hold provinces that Entre Rios has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GCO_title;Return cores to Gran Colombia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GCO_desc;We hold provinces that Gran Colombia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GUY_title;Return cores to Guyana;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GUY_desc;We hold provinces that Guyana has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_LOS_title;Return cores to Los Altos;;;;;;;;;;;;;;;;;;;;x,,
return_cores_LOS_desc;We hold provinces that Los Altos has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_LPL_title;Return cores to La Plata;;;;;;;;;;;;;;;;;;;;x,,
return_cores_LPL_desc;We hold provinces that La Plata has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_OAX_title;Return cores to Oaxaca;;;;;;;;;;;;;;;;;;;;x,,
return_cores_OAX_desc;We hold provinces that Oaxaca has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_PBC_title;Return cores to Peru-Bolivia Confederation;;;;;;;;;;;;;;;;;;;;x,,
return_cores_PBC_desc;We hold provinces that Peru-Bolivia Confederation has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_PTG_title;Return cores to Patagonia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_PTG_desc;We hold provinces that Patagonia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_RGR_title;Return cores to Rio Grande;;;;;;;;;;;;;;;;;;;;x,,
return_cores_RGR_desc;We hold provinces that Rio Grande has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_RGS_title;Return cores to Rio Grande do Sul;;;;;;;;;;;;;;;;;;;;x,,
return_cores_RGS_desc;We hold provinces that Rio Grande do Sul has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_SON_title;Return cores to Sonora;;;;;;;;;;;;;;;;;;;;x,,
return_cores_SON_desc;We hold provinces that Sonora has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_SPU_title;Return cores to South Peru;;;;;;;;;;;;;;;;;;;;x,,
return_cores_SPU_desc;We hold provinces that South Peru has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_YUC_title;Return cores to Yucatan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_YUC_desc;We hold provinces that Yucatan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BLZ_title;Return cores to Belize;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BLZ_desc;We hold provinces that Belize has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DAK_title;Return cores to Dakota;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DAK_desc;We hold provinces that Dakota has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FSA_title;Return cores to Free States of America;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FSA_desc;We hold provinces that Free States of America has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GRN_title;Return cores to Greenland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GRN_desc;We hold provinces that Greenland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JAM_title;Return cores to Jamaica;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JAM_desc;We hold provinces that Jamaica has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_LSK_title;Return cores to Alaska;;;;;;;;;;;;;;;;;;;;x,,
return_cores_LSK_desc;We hold provinces that Alaska has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_MRU_title;Return cores to Maritime Union;;;;;;;;;;;;;;;;;;;;x,,
return_cores_MRU_desc;We hold provinces that Maritime Union has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_PRI_title;Return cores to Puerto Rico;;;;;;;;;;;;;;;;;;;;x,,
return_cores_PRI_desc;We hold provinces that Puerto Rico has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_RPL_title;Return cores to Rupert's Land;;;;;;;;;;;;;;;;;;;;x,,
return_cores_RPL_desc;We hold provinces that Rupert's Land has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_TRS_title;Return cores to Tarasco;;;;;;;;;;;;;;;;;;;;x,,
return_cores_TRS_desc;We hold provinces that Tarasco has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_TTB_title;Return cores to Trinidad;;;;;;;;;;;;;;;;;;;;x,,
return_cores_TTB_desc;We hold provinces that Trinidad has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_UIL_title;Return cores to Illinois;;;;;;;;;;;;;;;;;;;;x,,
return_cores_UIL_desc;We hold provinces that Illinois has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_UNB_title;Return cores to Nebraska;;;;;;;;;;;;;;;;;;;;x,,
return_cores_UNB_desc;We hold provinces that Nebraska has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_UNM_title;Return cores to New Mexico;;;;;;;;;;;;;;;;;;;;x,,
return_cores_UNM_desc;We hold provinces that New Mexico has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_UOR_title;Return cores to Oregon;;;;;;;;;;;;;;;;;;;;x,,
return_cores_UOR_desc;We hold provinces that Oregon has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALS_title;Return cores to Elsass;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALS_desc;We hold provinces that Elsass has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ATR_title;Return cores to Asturias;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ATR_desc;We hold provinces that Asturias has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAN_title;Return cores to Banat;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAN_desc;We hold provinces that Banat has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BKV_title;Return cores to Bukovina;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BKV_desc;We hold provinces that Bukovina has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRT_title;Return cores to Brittany;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRT_desc;We hold provinces that Brittany has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BSQ_title;Return cores to Basqueland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BSQ_desc;We hold provinces that Basqueland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CRS_title;Return cores to Corsica;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CRS_desc;We hold provinces that Corsica has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DLM_title;Return cores to Dalmatia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DLM_desc;We hold provinces that Dalmatia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ENL_title;Return cores to England;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ENL_desc;We hold provinces that England has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GLC_title;Return cores to Galicia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GLC_desc;We hold provinces that Galicia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GLM_title;Return cores to Galicia-Lodomeria;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GLM_desc;We hold provinces that Galicia-Lodomeria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_LOR_title;Return cores to Lorraine;;;;;;;;;;;;;;;;;;;;x,,
return_cores_LOR_desc;We hold provinces that Lorraine has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_MCD_title;Return cores to Macedonia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_MCD_desc;We hold provinces that Macedonia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_MLT_title;Return cores to Malta;;;;;;;;;;;;;;;;;;;;x,,
return_cores_MLT_desc;We hold provinces that Malta has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_OCC_title;Return cores to Occitania;;;;;;;;;;;;;;;;;;;;x,,
return_cores_OCC_desc;We hold provinces that Occitania has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_RMG_title;Return cores to Romagna;;;;;;;;;;;;;;;;;;;;x,,
return_cores_RMG_desc;We hold provinces that Romagna has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_SPC_title;Return cores to Carlist Spain;;;;;;;;;;;;;;;;;;;;x,,
return_cores_SPC_desc;We hold provinces that Carlist Spain has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_SRD_title;Return cores to Sardinia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_SRD_desc;We hold provinces that Sardinia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_SVY_title;Return cores to Savoy;;;;;;;;;;;;;;;;;;;;x,,
return_cores_SVY_desc;We hold provinces that Savoy has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_SWH_title;Return cores to Schleswig-Holstein;;;;;;;;;;;;;;;;;;;;x,,
return_cores_SWH_desc;We hold provinces that Schleswig-Holstein has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_WHA_title;Return cores to Wales;;;;;;;;;;;;;;;;;;;;x,,
return_cores_WHA_desc;We hold provinces that Wales has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DNB_title;Return cores to Danubian Federation;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DNB_desc;We hold provinces that Danubian Federation has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_LUZ_title;Return cores to Luzica;;;;;;;;;;;;;;;;;;;;x,,
return_cores_LUZ_desc;We hold provinces that Luzica has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_RHI_title;Return cores to Rhineland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_RHI_desc;We hold provinces that Rhineland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_PML_title;Return cores to Pomerelia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_PML_desc;We hold provinces that Pomerelia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_PZN_title;Return cores to Poznan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_PZN_desc;We hold provinces that Poznan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_SLS_title;Return cores to Silesia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_SLS_desc;We hold provinces that Silesia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_WES_title;Return cores to Westfalen;;;;;;;;;;;;;;;;;;;;x,,
return_cores_WES_desc;We hold provinces that Westfalen has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AKH_title;Return cores to Astrakhan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AKH_desc;We hold provinces that Astrakhan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALT_title;Return cores to Altai Republic;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALT_desc;We hold provinces that Altai Republic has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CPL_title;Return cores to Congress Poland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CPL_desc;We hold provinces that Congress Poland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DON_title;Return cores to Cossackia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DON_desc;We hold provinces that Cossackia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_IZH_title;Return cores to Ingria;;;;;;;;;;;;;;;;;;;;x,,
return_cores_IZH_desc;We hold provinces that Ingria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KAZ_title;Return cores to Kazakhstan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KAZ_desc;We hold provinces that Kazakhstan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KAM_title;Return cores to Kamchatka;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KAM_desc;We hold provinces that Kamchatka has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KMK_title;Return cores to Kalmykia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KMK_desc;We hold provinces that Kalmykia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KRL_title;Return cores to Karelia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KRL_desc;We hold provinces that Karelia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_SIB_title;Return cores to Siberian Republic;;;;;;;;;;;;;;;;;;;;x,,
return_cores_SIB_desc;We hold provinces that Siberian Republic has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_TAR_title;Return cores to Tatarstan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_TAR_desc;We hold provinces that Tatarstan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_TNT_title;Return cores to Tannu Tuva;;;;;;;;;;;;;;;;;;;;x,,
return_cores_TNT_desc;We hold provinces that Tannu Tuva has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_URA_title;Return cores to Ural Republic;;;;;;;;;;;;;;;;;;;;x,,
return_cores_URA_desc;We hold provinces that Ural Republic has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
