#All of this is coming from TGC Endonymic Niche Submods;
Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#### ABA ####;
ACA_prussian_constitutionalism;Royaume d'Acadie;x;
ACA_hms_government;Dominion d'Acadie;x;
ACA_democracy;Republique Acadienne;x;
ACA_proletarian_dictatorship;Commune d'Acadie;x;
ACA_presidential_dictatorship;Republique Acadienne;x;
ACA_bourgeois_dictatorship;Republique Acadienne;x;
ACA_fascist_dictatorship;État Acadien;x;
ACA_colonial_company;Dominion d'Acadie;x;
ACA_dominion;Dominion d'Acadie;x;
#### ACE ####;
ACE_absolute_monarchy;Reino do Acre;x;
ACE_prussian_constitutionalism;Reino do Acre;x;
ACE_hms_government;Reino do Acre;x;
ACE_democracy;República do Acre;x;
ACE_proletarian_dictatorship;República Socialista do Acre;x;
ACE_presidential_dictatorship;República do Acre;x;
ACE_bourgeois_dictatorship;República do Acre;x;
ACE_fascist_dictatorship;República Livre do Acre;x;
ACE_colonial_company;Protetorado do Acre;x;
ACE_dominion;Protetorado do Acre;x;
##### ADO #####;
ADO_absolute_monarchy;Principat d’Andorra;x;
ADO_prussian_constitutionalism;Principat d’Andorra;x;
ADO_hms_government;Principat d’Andorra;x;
ADO_democracy;República d’Andorra;x;
ADO_proletarian_dictatorship;Comuna d’Andorra;x;
ADO_presidential_dictatorship;República d’Andorra;x;
ADO_bourgeois_dictatorship;República d’Andorra;x;
ADO_fascist_dictatorship;L’Estat Català a Andorra;x;
ADO_colonial_company;La Ciutat Lliure d’Andorra;x;
ADO_dominion;La Ciutat Lliure d’Andorra;x;
#### ADV ####;
ADV_absolute_monarchy;Königreich Texas;x;
ADV_prussian_constitutionalism;Königreich Texas;x;
ADV_hms_government;Königreich Texas;x;
ADV_democracy;Republik der Deutsch Texaner;x;
ADV_proletarian_dictatorship;Volksrepublik Texas;x;
ADV_presidential_dictatorship;Deutsch Texanische Republik;x;
ADV_bourgeois_dictatorship;Deutsch Texanische Republik;x;
ADV_fascist_dictatorship;Texanisches Reich;x;
ADV_colonial_company;Mainzer Adelsverein;x;
ADV_dominion;Imperiale Colonie Texas;x;
#### ADW ####;
ADW_absolute_monarchy;Lamorde Adamaawa;x;
ADW_prussian_constitutionalism;Lamorde Adamaawa;x;
ADW_hms_government;Lamorde Adamaawa;x;
ADW_democracy;Hawtaandi Adamaawa;x;
ADW_proletarian_dictatorship;Komin Adamaawa;x;
ADW_presidential_dictatorship;Hawtaandi Adamaawa;x;
ADW_bourgeois_dictatorship;Hawtaandi Adamaawa;x;
ADW_fascist_dictatorship;Dawla Lislaamu Adamaawa;x;
ADW_colonial_company;Adamawa;x;
ADW_dominion;Adamawa;x;
##### AFG #####;
AFG_absolute_monarchy;Amarat-i Afghanistan;x;
AFG_prussian_constitutionalism;Padešahi-ye Afghanistan;x;
AFG_hms_government;Padešahi-ye Afghanistan;x;
AFG_democracy;Jomhuri-ye Afghanistan;x;
AFG_proletarian_dictatorship;Jomhuri-ye Dimukrati-ye Afghanistan;x;
AFG_presidential_dictatorship;Jomhuri-ye Islami-ye Afghanistan;x;
AFG_bourgeois_dictatorship;Dawlat-i Islami-yi Afghanistan;x;
AFG_fascist_dictatorship;Imarat-i Islami-yi Afghanistan;x;
AFG_theocracy;Duranayanu Wakman-ye;x;
AFG_colonial_company;Dawlat 'Afghanistan al'Iislamiat al-Aintiqalia;x;
AFG_dominion;Dawlat 'Afghanistan al'Iislamiat al-Aintiqalia;x;
#### AGC ####;
AGC_absolute_monarchy;Angoche Usultani;x;
AGC_prussian_constitutionalism;Angoche Usultani;x;
AGC_hms_government;Angoche Usultani;x;
AGC_democracy;Angoche Jamhuri;x;
AGC_proletarian_dictatorship;Angoche Jamhuri ya Watu;x;
AGC_presidential_dictatorship;Angoche Jamhuri;x;
AGC_bourgeois_dictatorship;Angoche Jamhuri;x;
AGC_fascist_dictatorship;Angoche Nchi;x;
AGC_colonial_company;Imart Angoche;x;
AGC_dominion;Imart Angoche;x;
#### AIN ####;
AIN_absolute_monarchy;Ainu Mosir;x;
AIN_prussian_constitutionalism;Ainu Mosir;x;
AIN_hms_government;Ainu Mosir;x;
AIN_democracy;Ainu Kyowakoku;x;
AIN_proletarian_dictatorship;Ainu Shakai Shugi Kyowakoku;x;
AIN_presidential_dictatorship;Ainu Kyowakoku;x;
AIN_bourgeois_dictatorship;Ainu Kyowakoku;x;
AIN_fascist_dictatorship;Guretoainu Shu;x;
AIN_colonial_company;Ainu Hogo-ryo;x;
AIN_dominion;Ainu Hogo-ryo;x;
##### AKH #####;
AKH_absolute_monarchy;Bökei Ordasy;x;
AKH_prussian_constitutionalism;Bökei Ordasy;x;
AKH_hms_government;Astrakhanskoye Khanstvo;x;
AKH_democracy;Respublika Astrakhan';x;
AKH_proletarian_dictatorship;Astrakhanskaya Kommunisticheskaya Respublika;x;
AKH_presidential_dictatorship;Respublika Astrakhan';x;
AKH_bourgeois_dictatorship;Respublika Astrakhan';x;
AKH_fascist_dictatorship;Gosudarstvo Ksatsitarksan;x;
AKH_colonial_company;Astrakhanskoye Khanstvo;x;
AKH_dominion;Astrakhanskoye Khanstvo;x;
##### ALB #####;
ALB_absolute_monarchy;Mbretëria Shqiptare;x;
ALB_prussian_constitutionalism;Mbretëria Shqiptare;x;
ALB_hms_government;Principata e Shqipërisë;x;
ALB_democracy;Republika Shqiptare;x;
ALB_proletarian_dictatorship;Republika Popullore Socialiste e Shqipërisë;x;
ALB_presidential_dictatorship;Qeveria Demokratike e Shqipërisë;x;
ALB_bourgeois_dictatorship;Republika Shqiptare;x;
ALB_fascist_dictatorship;Shteti i Lirë i Shqipërisë;x;
ALB_colonial_company;Protektorati i Shqipërisë;x;
ALB_dominion;Protektorati i Shqipërisë;x;
##### ALD #####;
ALD_absolute_monarchy;Iimarat Mueaskar;x;
ALD_prussian_constitutionalism;Imart Aljazayir;x;
ALD_hms_government;Imart Aljazayir;x;
ALD_democracy;Jumhuriat Aljazayir;x;
ALD_proletarian_dictatorship;al-Jumhuriat Aljazayiriat al-Iashtirakiat al-Shaebia;x;
ALD_presidential_dictatorship;al-Jumhuriyya Aljazairiyya ad-Dimuqratiyya aš-Šabiyya;x;
ALD_bourgeois_dictatorship;al-Jumhuriyya Aljazairiyya ad-Dimuqratiyya aš-Šabiyya;x;
ALD_fascist_dictatorship;Jumhuriat Aljazayir al-Hura;x;
ALD_colonial_company;Algerie;x;
ALD_dominion;Algerie;x;
##### ALS #####;
ALS_absolute_monarchy;Duché d'Alsace;x;
ALS_prussian_constitutionalism;Duché d'Alsace;x;
ALS_hms_government;Duché d'Alsace;x;
ALS_democracy;République d'Alsace;x;
ALS_proletarian_dictatorship;L'Etat Communiste Alsacien;x;
ALS_presidential_dictatorship;République d'Alsace;x;
ALS_bourgeois_dictatorship;République d'Alsace;x;
ALS_fascist_dictatorship;L'État Alsacien;;x;
ALS_colonial_company;Territoire d'Alsace;x;
ALS_dominion;Territoire d'Alsace;x;
##### ALT #####;
ALT_absolute_monarchy;Altayskoye Khanstvo;x;
ALT_prussian_constitutionalism;Altayskoye Khanstvo;x;
ALT_hms_government;Altayskoye Khanstvo;x;
ALT_democracy;Altay Respublika;x;
ALT_proletarian_dictatorship;Altayskaya Avtonomnaya Sovetskaya Sotsialisticheskaya Respublika;x;
ALT_presidential_dictatorship;Respúblika Altáy;x;
ALT_bourgeois_dictatorship;Respúblika Altáy;x;
ALT_fascist_dictatorship;Gosudarstvo Altay;x;
ALT_colonial_company;Gosudarstvo Altay;x;
ALT_dominion;Gosudarstvo Altay;x;
#### ANB ####;
ANB_absolute_monarchy;Herzogtum Anhalt-Bernburg;x;
ANB_prussian_constitutionalism;Herzogtum Anhalt-Bernburg;x;
ANB_hms_government;Herzogtum Anhalt-Bernburg;x;
ANB_democracy;Freistaat Anhalt-Bernburg;x;
ANB_proletarian_dictatorship;Volksstaat Anhalt-Bernburg;x;
ANB_presidential_dictatorship;Freistaat Anhalt-Bernburg;x;
ANB_bourgeois_dictatorship;Freistaat Anhalt-Bernburg;x;
ANB_fascist_dictatorship;Freistaat Anhalt-Bernburg;x;
ANB_colonial_company;Protektorat Anhalt-Bernburg;x;
ANB_dominion;Protektorat Anhalt-Bernburg;x;
#### ANG ####;
ANG_absolute_monarchy;Kingdom of Angola;x;
ANG_prussian_constitutionalism;Kingdom of Angola;x;
ANG_hms_government;Kingdom of Angola;x;
ANG_democracy;Republic of Angola;x;
ANG_proletarian_dictatorship;People's Republic of Angola;x;
ANG_presidential_dictatorship;Republic of Angola;x;
ANG_bourgeois_dictatorship;Republic of Angola;x;
ANG_fascist_dictatorship;Free Republic of Angola;x;
ANG_colonial_company;Territory of Angola;x;
ANG_dominion;Territory of Angola;x;
#### ANH ####;
ANH_absolute_monarchy;Herzogtum Anhalt;x;
ANH_prussian_constitutionalism;Herzogtum Anhalt;x;
ANH_hms_government;Herzogtum Anhalt;x;
ANH_democracy;Freistaat Anhalt;x;
ANH_proletarian_dictatorship;Kommunistische Republik Anhalt;x;
ANH_presidential_dictatorship;Freistaat Anhalt;x;
ANH_bourgeois_dictatorship;Freistaat Anhalt;x;
ANH_fascist_dictatorship;Freistaat Anhalt;x;
ANH_colonial_company;Protektorat Anhalt;x;
ANH_dominion;Protektorat Anhalt;x
#### ANK ####;
ANK_absolute_monarchy;Herzogtum Anhalt-Köthen;x;
ANK_prussian_constitutionalism;Herzogtum Anhalt-Köthen;x;
ANK_hms_government;Herzogtum Anhalt-Köthen;x;
ANK_democracy;Freistaat Anhalt-Köthen;x;
ANK_proletarian_dictatorship;Volkstaat Anhalt-Köthen;x;
ANK_presidential_dictatorship;Freistaat Anhalt-Köthen;x;
ANK_bourgeois_dictatorship;Freistaat Anhalt-Köthen;x;
ANK_fascist_dictatorship;Freistaat Anhalt-Köthen;x;
ANK_colonial_company;Protektorat Anhalt-Köthen;x;
ANK_dominion;Protektorat Anhalt-Köthen;x;
##### ANT #####;
ANT_absolute_monarchy;Vasíleio tis Anatolías;;x;
ANT_prussian_constitutionalism;Vasíleio tis Anatolías;x;
ANT_hms_government;Vasíleio tis Anatolías;x;
ANT_democracy;Dimokratía tis Anatolías;x;
ANT_proletarian_dictatorship;Laïkí Dimokratía tis Anatolías;x;
ANT_presidential_dictatorship;Dimokratía tis Anatolías;x;
ANT_bourgeois_dictatorship;Dimokratía tis Anatolías;x;
ANT_fascist_dictatorship;Krátos tis Anatolías;x;
ANT_colonial_company;Eléftheri Politeía tis Anatolías;x;
ANT_dominion;Eléftheri Politeía tis Anatolías;x;
#### AOT ####;
AOT_absolute_monarchy;Te Whakaminenga o Nga Rangatiratanga o Nga Hapu o Nu Tireni;x;
AOT_prussian_constitutionalism;Te Whakaminenga o Nga Rangatiratanga o Nga Hapu o Nu Tireni;x;
AOT_hms_government;Te Whakaminenga o Nga Rangatiratanga o Nga Hapu o Nu Tireni;x;
AOT_democracy;Tuwehe Aotearoa;x;
AOT_proletarian_dictatorship;Utokore Tuwehe Aotearoa;x;
AOT_presidential_dictatorship;Tuwehe Aotearoa;x;
AOT_bourgeois_dictatorship;Tuwehe Aotearoa;x;
AOT_fascist_dictatorship;Rarangi Whenua Aotearoa;x;
AOT_colonial_company;Te Whakaminenga o Nga Rangatiratanga o Nga Hapu o Nu Tireni;x;
AOT_dominion;Te Whakaminenga o Nga Rangatiratanga o Nga Hapu o Nu Tireni;x;
##### ARA #####;
ARA_absolute_monarchy;al-Mamlakat al-Earabia;x;
ARA_prussian_constitutionalism;al-Mamlakat al-Earabia;x;
ARA_hms_government;al-Mamlakat al-Earabia;x;
ARA_democracyal;Jumhuriat al-Earabiat;x;
ARA_proletarian_dictatorship;Jumhuriat al-Earabiat al-Shaebiat al-Iashtirakia;x;
ARA_presidential_dictatorship;Jumhuriat al-Earabiat;x;
ARA_bourgeois_dictatorship;Jumhuriat al-Earabiat;x;
ARA_fascist_dictatorship;Dawlat Alearabiat al-Iislamia;x;
ARA_colonial_company;Mahmiat al-Jazirat al-Earabia;x;
ARA_dominion;Mahmiat al-Jazirat al-Earabia;x;
##### ARC #####;
ARC_absolute_monarchy;Imperio Argentino;x;
ARC_prussian_constitutionalism;Reino de Argentina;x;
ARC_hms_government;Reino Argentino;x;
ARC_democracy;Confederación Argentina;x;
ARC_proletarian_dictatorship;República Federal Socialista Argentina;x;
ARC_presidential_dictatorship;Confederación Argentina;x;
ARC_bourgeois_dictatorship;Confederación Argentina;x;
ARC_fascist_dictatorship;Confederación Argentina;x;
ARC_colonial_company;Protectorado de Argentina;x;
ARC_dominion;Protectorado de Argentina;x;
##### ARG #####;
ARG_absolute_monarchy;Imperio Argentino;x;
ARG_prussian_constitutionalism;Reino Argentino;x;
ARG_hms_government;Reino Argentino;x;
ARG_democracy;República Argentina;x;
ARG_proletarian_dictatorship;República Socialista Argentina;x;
ARG_presidential_dictatorship;República Argentina;x;
ARG_bourgeois_dictatorship;República Argentina;x;
ARG_fascist_dictatorship;Estado Argentino;x;
ARG_colonial_company;Protectorado de Argentina;x;
ARG_dominion;Protectorado de Argentina;x;
##### ARM #####;
ARM_absolute_monarchy;Hayastani T’Agavorut’yun;x;
ARM_prussian_constitutionalism;Hayastani T’Agavorut’yun;x;
ARM_hms_government;Hayastani T’Agavorut’yun;x;
ARM_democracy;Hayastani Hanrapetut’yun;x;
ARM_proletarian_dictatorship;Hayastani Sovetakan Sots’ialistakan Hanrapetut’yun;x;
ARM_presidential_dictatorship;Hayastani Hanrapetut’yun;x;
ARM_bourgeois_dictatorship;Hayastani Hanrapetut’yun;x;
ARM_fascist_dictatorship;Mets Haykakan Petut’yun;x;
ARM_colonial_company;Hayastani Petut’yun;x;
ARM_dominion;Hayastani Petut’yun;x;
#### ARO ####;
ARO_absolute_monarchy;Omu Aro;x;
ARO_prussian_constitutionalism;Omu Aro;x;
ARO_hms_government;Omu Aro;x;
ARO_democracy;Omu Aro;x;
ARO_proletarian_dictatorship;Omu Aro;x;
ARO_presidential_dictatorship;Omu Aro;x;
ARO_bourgeois_dictatorship;Omu Aro;x;
ARO_fascist_dictatorship;Omu Aro;x;
ARO_colonial_company;Omu Aro;x;
ARO_dominion;Omu Aro;x;
##### ARU #####;
ARU_absolute_monarchy;al-Mamlakat al-Earabiat al-Mutahida;x;
ARU_prussian_constitutionalism;al-Mamlakat al-Earabiat al-Mutahida;x;
ARU_hms_government;al-Mamlakat al-Earabiat al-Mutahida;x;
ARU_democracy;al-Jumhuriat al-Earabiat al-Mutahida;x;
ARU_proletarian_dictatorship;al-Aitihad al-Aishtirakiu Lilearab;x;
ARU_presidential_dictatorship;al-Jumhuriat al-Earabiat al-Mutahida;x;
ARU_bourgeois_dictatorship;al-Jumhuriat al-Earabiat al-Mutahida;x;
ARU_fascist_dictatorship;al-Dawlat al-Earabiat al-Iislamia;x;
ARU_colonial_company;Iiqlim al-Earab;x;
ARU_dominion;Iiqlim al-Earab;x;
#### ASH ####;
ASH_absolute_monarchy;Asanteman;x;
ASH_prussian_constitutionalism;Asanteman;x;
ASH_hms_government;Asanteman;x;
ASH_democracy;Adehyeman na Ashanti;x;
ASH_proletarian_dictatorship;Adehyeman na Ashanti;x;
ASH_presidential_dictatorship;Adehyeman na Ashanti;x;
ASH_bourgeois_dictatorship;Adehyeman na Ashanti;x;
ASH_fascist_dictatorship;Adehyeman na Ashanti;x;
ASH_colonial_company;Asanteman;x;
ASH_dominion;Asanteman;x;
##### ASM #####;
ASM_absolute_monarchy;Assam Rajya;x;
ASM_prussian_constitutionalism;Assam Rajya;x;
ASM_hms_government;Assam Rajya;x;
ASM_democracy;Assam Ganarajya;x;
ASM_proletarian_dictatorship;Ganprajatantri Assam;x;
ASM_presidential_dictatorship;Assam Ganarajya;x;
ASM_bourgeois_dictatorship;Assam Ganarajya;x;
ASM_fascist_dictatorship;Assam Mukta Avastha;x;
ASM_colonial_company;Assam Rajya;x;
ASM_dominion;Assam Rajya;x;
##### AST #####;
AST_absolute_monarchy;Dominion of Australia;x;
AST_prussian_constitutionalism;Dominion of Australia;x;
AST_hms_government;Commonwealth of Australia;x;
AST_democracy;Republican Commonwealth of Australia;x;
AST_proletarian_dictatorship;Australian Socialist People's Union;x;
AST_presidential_dictatorship;Republic of Australia;x;
AST_bourgeois_dictatorship;Australian Confederation;x;
AST_fascist_dictatorship;Australian State;x;
AST_colonial_company;Dominion of Australia;x;
AST_dominion;Dominion of Australia;x;
##### ASY #####;
ASY_absolute_monarchy;Malkutho Asur;x;
ASY_prussian_constitutionalism;Malkutho Asur;x;
ASY_hms_government;Malkutho Asur;x;
ASY_democracy;Djahuria Asur;x;
ASY_proletarian_dictatorship;Djahuria Asur;x;
ASY_presidential_dictatorship;Djahuria Asur;x;
ASY_bourgeois_dictatorship;Djahuria Asur;x;
ASY_fascist_dictatorship;Kabira Asur;x;
ASY_colonial_company;Zubtina Asur;x;
ASY_dominion;Zubtina Asur;x;
#### ATB ####;
ATB_absolute_monarchy;Herzogtum Sachsen-Altenburg;x;
ATB_prussian_constitutionalism;Herzogtum Sachsen-Altenburg;x;
ATB_hms_government;Herzogtum Sachsen-Altenburg;x;
ATB_democracy;Freistaat Saxe-Altenburg;x;
ATB_proletarian_dictatorship;Volksrepublik Sachsen-Altenburg;x;
ATB_presidential_dictatorship;Freistaat Saxe-Altenburg;x;
ATB_bourgeois_dictatorship;Freistaat Saxe-Altenburg;x;
ATB_fascist_dictatorship;Bundesland Sachsen-Altenburg;x;
ATB_colonial_company;Freistaat Saxe-Altenburg;x;
ATB_dominion;Freistaat Saxe-Altenburg;;x;
##### ATC #####;
ATC_absolute_monarchy;Reino de las Antillas;x;
ATC_prussian_constitutionalism;Reino de las Antillas;x;
ATC_hms_government;Reino de las Antillas;x;
ATC_democracy;Federación de las Antillas;x;
ATC_proletarian_dictatorship;Unión Popular de las Antillas;x;
ATC_presidential_dictatorship;República Democrática de las Antillas;x;
ATC_bourgeois_dictatorship;Federación de las Antillas;x;
ATC_fascist_dictatorship;Estado Antillano;x;
ATC_colonial_company;Dominio de las Antillas;x;
ATC_dominion;Dominio de las Antillas;x;
#### ATH ####;
ATH_absolute_monarchy;Prinkipáto tou Átho;x;
ATH_prussian_constitutionalism;Prinkipáto tou Átho;x;
ATH_hms_government;Prinkipáto tou Átho;x;
ATH_democracy;Eléftheri Politeía tou Agíou Órous;x;
ATH_proletarian_dictatorship;Kommoú tou Átho;x;
ATH_presidential_dictatorship;Eléftheri Politeía tou Agíou Órous;x;
ATH_bourgeois_dictatorship;Eléftheri Politeía tou Agíou Órous;x;
ATH_fascist_dictatorship;Megáli Orthódoxi Politeía tou Átho;x;
ATH_colonial_company;Monastikí Politeía Agíou Órous;x;
ATH_dominion;Monastikí Politeía Agíou Órous;x;
ATH_theocracy;Monastikí Politeía Agíou Órous;x;
##### ATJ #####;
ATJ_absolute_monarchy;Keurajeuën Acèh Darussalam;x;
ATJ_prussian_constitutionalism;Keurajeuën Acèh Darussalam;x;
ATJ_hms_government;Keurajeuën Acèh Darussalam;x;
ATJ_democracy;Republik Acèh;x;
ATJ_proletarian_dictatorship;Republik Sosialis Acèh;x;
ATJ_presidential_dictatorship;Republik Aceh Merdeka;x;
ATJ_bourgeois_dictatorship;Negara Bebas Acèh;x;
ATJ_fascist_dictatorship;Negara Aceh;x;
ATJ_colonial_company;Protektorat Acèh;x;
ATJ_dominion;Protektorat Acèh;x;
##### AUS #####;
AUS_absolute_empire;Kaiserthum Osterreich;x;
AUS_absolute_monarchy;Kaiserthum Osterreich;x;
AUS_prussian_constitutionalism;Kaiserthum Osterreich;x;
AUS_hms_government;Kaiserthum Osterreich;x;
AUS_democracy;Republik Osterreich;x;
AUS_proletarian_dictatorship;Rätebund Osterreich;x;
AUS_presidential_dictatorship;Republik Deutsch-Osterreich;x;
AUS_bourgeois_dictatorship;Zollverein Osterreich;x;
AUS_fascist_dictatorship;Bundesstaat Osterreich;x;
AUS_colonial_company;Osterreichisches Kommissariat;x;
AUS_dominion;Osterreichisches Kommissariat;x;
##### AWA #####;
AWA_absolute_monarchy;Avadh Rajya;x;
AWA_prussian_constitutionalism;Avadh Rajya;x;
AWA_hms_government;Avadh Rajya;x;
AWA_democracy;Avadh Ganarajya;x;
AWA_proletarian_dictatorship;Avadh ke Kamyunist Janavaadee Ganaraajy;x;
AWA_presidential_dictatorship;Avadhee Mukt Ganaraajy;x;
AWA_bourgeois_dictatorship;Avadhee Mukt Ganaraajy;x;
AWA_fascist_dictatorship;Avadhee Mukt Ganaraajy;x;
AWA_colonial_company;Avadh Rajya;x;
AWA_dominion;Avadh Rajya;x;
#### AWS ####;
AWS_absolute_monarchy;Ye’awisa Sulit’aneti;x;
AWS_prussian_constitutionalism;Ye’awisa Sulit’aneti;x;
AWS_hms_government;Ye’awisa Sulit’aneti;x;
AWS_democracy;Ye’awasa Ripebiliki;x;
AWS_proletarian_dictatorship;Ye’awisa Yesoshalisiti Ripebiliki;x;
AWS_presidential_dictatorship;Nets’a Ye’awisa Ripebiliki;x;
AWS_bourgeois_dictatorship;Nets’a Ye’awisa Ripebiliki;x;
AWS_fascist_dictatorship;Nets’a Ye’awisa Ripebiliki;x;
AWS_colonial_company;Ye’awisa Gizati;x;
AWS_dominion;Ye’awisa Gizati;x;
#### AZA ####;
AZA_absolute_monarchy;Kindo nga Azande;x;
AZA_prussian_constitutionalism;Kindo nga Azande;x;
AZA_hms_government;Kindo nga Azande;x;
AZA_democracy;Aringara nga Azande;x;
AZA_proletarian_dictatorship;Aboro Aringara nga Azande;x;
AZA_presidential_dictatorship;Aringara nga Azande;x;
AZA_bourgeois_dictatorship;Aringara nga Azande;x;
AZA_fascist_dictatorship;Aringara nga Azande;x;
AZA_colonial_company;Dagbarago nga Azande;x;
AZA_dominion;Dagbarago nga Azande;x;
##### AZB #####;
AZB_absolute_monarchy;Azerbaycan Kralligi;x;
AZB_prussian_constitutionalism;Azerbaycan Kralligi;x;
AZB_hms_government;Azerbaycan Kralligi;x;
AZB_democracy;Azerbaycan Respublikasi;x;
AZB_proletarian_dictatorship;Azerbaycan Sovet Sosialist Respublikasi;x;
AZB_presidential_dictatorship;Azerbaycan Respublikasi;x;
AZB_bourgeois_dictatorship;Azad Azerbaycan Dövleti;x;
AZB_fascist_dictatorship;Bütöv Azerbaycan;x;
AZB_colonial_company;Azerbaycanin Erazisi;x;
AZB_dominion;Azerbaycanin Erazisi;x;
#### AZH ####;
AZH_absolute_monarchy;Imart Aneeza;x;
AZH_prussian_constitutionalism;Imart Aneeza;x;
AZH_hms_government;Imart Aneeza;x;
AZH_democracy;Jumhuriat Aneeza;x;
AZH_proletarian_dictatorship;Jumhuriat Aneeza al-Shaebia;x;
AZH_presidential_dictatorship;Jumhuriat Aneeza;x;
AZH_bourgeois_dictatorship;Jumhuriat Aneeza;x;
AZH_fascist_dictatorship;Jumhuriat Aneeza al-Iislamia;x;
AZH_colonial_company;Dawlat Aneeza;x;
AZH_dominion;Dawlat Aneeza;x;
##### BAB #####;
BAB_absolute_monarchy;Alambratwryt Albabilia;x;
BAB_prussian_constitutionalism;Alambratwryt Albabilia;x;
BAB_hms_government;Alambratwryt Albabilia;x;
BAB_democracy;Jumhuriat Babil;x;
BAB_proletarian_dictatorship;Jumhuriat Bilad Ma Bayn Alnahrayn Alshaebia;x;
BAB_presidential_dictatorship;Jumhuriat Babil;x;
BAB_bourgeois_dictatorship;Jumhuriat Babil;x;
BAB_fascist_dictatorship;Aldawlat Albabiliat Linahri Dijlatan Walfurat;x;
BAB_colonial_company;Aintidab Babil;x;
BAB_dominion;Siadat Babil;x;
#### BAD ####;
BAD_absolute_monarchy;Großherzogtum Baden;x;
BAD_prussian_constitutionalism;Großherzogtum Baden;x;
BAD_hms_government;Großherzogtum Baden;x;
BAD_democracy;Republik Baden;x;
BAD_proletarian_dictatorship;Kommunistische Republik Baden;x;
BAD_presidential_dictatorship;Republik Baden;x;
BAD_bourgeois_dictatorship;Republik Baden;x;
BAD_fascist_dictatorship;Das Bundesland Baden;x;
BAD_colonial_company;Protektorat Baden;x;
BAD_dominion;Protektorat Baden;x;
##### BAH #####;
BAH_absolute_monarchy;Reino da Bahia;x;
BAH_prussian_constitutionalism;Reino da Bahia;x;
BAH_hms_government;Reino da Bahia;x;
BAH_democracy;Republica Baiana;x;
BAH_proletarian_dictatorship;Conselho Baiano;x;
BAH_presidential_dictatorship;Republica Baiana;x;
BAH_bourgeois_dictatorship;Republica Baiana;x;
BAH_fascist_dictatorship;O Reich Baiano;x;
BAH_colonial_company;Capitania da Bahia;x;
BAH_dominion;Capitania da Bahia;x;
##### BAL #####;
BAL_absolute_monarchy;Bali Dwipa;x;
BAL_prussian_constitutionalism;Bali Dwipa;x;
BAL_hms_government;Bali Dwipa;x;
BAL_democracy;Negara Demokrasi Bali;x;
BAL_proletarian_dictatorship;Negara Komunis Bali;x;
BAL_presidential_dictatorship;Negara Demokrasi Bali;x;
BAL_bourgeois_dictatorship;Negara Demokrasi Bali;x;
BAL_fascist_dictatorship;Negara Demokrasi Bali;x;
BAL_colonial_company;Bali Dwipa;x;
BAL_dominion;Bali Dwipa;x;
##### BAN #####;
BAN_absolute_monarchy;Fürstentum Banat;x;
BAN_prussian_constitutionalism;Fürstentum Banat;x;
BAN_hms_government;Fürstentum Banat;x;
BAN_democracy;Banater Republik;x;
BAN_proletarian_dictatorship;Kommunistische Volksrepublik Banat;x;
BAN_presidential_dictatorship;Banater Republik;x;
BAN_bourgeois_dictatorship;Banater Republik;x;
BAN_fascist_dictatorship;Der Banatische Staat;x;
