canned_food;Canned Food;;
plastic_factory_desc;This factory uses crude oil to produce various plastic goods for the consumer market.;;
cigarette_factory;Cigarette Factory;;
cigarette_factory_desc;Manufactured cigarettes are a cheap, convenient alternative for those who cannot afford proper cigars but who are willing to pay for not having to roll their own smokes. This factory makes cigarettes out of tobacco and paper.;;
pharmaceutical_factory;Pharmaceutical Factory;;
pharmaceutical_factory_desc;This factory produces pharmaceuticals for the medical needs of the population. Everyone falls ill from time to time, though whether they can afford medication is another matter.;;
printing_press;Printing Press;;
printing_press_desc;A printing press imprints the written word onto paper, using chemicals such as inks and pigments, producing goods such as books, newspapers and propaganda pamphlets.;;
charcoal_factory;Charcoal Plant;;
charcoal_factory_desc;Charcoal is what you get when wood is heated while deprived of oxygen to prevent combustion. While less economically efficient than mining, charcoal-burning provides an alternative coal source for countries lacking mines of their own.;;
synthetic_oil_factory;Synthetic Oil Factory;;
synthetic_oil_factory_desc;Using coal, the synthetic oil factory produces oil. Useful for nations that do not have ready access to oil but still need it badly.;;
steam_shipyard_i;Steam Shipyard;;
steam_shipyard_i_desc;Steamships use steam engines to propel them, allowing them not only to sail regardless of the wind but also provides much greater propulsive power, allowing steamers to be built heavier and sturdier. Steamers are produced from steel, lumber and machine parts, and fueled by coal.;;
furniture_factory_i;Furniture Factory;;
furniture_factory_i_desc;Furniture is made here from lumber. It is a necessity for every home and thus in demand by the entire population regardless of income.;;
whaling_company;Whaling Company;;
whaling_company_desc;The industrial age created a whole new need for reliable lubrication of machines. The oil of sperm whales was particularly well suited for the purpose, and prominently used until petroleum-based lubricants became widely available. It also had a secondary use as a very clean lamp oil. This factory uses ships to catch and haul in whales for processing into oil products. Oil products are required for the maintenance of factories as well as consumed by the strata able to afford luxury goods.;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
EVTNAME29905;Reaper arrives in $PROVINCENAME$;;Erster Mähdrescher in $PROVINCENAME$
EVTDESC29905;Mother, why don't we have a McCormick reaper? Everyone else has one nowadays!'\n\nSeveral mechanical tools were developed for agriculture in the early 19th century for  tasks such as sowing, reaping, threshing and forestry.;;'Mutter, warum haben wir noch keinen McCormick-Mähdrescher? Jeder andere hat schon einen!'\n\nIm frühen 19. Jahrhundert wurden diverse mechanische Werkzeuge für die Landwirtschaft entwickelt: zum säen, ernten, dreschen oder die Forstwirtschaft.
EVTOPTA29905;We reap what we sow;;Wir ernten, was wir säten
;;;
EVTNAME29906;Uplifting $PROVINCENAME$;;Dampfmaschinen in $PROVINCENAME$
EVTDESC29906;Mother! Did you hear! There's a thing in the mine which lifts rock up shafts all by its own!'\n\nOne of the first uses of steam power was to haul loads of ore out of mines, and this early manifestation of the Industrial Revoluton has arrived in the mines around $PROVINCENAME$.;;'Mutter, hörst du das? Da ist ein neues Ding in der Mine, welches die Steine von ganz alleine bewegt.'\n\nEine der ersten Einsätze für Dampfmaschinen war der Transport des Erzes aus den Minen. Diese frühe Entwicklung der Industriellen Revolution hat nun Einzug gehalten in die Minen von $PROVINCENAME$.
EVTOPTA29906;Uplifting!;;Auf gehts
;;;
EVTNAME29907;Fertile $PROVINCENAME$;;
EVTDESC29907;Mother, what are those little white grains Father has been strewing over the field? \n\nInorganic fertilizers produced by the nascent chemical industry allow for higher yields per area than before, as well as makes the cultivation of less fertile soil commercially viable.;;
EVTOPTA29907;They also smell less!;;
;;;
lancashire_loom;Lancashire Loom;;Lancashire Webstuhl
lancashire_loom_desc;This was the first semi-automatic loom. With a single operator action, it kept weaving until the shuttle ran out of thread. Consequently, a single worker could operate several looms simultaneously, increasing productivity.;;This was the first semi-automatic loom. With a single operator action, it kept weaving until the shuttle ran out of thread. Consequently, a single worker could operate several looms simultaneously, increasing productivity.
lockstitch_sewing_machine;Lockstitch Sewing Machine;;Einfachnaht-Nähmaschine
lockstitch_sewing_machine_desc;A lockstitch seam is one consisting of two threads on opposite sides of the cloth, held in place by being entwined at each hole made by the needle. It is a simple but very neat and durable seam, and a machine capable of quickly producing one will improve the efficiency of clothing production.;;A lockstitch seam is one consisting of two threads on opposite sides of the cloth, held in place by being entwined at each hole made by the needle. It is a simple but very neat and durable seam, and a machine capable of quickly producing one will improve the efficiency of clothing production.
jigs_vrrp;Jigs;;Einspannvorrichtungen
jigs_vrrp_desc;Jigs are frames, adjustable stands and other devices used to guide active tools like drills and saws, allowing for precision and repeatability.;;Die Einführung von Einspannvorrichtungen steigerte die Effizienz aller Maschinen enorm, was wiederum die Produktion der meisten Industriegüter steigerte.
mechanical_band_saw;Mechanical Band Saw;;Mechanische Bandsäge
mechanical_band_saw_desc;Band saws offer an advantage over circular saws both in being able to make curved cuts and in having a smaller cut width, wasting less wood as sawdust.;;Band saws offer an advantage over circular saws both in being able to make curved cuts and in having a smaller cut width, wasting less wood as sawdust.
northrop_power_loom_vrrp;Northrop Power Loom;;Northrops Mechanischer Webstuhl
northrop_power_loom_vrrp_desc;This was the first fully automatic loom, improving on earlier semi-automatic looms by adding an automatic loading mechanism to replace empty shuttles without any operator action. It allowed a single worker to operate up to 16 looms at once.;;This was the first fully automatic loom, improving on earlier semi-automatic looms by adding an automatic loading mechanism to replace empty shuttles without any operator action. It allowed a single worker to operate up to 16 looms at once.
overlock_stitching;Overlock Stitching;;Doppelnaht
overlock_stitching_desc;The overlock pattern consists of two parallel seams connected by a crisscrossing third seam. It is a very durable pattern. Machines capable of producing such a pattern will efficiently produce clothing of high quality.;;The overlock pattern consists of two parallel seams connected by a crisscrossing third seam. It is a very durable pattern. Machines capable of producing such a pattern will efficiently produce clothing of high quality.
automated_packaging;Automated Packaging;;Packautomaten
automated_packaging_desc;The assembly line enhances many manufacturing processes, but particularly ones that consist of a sequence of mechanically simple actions, such as packaging.;;The assembly line enhances many manufacturing processes, but particularly ones that consist of a sequence of mechanically simple actions, such as packaging.
colburn_sheet_roller;Colburn Sheet Roller;;Colburn Glaswalze
colburn_sheet_roller_desc;This was a machine that mechanically rolled molten glass into flat panes, allowing for efficient mass production of windows.;;This was a machine that mechanically rolled molten glass into flat panes, allowing for efficient mass production of windows.
owens_automated_glassblower;Owens's Automated Glassblower;;Owens Glasblasautomat
owens_automated_glassblower_desc;Mechanization of the act of glassblowing itself increased the output of the glassware industry tremendously.;;Mechanization of the act of glassblowing itself increased the output of the glassware industry tremendously.
rotary_kiln;Rotary Kiln;;Drehrohröfen
rotary_kiln_desc;The rotary kiln allowed for cement to be heated with higher thermal efficiency than before, while simultaneously being mixed, with continuous feeding of raw material and removal of final cement. Its introduction increased both the quality and quantity of cement produced.;;The rotary kiln allowed for cement to be heated with higher thermal efficiency than before, while simultaneously being mixed, with continuous feeding of raw material and removal of final cement. Its introduction increased both the quality and quantity of cement produced.
portland_cement;Portland Cement;;Portland Zement
portland_cement_desc;By using calcium sulphate as the reactive ingredient, Portland cement yielded concrete that was both stronger and faster to settle than earlier formulas.;;By using calcium sulphate as the reactive ingredient, Portland cement yielded concrete that was both stronger and faster to settle than earlier formulas.
smokeless_powder;Smokeless Powder;;Rauchfreier Sprengstoff
smokeless_powder_desc;Smokeless powder is gunpowder that combusts almost completely, leaving neither ash to foul the barrel nor smoke to impair vision on the battlefield. Not having to clean the barrel between shots greatly increases potential rates of fire.;;Smokeless powder is gunpowder that combusts almost completely, leaving neither ash to foul the barrel nor smoke to impair vision on the battlefield. Not having to clean the barrel between shots greatly increases potential rates of fire.
kraft_process;Kraft Process;;Kraft-Prozess
kraft_process_desc;The Kraft process is a chemical process using sodium hydroxide and sulfide to break down wood into pulp. Contrary to earlier processes, it allows for most of the pulping chemicals to be recovered afterwards. Simply put, our paper industry has developed a way to have its cake and eat it too!;;The Kraft process is a chemical process using sodium hydroxide and sulfide to break down wood into pulp. Contrary to earlier processes, it allows for most of the pulping chemicals to be recovered afterwards. Simply put, our paper industry has developed a way to have its cake and eat it too!
aspirin;Aspirin;;Aspirin
aspirin_desc;Relatively cheap and easy to produce industrially, aspirin was one of the first mass-produced pharmaceutical products.;;Relatively cheap and easy to produce industrially, aspirin was one of the first mass-produced pharmaceutical products.
low_noise_signal_transmission;Low-Noise Signal Transmission;;Geräuscharme Signalübertragung
low_noise_signal_transmission_desc;Electromagnetic shielding, twisted pairs, differential transmission, and other methods of noise reduction can be used to allow for signal transmission over longer distances, and for more precise functionality in electric systems.;;Electromagnetic shielding, twisted pairs, differential transmission, and other methods of noise reduction can be used to allow for signal transmission over longer distances, and for more precise functionality in electric systems.
catalytic_cracking;Catalytic Cracking;;Katalytisches Cracken
catalytic_cracking_desc;Cracking is the breaking of large hydrocarbons into smaller parts. It allows for heavy, thick, ungainly oils to be turned into more fluid ones, improving the quality of refined fuel.;;Cracking is the breaking of large hydrocarbons into smaller parts. It allows for heavy, thick, ungainly oils to be turned into more fluid ones, improving the quality of refined fuel.
vacuum_tubes;Vacuum Tubes;;Vakuumröhren
vacuum_tubes_desc;A vacuum tube is a device where thermal emission is used to cause a controllable current. Different kinds of vacuum tubes can, in a fairly rudimentary way, fulfil the function of a diode or a transistor, allowing for actual electronics for the first time.;;A vacuum tube is a device where thermal emission is used to cause a controllable current. Different kinds of vacuum tubes can, in a fairly rudimentary way, fulfil the function of a diode or a transistor, allowing for actual electronics for the first time.
rotary_printing_press;Rotary Printing Press;;
rotary_printing_press_desc;A rotary printing press uses a rotating, cylindrical press-head to imprint images on paper. This allows for continuous paper feed and much more efficient printing than with a classical flat-surface press.;;
lithography;Lithography;;
lithography_desc;Lithography is a printing method where hydrophobic and hydrophilic chemicals are used to control which parts of a printing plate ink sticks to. In many production processes, it allows for higher efficiency and versatility than using movable type.;;
synthetic_detergents;Synthetic Detergents;;
synthetic_detergents_desc;Synthetic detergents can be used instead of soap for cleaning, and have several useful properties such as being less affected by hard water.;;
continuous_process_control;Continuous Process Control;;
continuous_process_control_desc;By continuously adding inputs, extracting final products and regulating and adjusting the process in real-time, a chemical manufacturing process can be made much more efficient than what could be achieved using batch methods.;;
power_plant_turbines;Power Plant Turbines;;
power_plant_turbines_desc;A turbine allows for more efficient conversion of thermal energy to rotational mechanical energy than a reciprocating piston, and is thus ideally suited for use in a power plant.;;
ac_transformers;AC Transformers;;
ac_transformers_desc;A transformer converts alternating current from high-voltage to high-current and vice versa, allowing it to be transmitted over long distances at minimal power loss.;;
